WA00,COUNTY00,TRACT00,GEOID00,POP00,HU00,PART00,Area,AREALAND00,STATE10,COUNTY10,TRACT10,GEOID10,POP10,HU10,PART10,AREA10,AREALAND10,AREAPT,AREALANDPT,AREAPCT00PT,AREALANDPCT00PT,AREAPCT10PT,AREALANDPCT10PT,POP10PT,POPPCT00,POPPCT10,HU10PT,HUPCT00,HUPCT10
53,21,20800,53021020800,8296,2093,W,1189853116,1177663459,53,21,20800,53021020800,8296,2093,W,1189853116,1177663459,1189853116,1177663459,100,100,100,100,8296,100,100,2093,100,100
53,23,970100,53023970100,391,240,W,1329104369,1310758961,53,23,970300,53023970300,2266,1233,P,1860159432,1840669150,1329104369,1310758961,100,100,71.45,71.21,391,100,17.26,240,100,19.46
53,23,970200,53023970200,1875,993,P,531059053,529914179,53,13,960200,53013960200,4078,2136,P,2262305659,2249738808,3990,3990,0,0,0,0,0,0,0,0,0,0
53,23,970200,53023970200,1875,993,P,531059053,529914179,53,23,970300,53023970300,2266,1233,P,1860159432,1840669150,531055063,529910189,100,100,28.55,28.79,1875,100,82.74,993,100,80.54
53,25,980100,53025980100,3638,2278,W,1488799645,1360915119,53,25,10100,53025010100,3638,2278,P,1488811795,1360927269,1488799645,1360915119,100,100,100,100,3638,100,100,2278,100,100
53,25,980200,53025980200,2965,1151,P,1104724362,1099414597,53,1,950200,53001950200,1738,844,P,2631767561,2629508838,275,275,0,0,0,0,0,0,0,0,0,0
53,25,980200,53025980200,2965,1151,P,1104724362,1099414597,53,25,10200,53025010200,2965,1151,W,1104724087,1099414322,1104724087,1099414322,100,100,100,100,2965,100,100,1151,100,100
53,25,980300,53025980300,4095,2113,W,155713994,151612614,53,25,10300,53025010300,4095,2113,W,155713994,151612614,155713994,151612614,100,100,100,100,4095,100,100,2113,100,100
53,25,980400,53025980400,8040,3237,W,82411523,82411523,53,25,10400,53025010400,8040,3237,W,82411523,82411523,82411523,82411523,100,100,100,100,8040,100,100,3237,100,100
53,25,980500,53025980500,2963,1836,W,721050018,716441482,53,25,10500,53025010500,2963,1836,W,721050018,716441482,721050018,716441482,100,100,100,100,2963,100,100,1836,100,100
53,25,980600,53025980600,6848,2046,W,8427165,8427165,53,25,10600,53025010600,6848,2046,W,8427165,8427165,8427165,8427165,100,100,100,100,6848,100,100,2046,100,100
53,25,980700,53025980700,2755,1499,W,926676055,853624517,53,25,10700,53025010700,2755,1499,W,926676055,853624517,926676055,853624517,100,100,100,100,2755,100,100,1499,100,100
53,25,980800,53025980800,4709,1501,W,38299575,37638241,53,25,10800,53025010800,4709,1501,W,38299575,37638241,38299575,37638241,100,100,100,100,4709,100,100,1501,100,100
53,25,980900,53025980900,11218,4341,P,33715122,28433042,53,25,10901,53025010901,1306,521,W,11323340,11243943,11323340,11243943,33.59,39.55,100,100,1306,11.64,100,521,12,100
53,25,980900,53025980900,11218,4341,P,33715122,28433042,53,25,10902,53025010902,9912,3820,W,22391782,17189099,22391782,17189099,66.41,60.45,100,100,9912,88.36,100,3820,88,100
53,25,981000,53025981000,11087,4169,W,100953594,95323848,53,25,11000,53025011000,11087,4169,W,100953594,95323848,100953594,95323848,100,100,100,100,11087,100,100,4169,100,100
53,25,981100,53025981100,7029,3216,W,13937864,8413479,53,25,11100,53025011100,7029,3216,W,13937864,8413479,13937864,8413479,100,100,100,100,7029,100,100,3216,100,100
53,25,981200,53025981200,4965,1879,W,576526015,568718462,53,25,11200,53025011200,4965,1879,W,576526015,568718462,576526015,568718462,100,100,100,100,4965,100,100,1879,100,100
53,25,981300,53025981300,3938,1293,W,290200322,284863597,53,25,11300,53025011300,3938,1293,W,290200322,284863597,290200322,284863597,100,100,100,100,3938,100,100,1293,100,100
53,25,981400,53025981400,14870,4524,P,1688027765,1643660103,53,1,950300,53001950300,6934,1910,P,727562815,724946603,2494,2494,0,0,0,0,0,0,0,0,0,0
53,25,981400,53025981400,14870,4524,P,1688027765,1643660103,53,25,11401,53025011401,1845,822,W,274998778,268137806,274998778,268137806,16.29,16.31,100,100,1845,12.41,100,822,18.17,100
53,25,981400,53025981400,14870,4524,P,1688027765,1643660103,53,25,11402,53025011402,13025,3702,P,1413036497,1375519803,1413026493,1375519803,83.71,83.69,100,100,13025,87.59,100,3702,81.83,100
53,27,100,53027000100,1218,436,P,1026473652,782767626,53,27,940000,53027940000,1218,436,W,825614054,782767626,825614054,782767626,80.43,100,100,100,1218,100,100,436,100,100
53,27,100,53027000100,1218,436,P,1026473652,782767626,53,27,990000,53027990000,0,0,P,493383295,0,200859598,0,19.57,0,40.71,0,0,0,0,0,0,0
53,27,200,53027000200,7599,6506,P,628977493,317752662,53,27,200,53027000200,7599,6506,W,418070042,317752662,418070042,317752662,66.47,100,100,100,7599,100,100,6506,100,100
53,27,200,53027000200,7599,6506,P,628977493,317752662,53,27,990000,53027990000,0,0,P,493383295,0,210907451,0,33.53,0,42.75,0,0,0,0,0,0,0
53,27,300,53027000300,3334,1559,W,1471875609,1445970274,53,27,300,53027000300,3334,1559,W,1471875609,1445970274,1471875609,1445970274,100,100,100,100,3334,100,100,1559,100,100
53,27,400,53027000400,6773,2871,P,659281820,650281422,53,27,400,53027000400,6773,2871,W,659144357,650144856,659144357,650144856,99.98,99.98,100,100,6773,100,100,2871,100,100
53,27,400,53027000400,6773,2871,P,659281820,650281422,53,45,960100,53045960100,724,1115,P,942022201,923493647,131746,131746,0.02,0.02,0.01,0.01,0,0,0,0,0,0
53,27,400,53027000400,6773,2871,P,659281820,650281422,53,45,960200,53045960200,5743,4194,P,635548006,588605184,5717,4820,0,0,0,0,0,0,0,0,0,0
53,27,500,53027000500,6803,2749,W,136848019,134781186,53,27,500,53027000500,6803,2749,W,136848019,134781186,136848019,134781186,100,100,100,100,6803,100,100,2749,100,100
53,27,600,53027000600,3667,1571,W,99657180,99280920,53,27,600,53027000600,3667,1571,W,99657180,99280920,99657180,99280920,100,100,100,100,3667,100,100,1571,100,100
53,27,700,53027000700,4538,1898,P,985310282,980917930,53,27,700,53027000700,4538,1898,P,985304029,980911677,985303341,980910989,100,100,100,100,4538,100,100,1898,100,100
53,27,700,53027000700,4538,1898,P,985310282,980917930,53,49,950200,53049950200,4267,1944,P,416715233,401944061,6941,6941,0,0,0,0,0,0,0,0,0,0
53,27,800,53027000800,4055,1753,W,90636194,83830075,53,27,800,53027000800,4055,1753,W,90636194,83830075,90636194,83830075,100,100,100,100,4055,100,100,1753,100,100
53,27,900,53027000900,6252,2606,W,27153743,23489969,53,27,900,53027000900,6252,2606,W,27153743,23489969,27153743,23489969,100,100,100,100,6252,100,100,2606,100,100
53,27,1000,53027001000,3600,1688,W,6840051,6302524,53,27,1000,53027001000,3600,1688,W,6840051,6302524,6840051,6302524,100,100,100,100,3600,100,100,1688,100,100
53,27,1100,53027001100,4284,1942,W,5882957,5827480,53,27,1100,53027001100,4284,1942,W,5882957,5827480,5882957,5827480,100,100,100,100,4284,100,100,1942,100,100
53,27,1200,53027001200,4448,1846,W,4906338,3587735,53,27,1200,53027001200,4448,1846,W,4906338,3587735,4906338,3587735,100,100,100,100,4448,100,100,1846,100,100
53,27,1300,53027001300,3563,1549,W,46840565,41386107,53,27,1300,53027001300,3563,1549,W,46840565,41386107,46840565,41386107,100,100,100,100,3563,100,100,1549,100,100
53,27,1400,53027001400,2096,961,W,29978257,29029356,53,27,1400,53027001400,2096,961,W,29978257,29029356,29978257,29029356,100,100,100,100,2096,100,100,961,100,100
53,27,1500,53027001500,3906,1807,W,83438957,26460372,53,27,1500,53027001500,3906,1807,W,83438957,26460372,83438957,26460372,100,100,100,100,3906,100,100,1807,100,100
53,27,1600,53027001600,6661,3424,P,457226103,294703014,53,27,1600,53027001600,6661,3424,W,375609857,294703014,375609857,294703014,82.15,100,100,100,6661,100,100,3424,100,100
53,27,1600,53027001600,6661,3424,P,457226103,294703014,53,27,990000,53027990000,0,0,P,493383295,0,81616246,0,17.85,0,16.54,0,0,0,0,0,0,0
53,29,970100,53029970100,3807,1759,P,49182621,38237318,53,29,970100,53029970100,2604,1197,W,34628315,26512114,34628315,26512114,70.41,69.34,100,100,2604,68.4,100,1197,68.05,100
53,29,970100,53029970100,3807,1759,P,49182621,38237318,53,29,970300,53029970300,4989,2284,P,61421910,46851427,12054875,11725204,24.51,30.66,19.63,25.03,1203,31.6,24.11,562,31.95,24.61
53,29,970100,53029970100,3807,1759,P,49182621,38237318,53,29,992201,53029992201,0,0,P,598466627,0,2499431,0,5.08,0,0.42,0,0,0,0,0,0,0
53,29,970200,53029970200,1633,324,P,129728187,18048503,53,29,970200,53029970200,1633,324,W,21754124,18048503,21754124,18048503,16.77,100,100,100,1633,100,100,324,100,100
53,29,970200,53029970200,1633,324,P,129728187,18048503,53,29,992201,53029992201,0,0,P,598466627,0,107974063,0,83.23,0,18.04,0,0,0,0,0,0,0
53,29,970300,53029970300,3786,1722,P,73766506,35126223,53,29,970300,53029970300,4989,2284,P,61421910,46851427,49367035,35126223,66.92,100,80.37,74.97,3786,100,75.89,1722,100,75.39
53,29,970300,53029970300,3786,1722,P,73766506,35126223,53,29,992201,53029992201,0,0,P,598466627,0,24399471,0,33.08,0,4.08,0,0,0,0,0,0,0
53,29,970400,53029970400,6131,2537,W,14678719,14196089,53,29,970400,53029970400,6131,2537,W,14678719,14196089,14678719,14196089,100,100,100,100,6131,100,100,2537,100,100
53,29,970500,53029970500,5494,2387,P,77946374,23118497,53,29,970500,53029970500,5494,2387,P,29176815,23118497,29175948,23118497,37.43,100,100,100,5494,100,100,2387,100,100
53,29,970500,53029970500,5494,2387,P,77946374,23118497,53,29,992201,53029992201,0,0,P,598466627,0,48770426,0,62.57,0,8.15,0,0,0,0,0,0,0
53,29,970601,53029970601,3186,1551,W,1627512,1627512,53,29,970601,53029970601,3186,1551,W,1627512,1627512,1627512,1627512,100,100,100,100,3186,100,100,1551,100,100
53,29,970602,53029970602,3291,1578,W,1977729,1977729,53,29,970602,53029970602,3291,1578,W,1977729,1977729,1977729,1977729,100,100,100,100,3291,100,100,1578,100,100
53,29,970700,53029970700,1922,1190,P,2985073,2073206,53,29,970700,53029970700,1922,1190,W,2508645,2073206,2508645,2073206,84.04,100,100,100,1922,100,100,1190,100,100
53,29,970700,53029970700,1922,1190,P,2985073,2073206,53,29,992201,53029992201,0,0,P,598466627,0,476428,0,15.96,0,0.08,0,0,0,0,0,0,0
53,29,970800,53029970800,2706,1220,W,1566882,1566882,53,29,970800,53029970800,2706,1220,W,1566882,1566882,1566882,1566882,100,100,100,100,2706,100,100,1220,100,100
53,29,970900,53029970900,4801,1509,P,51139024,11766543,53,29,970900,53029970900,4801,1509,W,17839793,11766543,17839793,11766543,34.88,100,100,100,4801,100,100,1509,100,100
53,29,970900,53029970900,4801,1509,P,51139024,11766543,53,29,992201,53029992201,0,0,P,598466627,0,33299231,0,65.12,0,5.56,0,0,0,0,0,0,0
53,29,971000,53029971000,4776,2391,P,109327394,34963139,53,29,970500,53029970500,5494,2387,P,29176815,23118497,867,0,0,0,0,0,0,0,0,0,0,0
53,29,971000,53029971000,4776,2391,P,109327394,34963139,53,29,971000,53029971000,4776,2391,W,49399734,34963139,49399734,34963139,45.19,100,100,100,4776,100,100,2391,100,100
53,29,971000,53029971000,4776,2391,P,109327394,34963139,53,29,992201,53029992201,0,0,P,598466627,0,59926793,0,54.81,0,10.01,0,0,0,0,0,0,0
53,29,971100,53029971100,3289,1866,P,104350533,45358288,53,29,971100,53029971100,3289,1866,W,64336168,45358288,64336168,45358288,61.65,100,100,100,3289,100,100,1866,100,100
53,29,971100,53029971100,3289,1866,P,104350533,45358288,53,29,992201,53029992201,0,0,P,598466627,0,40014365,0,38.35,0,6.69,0,0,0,0,0,0,0
53,29,971300,53029971300,4393,3024,P,123163058,55895932,53,29,971300,53029971300,4393,3024,W,82462775,55895932,82462775,55895932,66.95,100,100,100,4393,100,100,3024,100,100
53,29,971300,53029971300,4393,3024,P,123163058,55895932,53,29,992201,53029992201,0,0,P,598466627,0,40700283,0,33.05,0,6.8,0,0,0,0,0,0,0
53,29,971400,53029971400,4400,2267,P,52825595,29108751,53,29,971400,53029971400,4400,2267,W,34934509,29108751,34934509,29108751,66.13,100,100,100,4400,100,100,2267,100,100
53,29,971400,53029971400,4400,2267,P,52825595,29108751,53,29,992201,53029992201,0,0,P,598466627,0,17891086,0,33.87,0,2.99,0,0,0,0,0,0,0
53,29,971500,53029971500,3394,1934,P,60466747,27630763,53,29,971500,53029971500,3394,1934,W,40490383,27630728,40490383,27630728,66.96,100,100,100,3394,100,100,1934,100,100
53,29,971500,53029971500,3394,1934,P,60466747,27630763,53,29,992201,53029992201,0,0,P,598466627,0,19974970,0,33.03,0,3.34,0,0,0,0,0,0,0
53,29,971500,53029971500,3394,1934,P,60466747,27630763,53,61,53301,53061053301,6273,2633,P,28017930,24660154,1394,35,0,0,0,0,0,0,0,0,0,0
53,29,971600,53029971600,3817,1846,P,36171845,20786523,53,29,971600,53029971600,3817,1846,W,25270773,20786523,25270773,20786523,69.86,100,100,100,3817,100,100,1846,100,100
53,29,971600,53029971600,3817,1846,P,36171845,20786523,53,29,992201,53029992201,0,0,P,598466627,0,10901072,0,30.14,0,1.82,0,0,0,0,0,0,0
53,29,971700,53029971700,4050,2438,P,96445818,25456585,53,29,971700,53029971700,4050,2438,W,46272872,25456585,46272872,25456585,47.98,100,100,100,4050,100,100,2438,100,100
53,29,971700,53029971700,4050,2438,P,96445818,25456585,53,29,992201,53029992201,0,0,P,598466627,0,50172946,0,52.02,0,8.38,0,0,0,0,0,0,0
53,29,971800,53029971800,2452,1881,P,65500529,21851768,53,29,971800,53029971800,2452,1881,W,34828105,21851768,34828105,21851768,53.17,100,100,100,2452,100,100,1881,100,100
53,29,971800,53029971800,2452,1881,P,65500529,21851768,53,29,992201,53029992201,0,0,P,598466627,0,30672424,0,46.83,0,5.13,0,0,0,0,0,0,0
53,29,971900,53029971900,3750,2362,P,92653681,51529181,53,29,971900,53029971900,3750,2362,W,65467956,51529181,65467956,51529181,70.66,100,100,100,3750,100,100,2362,100,100
53,29,971900,53029971900,3750,2362,P,92653681,51529181,53,29,992201,53029992201,0,0,P,598466627,0,27185725,0,29.34,0,4.54,0,0,0,0,0,0,0
53,29,972000,53029972000,3938,2311,P,82582207,47744308,53,29,972000,53029972000,3938,2311,W,60937872,47744308,60937872,47744308,73.79,100,100,100,3938,100,100,2311,100,100
53,29,972000,53029972000,3938,2311,P,82582207,47744308,53,29,992201,53029992201,0,0,P,598466627,0,21644335,0,26.21,0,3.62,0,0,0,0,0,0,0
53,29,972100,53029972100,3490,2137,P,111910291,31815958,53,29,972100,53029972100,3490,2137,W,49946713,31815958,49946713,31815958,44.63,100,100,100,3490,100,100,2137,100,100
53,29,972100,53029972100,3490,2137,P,111910291,31815958,53,29,992201,53029992201,0,0,P,598466627,0,61963578,0,55.37,0,10.35,0,0,0,0,0,0,0
53,31,950100,53031950100,881,283,P,3239533074,2858743337,53,9,400,53009000400,1758,958,P,1067564003,1060485949,38855,38855,0,0,0,0,0,0,0,1,0.35,0.1
53,31,950100,53031950100,881,283,P,3239533074,2858743337,53,9,600,53009000600,3370,1982,P,1090853250,1066280483,1657,0,0,0,0,0,0,0,0,0,0,0
53,31,950100,53031950100,881,283,P,3239533074,2858743337,53,31,950702,53031950702,2131,1666,P,4182217568,3994936813,2988745310,2858704482,92.26,100,71.46,71.56,881,100,41.34,282,99.65,16.93
53,31,950100,53031950100,881,283,P,3239533074,2858743337,53,31,990000,53031990000,0,0,W,250747252,0,250747252,0,7.74,0,100,0,0,0,0,0,0,0
53,31,950201,53031950201,1250,1384,W,1193323330,1136091458,53,31,950702,53031950702,2131,1666,P,4182217568,3994936813,1193323330,1136091458,100,100,28.53,28.44,1250,100,58.66,1384,100,83.07
53,31,950202,53031950202,1816,1239,P,332115598,251456690,53,9,2300,53009002300,3983,2309,P,289886084,289815382,34094,34094,0.01,0.01,0.01,0.01,0,0,0,0,0,0
53,31,950202,53031950202,1816,1239,P,332115598,251456690,53,31,950202,53031950202,1816,1239,P,332114839,251455410,332081504,251422596,99.99,99.99,99.99,99.99,1816,100,100,1239,100,100
53,31,950300,53031950300,6147,3767,W,287870595,208128148,53,31,950300,53031950300,6148,3768,P,287876958,208134511,287870595,208128148,100,100,100,100,6147,100,99.98,3767,100,99.97
53,31,950400,53031950400,3945,2078,P,126781310,35033173,53,31,950300,53031950300,6148,3768,P,287876958,208134511,6363,6363,0.01,0.02,0,0,1,0.03,0.02,1,0.05,0.03
53,31,950400,53031950400,3945,2078,P,126781310,35033173,53,31,950400,53031950400,3944,2077,W,126774947,35026810,126774947,35026810,99.99,99.98,100,100,3944,99.97,100,2077,99.95,100
53,31,950500,53031950500,6514,3725,P,416605995,160737307,53,9,2300,53009002300,3983,2309,P,289886084,289815382,4686,4686,0,0,0,0,0,0,0,0,0,0
53,31,950500,53031950500,6514,3725,P,416605995,160737307,53,31,950500,53031950500,6514,3725,P,416609662,160740339,416601309,160732621,100,100,100,100,6514,100,100,3725,100,100
53,31,950601,53031950601,6299,3787,W,33483092,10043510,53,31,950601,53031950601,6299,3787,W,33483092,10043510,33483092,10043510,100,100,100,100,6299,100,100,3787,100,100
53,31,950602,53031950602,3020,1505,W,24488735,11224386,53,31,950602,53031950602,3020,1505,W,24488735,11224386,24488735,11224386,100,100,100,100,3020,100,100,1505,100,100
53,33,100,53033000100,6255,3443,W,3396937,1910585,53,33,100,53033000100,6255,3443,W,3396937,1910585,3396937,1910585,100,100,100,100,6255,100,100,3443,100,100
53,33,200,53033000200,7646,3698,W,3286319,3286319,53,33,200,53033000200,7646,3698,W,3286319,3286319,3286319,3286319,100,100,100,100,7646,100,100,3698,100,100
53,33,300,53033000300,2603,1161,W,1210516,1210516,53,33,300,53033000300,2603,1161,W,1210516,1210516,1210516,1210516,100,100,100,100,2603,100,100,1161,100,100
53,33,401,53033000401,5551,3714,W,1363773,1281899,53,33,401,53033000401,5551,3714,W,1363773,1281899,1363773,1281899,100,100,100,100,5551,100,100,3714,100,100
53,33,402,53033000402,4841,2453,W,1798936,1798936,53,33,402,53033000402,4841,2453,W,1798936,1798936,1798936,1798936,100,100,100,100,4841,100,100,2453,100,100
53,33,500,53033000500,3165,1347,P,8955304,2882910,53,33,500,53033000500,3165,1347,W,3815366,2882910,3815366,2882910,42.6,100,100,100,3165,100,100,1347,100,100
53,33,500,53033000500,3165,1347,P,8955304,2882910,53,33,990100,53033990100,0,0,P,239607794,0,5139938,0,57.4,0,2.15,0,0,0,0,0,0,0
53,33,600,53033000600,7626,3538,W,3837963,3783740,53,33,600,53033000600,7626,3538,W,3837963,3783740,3837963,3783740,100,100,100,100,7626,100,100,3538,100,100
53,33,700,53033000700,4438,2293,W,1294675,1294675,53,33,700,53033000700,4438,2293,W,1294675,1294675,1294675,1294675,100,100,100,100,4438,100,100,2293,100,100
53,33,800,53033000800,2583,1086,W,1141587,1141587,53,33,800,53033000800,2583,1086,W,1141587,1141587,1141587,1141587,100,100,100,100,2583,100,100,1086,100,100
53,33,900,53033000900,2019,906,W,3527767,996458,53,33,900,53033000900,2019,906,W,3527767,996458,3527767,996458,100,100,100,100,2019,100,100,906,100,100
53,33,1000,53033001000,1941,802,W,954457,954457,53,33,1000,53033001000,1941,802,W,954457,954457,954457,954457,100,100,100,100,1941,100,100,802,100,100
53,33,1100,53033001100,2503,1135,W,1060418,1060418,53,33,1100,53033001100,2503,1135,W,1060418,1060418,1060418,1060418,100,100,100,100,2503,100,100,1135,100,100
53,33,1200,53033001200,6494,3681,W,1834052,1834052,53,33,1200,53033001200,6494,3681,W,1834052,1834052,1834052,1834052,100,100,100,100,6494,100,100,3681,100,100
53,33,1300,53033001300,4340,2288,W,1183989,1183989,53,33,1300,53033001300,4340,2288,W,1183989,1183989,1183989,1183989,100,100,100,100,4340,100,100,2288,100,100
53,33,1400,53033001400,4848,2307,P,8008662,2137298,53,33,1400,53033001400,4848,2307,W,2348731,2137298,2348731,2137298,29.33,100,100,100,4848,100,100,2307,100,100
53,33,1400,53033001400,4848,2307,P,8008662,2137298,53,33,990100,53033990100,0,0,P,239607794,0,5659931,0,70.67,0,2.36,0,0,0,0,0,0,0
53,33,1500,53033001500,2454,1125,P,5819572,1170487,53,33,1500,53033001500,2454,1125,W,1568973,1170487,1568973,1170487,26.96,100,100,100,2454,100,100,1125,100,100
53,33,1500,53033001500,2454,1125,P,5819572,1170487,53,33,990100,53033990100,0,0,P,239607794,0,4250599,0,73.04,0,1.77,0,0,0,0,0,0,0
53,33,1600,53033001600,4131,1847,P,2896637,2041021,53,33,1600,53033001600,4131,1847,W,2498738,2041021,2498738,2041021,86.26,100,100,100,4131,100,100,1847,100,100
53,33,1600,53033001600,4131,1847,P,2896637,2041021,53,33,990100,53033990100,0,0,P,239607794,0,397899,0,13.74,0,0.17,0,0,0,0,0,0,0
53,33,1700,53033001700,8052,4059,P,2172993,2172993,53,33,1701,53033001701,3818,2051,W,892771,892771,892771,892771,41.08,41.08,100,100,3818,47.42,100,2051,50.53,100
53,33,1700,53033001700,8052,4059,P,2172993,2172993,53,33,1702,53033001702,4234,2008,W,1280222,1280222,1280222,1280222,58.92,58.92,100,100,4234,52.58,100,2008,49.47,100
53,33,1800,53033001800,4535,2292,W,942974,942974,53,33,1800,53033001800,4535,2292,W,942974,942974,942974,942974,100,100,100,100,4535,100,100,2292,100,100
53,33,1900,53033001900,4157,2248,W,1663251,1663251,53,33,1900,53033001900,4157,2248,W,1663251,1663251,1663251,1663251,100,100,100,100,4157,100,100,2248,100,100
53,33,2000,53033002000,3406,1679,W,1131972,1103292,53,33,2000,53033002000,3406,1679,W,1131972,1103292,1131972,1103292,100,100,100,100,3406,100,100,1679,100,100
53,33,2100,53033002100,3807,1770,W,1365467,1365467,53,33,2100,53033002100,3807,1770,W,1365467,1365467,1365467,1365467,100,100,100,100,3807,100,100,1770,100,100
53,33,2200,53033002200,5286,2271,W,4256610,2767963,53,33,2200,53033002200,5286,2271,W,4256610,2767963,4256610,2767963,100,100,100,100,5286,100,100,2271,100,100
53,33,2400,53033002400,2972,1294,W,978103,978103,53,33,2400,53033002400,2972,1294,W,978103,978103,978103,978103,100,100,100,100,2972,100,100,1294,100,100
53,33,2500,53033002500,2802,1300,W,984333,984333,53,33,2500,53033002500,2802,1300,W,984333,984333,984333,984333,100,100,100,100,2802,100,100,1300,100,100
53,33,2600,53033002600,4660,2052,W,1244832,1216657,53,33,2600,53033002600,4660,2052,W,1244832,1216657,1244832,1216657,100,100,100,100,4660,100,100,2052,100,100
53,33,2700,53033002700,5289,2408,W,1593775,1593775,53,33,2700,53033002700,5289,2408,W,1593775,1593775,1593775,1593775,100,100,100,100,5289,100,100,2408,100,100
53,33,2800,53033002800,4481,2229,W,983387,983387,53,33,2800,53033002800,4481,2229,W,983387,983387,983387,983387,100,100,100,100,4481,100,100,2229,100,100
53,33,2900,53033002900,4177,1923,W,986207,986207,53,33,2900,53033002900,4177,1923,W,986207,986207,986207,986207,100,100,100,100,4177,100,100,1923,100,100
53,33,3000,53033003000,5637,2502,W,1493249,1493249,53,33,3000,53033003000,5637,2502,W,1493249,1493249,1493249,1493249,100,100,100,100,5637,100,100,2502,100,100
53,33,3100,53033003100,6219,2726,P,5426441,2232860,53,33,3100,53033003100,6219,2726,W,2698376,2232860,2698376,2232860,49.73,100,100,100,6219,100,100,2726,100,100
53,33,3100,53033003100,6219,2726,P,5426441,2232860,53,33,990100,53033990100,0,0,P,239607794,0,2728065,0,50.27,0,1.14,0,0,0,0,0,0,0
53,33,3200,53033003200,7683,4250,P,4169013,2475044,53,33,3200,53033003200,7683,4250,W,3489782,2475044,3489782,2475044,83.71,100,100,100,7683,100,100,4250,100,100
53,33,3200,53033003200,7683,4250,P,4169013,2475044,53,33,990100,53033990100,0,0,P,239607794,0,679231,0,16.29,0,0.28,0,0,0,0,0,0,0
53,33,3300,53033003300,6224,3219,W,1296368,1296368,53,33,3300,53033003300,6224,3219,W,1296368,1296368,1296368,1296368,100,100,100,100,6224,100,100,3219,100,100
53,33,3400,53033003400,3302,1543,W,787147,787147,53,33,3400,53033003400,3302,1543,W,787147,787147,787147,787147,100,100,100,100,3302,100,100,1543,100,100
53,33,3500,53033003500,3936,1910,W,1284761,1284761,53,33,3500,53033003500,3936,1910,W,1284761,1284761,1284761,1284761,100,100,100,100,3936,100,100,1910,100,100
53,33,3600,53033003600,5672,3361,W,1196463,1196463,53,33,3600,53033003600,5672,3361,W,1196463,1196463,1196463,1196463,100,100,100,100,5672,100,100,3361,100,100
53,33,3800,53033003800,2058,952,W,624606,624606,53,33,3800,53033003800,2058,952,W,624606,624606,624606,624606,100,100,100,100,2058,100,100,952,100,100
53,33,3900,53033003900,2772,1191,W,973807,973807,53,33,3900,53033003900,2772,1191,W,973807,973807,973807,973807,100,100,100,100,2772,100,100,1191,100,100
53,33,4000,53033004000,2690,1340,W,6488749,2606984,53,33,4000,53033004000,2690,1340,W,6488749,2606984,6488749,2606984,100,100,100,100,2690,100,100,1340,100,100
53,33,4100,53033004100,7789,3280,W,8922264,3267563,53,33,4100,53033004100,7789,3280,W,8922264,3267563,8922264,3267563,100,100,100,100,7789,100,100,3280,100,100
53,33,4200,53033004200,7618,3285,W,2464009,2464009,53,33,4200,53033004200,7618,3285,W,2464009,2464009,2464009,2464009,100,100,100,100,7618,100,100,3285,100,100
53,33,4300,53033004300,7049,3188,P,1310073,1310073,53,33,4301,53033004301,3531,1540,W,979359,979359,979359,979359,74.76,74.76,100,100,3531,50.09,100,1540,48.31,100
53,33,4300,53033004300,7049,3188,P,1310073,1310073,53,33,4302,53033004302,3518,1648,W,330714,330714,330714,330714,25.24,25.24,100,100,3518,49.91,100,1648,51.69,100
53,33,4400,53033004400,6260,2709,W,989908,989908,53,33,4400,53033004400,6260,2709,W,989908,989908,989908,989908,100,100,100,100,6260,100,100,2709,100,100
53,33,4500,53033004500,2676,1038,W,671000,671000,53,33,4500,53033004500,2676,1038,W,671000,671000,671000,671000,100,100,100,100,2676,100,100,1038,100,100
53,33,4600,53033004600,3251,1465,W,2585588,1552357,53,33,4600,53033004600,3251,1465,W,2585588,1552357,2585588,1552357,100,100,100,100,3251,100,100,1465,100,100
53,33,4700,53033004700,6739,4697,W,2304002,1950914,53,33,4700,53033004700,6739,4697,W,2304002,1950914,2304002,1950914,100,100,100,100,6739,100,100,4697,100,100
53,33,4800,53033004800,4539,2273,W,1360120,1318565,53,33,4800,53033004800,4539,2273,W,1360120,1318565,1360120,1318565,100,100,100,100,4539,100,100,2273,100,100
53,33,4900,53033004900,6139,3727,W,1111148,1085823,53,33,4900,53033004900,6139,3727,W,1111148,1085823,1111148,1085823,100,100,100,100,6139,100,100,3727,100,100
53,33,5000,53033005000,3600,2018,W,757380,757380,53,33,5000,53033005000,3600,2018,W,757380,757380,757380,757380,100,100,100,100,3600,100,100,2018,100,100
53,33,5100,53033005100,3662,1715,W,881711,881711,53,33,5100,53033005100,3662,1715,W,881711,881711,881711,881711,100,100,100,100,3662,100,100,1715,100,100
53,33,5200,53033005200,6076,3159,P,1050268,964684,53,33,5200,53033005200,6076,3159,P,1050305,964721,1050231,964647,100,100,99.99,99.99,6076,100,100,3159,100,100
53,33,5200,53033005200,6076,3159,P,1050268,964684,53,33,5400,53033005400,4948,2819,P,1846365,1199275,37,37,0,0,0,0,0,0,0,0,0,0
53,33,5301,53033005301,7085,3061,W,543485,543485,53,33,5301,53033005301,7085,3061,W,543485,543485,543485,543485,100,100,100,100,7085,100,100,3061,100,100
53,33,5302,53033005302,5706,216,P,3256944,2511641,53,33,5200,53033005200,6076,3159,P,1050305,964721,74,74,0,0,0.01,0.01,0,0,0,0,0,0
