WA00,COUNTY00,TRACT00,GEOID00,POP00,HU00,PART00,Area,AREALAND00,STATE10,COUNTY10,TRACT10,GEOID10,POP10,HU10,PART10,AREA10,AREALAND10,AREAPT,AREALANDPT,AREAPCT00PT,AREALANDPCT00PT,AREAPCT10PT,AREALANDPCT10PT,POP10PT,POPPCT00,POPPCT10,HU10PT,HUPCT00,HUPCT10
53,35,80900,53035080900,4430,2104,W,14631965,13699200,53,35,80900,53035080900,4430,2104,W,14631965,13699200,14631965,13699200,100,100,100,100,4430,100,100,2104,100,100
53,35,81000,53035081000,3652,2030,P,3998996,3127382,53,35,81000,53035081000,3652,2030,P,4257364,3139645,3963383,3127382,99.11,100,93.09,99.61,3652,100,100,2030,100,100
53,35,81000,53035081000,3652,2030,P,3998996,3127382,53,35,92200,53035092200,6804,2879,P,7754297,5548897,35613,0,0.89,0,0.46,0,0,0,0,0,0,0
53,35,81100,53035081100,2897,1317,W,1496010,1496010,53,35,81100,53035081100,2897,1317,W,1496010,1496010,1496010,1496010,100,100,100,100,2897,100,100,1317,100,100
53,35,81200,53035081200,3017,1496,P,876613,876613,53,35,81200,53035081200,3017,1496,W,875177,875177,875177,875177,99.84,99.84,100,100,3017,100,100,1496,100,100
53,35,81200,53035081200,3017,1496,P,876613,876613,53,35,81400,53035081400,3513,41,P,3903372,1694251,1436,1436,0.16,0.16,0.04,0.08,0,0,0,0,0,0
53,35,81400,53035081400,3513,41,P,4164762,1705078,53,35,81000,53035081000,3652,2030,P,4257364,3139645,253431,12263,6.09,0.72,5.95,0.39,0,0,0,0,0,0
53,35,81400,53035081400,3513,41,P,4164762,1705078,53,35,81400,53035081400,3513,41,P,3903372,1694251,3901936,1692815,93.69,99.28,99.96,99.92,3513,100,100,41,100,100
53,35,81400,53035081400,3513,41,P,4164762,1705078,53,35,92200,53035092200,6804,2879,P,7754297,5548897,9395,0,0.23,0,0.12,0,0,0,0,0,0,0
53,35,90101,53035090101,5611,2719,P,94791946,46128405,53,35,90101,53035090101,5611,2719,W,57632024,46128405,57632024,46128405,60.8,100,100,100,5611,100,100,2719,100,100
53,35,90101,53035090101,5611,2719,P,94791946,46128405,53,35,990100,53035990100,0,0,P,281582622,0,37159922,0,39.2,0,13.2,0,0,0,0,0,0,0
53,35,90102,53035090102,5781,2707,P,130366006,49753095,53,35,90102,53035090102,5781,2707,W,58043973,49753095,58043973,49753095,44.52,100,100,100,5781,100,100,2707,100,100
53,35,90102,53035090102,5781,2707,P,130366006,49753095,53,35,990100,53035990100,0,0,P,281582622,0,72322033,0,55.48,0,25.68,0,0,0,0,0,0,0
53,35,90200,53035090200,9681,3853,P,95356421,69141932,53,35,90201,53035090201,4573,1768,W,18475842,16537061,18475842,16537061,19.38,23.92,100,100,4573,47.24,100,1768,45.89,100
53,35,90200,53035090200,9681,3853,P,95356421,69141932,53,35,90202,53035090202,5079,2070,W,58484256,52204655,58484256,52204655,61.33,75.5,100,100,5079,52.46,100,2070,53.72,100
53,35,90200,53035090200,9681,3853,P,95356421,69141932,53,35,90400,53035090400,4574,1776,P,23539003,22921744,400216,400216,0.42,0.58,1.7,1.75,29,0.3,0.63,15,0.39,0.84
53,35,90200,53035090200,9681,3853,P,95356421,69141932,53,35,990100,53035990100,0,0,P,281582622,0,17996107,0,18.87,0,6.39,0,0,0,0,0,0,0
53,35,90300,53035090300,6054,1281,P,37444555,28720352,53,35,90300,53035090300,6054,1281,P,31728680,28766162,31682870,28720352,84.61,100,99.86,99.84,6054,100,100,1281,100,100
53,35,90300,53035090300,6054,1281,P,37444555,28720352,53,35,990100,53035990100,0,0,P,281582622,0,5761685,0,15.39,0,2.05,0,0,0,0,0,0,0
53,35,90400,53035090400,4545,1761,P,23148812,22531553,53,35,90300,53035090300,6054,1281,P,31728680,28766162,10025,10025,0.04,0.04,0.03,0.03,0,0,0,0,0,0
53,35,90400,53035090400,4545,1761,P,23148812,22531553,53,35,90400,53035090400,4574,1776,P,23539003,22921744,23138787,22521528,99.96,99.96,98.3,98.25,4545,100,99.37,1761,100,99.16
53,35,90500,53035090500,8514,3938,P,15152102,12820801,53,35,90501,53035090501,3955,2120,W,8116134,5784833,8116134,5784833,53.56,45.12,100,100,3955,46.45,100,2120,53.83,100
53,35,90500,53035090500,8514,3938,P,15152102,12820801,53,35,90502,53035090502,4559,1818,W,7035968,7035968,7035968,7035968,46.44,54.88,100,100,4559,53.55,100,1818,46.17,100
53,35,90601,53035090601,6149,2888,P,34399631,28177329,53,35,940100,53035940100,6149,2888,P,33531614,28177329,33185747,28177329,96.47,100,98.97,100,6149,100,100,2888,100,100
53,35,90601,53035090601,6149,2888,P,34399631,28177329,53,35,990100,53035990100,0,0,P,281582622,0,1213884,0,3.53,0,0.43,0,0,0,0,0,0,0
53,35,90602,53035090602,3500,1623,P,20383901,12501718,53,35,940000,53035940000,3500,1623,W,15767230,12501718,15767230,12501718,77.35,100,100,100,3500,100,100,1623,100,100
53,35,90602,53035090602,3500,1623,P,20383901,12501718,53,35,990100,53035990100,0,0,P,281582622,0,4616671,0,22.65,0,1.64,0,0,0,0,0,0,0
53,35,90700,53035090700,5183,2208,P,62818045,16564043,53,35,90700,53035090700,5183,2208,W,22305711,16564043,22305711,16564043,35.51,100,100,100,5183,100,100,2208,100,100
53,35,90700,53035090700,5183,2208,P,62818045,16564043,53,35,990100,53035990100,0,0,P,281582622,0,40512334,0,64.49,0,14.39,0,0,0,0,0,0,0
53,35,90800,53035090800,4109,1774,P,27838084,18624441,53,35,90800,53035090800,4169,1802,P,27654942,18682097,27336713,18624441,98.2,100,98.85,99.69,4109,100,98.56,1774,100,98.45
53,35,90800,53035090800,4109,1774,P,27838084,18624441,53,35,91100,53035091100,4866,2083,P,29751783,19851398,155504,0,0.56,0,0.52,0,0,0,0,0,0,0
53,35,90800,53035090800,4109,1774,P,27838084,18624441,53,35,940100,53035940100,6149,2888,P,33531614,28177329,345867,0,1.24,0,1.03,0,0,0,0,0,0,0
53,35,90900,53035090900,7032,3699,P,20828371,7644460,53,35,90900,53035090900,7032,3699,W,10493110,7644460,10493110,7644460,50.38,100,100,100,7032,100,100,3699,100,100
53,35,90900,53035090900,7032,3699,P,20828371,7644460,53,35,990100,53035990100,0,0,P,281582622,0,10335261,0,49.62,0,3.67,0,0,0,0,0,0,0
53,35,91000,53035091000,6701,2903,P,57657450,28679461,53,35,80400,53035080400,3361,1773,P,6699169,2834364,2048,0,0,0,0.03,0,0,0,0,0,0,0
53,35,91000,53035091000,6701,2903,P,57657450,28679461,53,35,90800,53035090800,4169,1802,P,27654942,18682097,57656,57656,0.1,0.2,0.21,0.31,60,0.9,1.44,28,0.96,1.55
53,35,91000,53035091000,6701,2903,P,57657450,28679461,53,35,91000,53035091000,6641,2875,P,40558092,28621805,40263531,28621805,69.83,99.8,99.27,100,6641,99.1,100,2875,99.04,100
53,35,91000,53035091000,6701,2903,P,57657450,28679461,53,35,990100,53035990100,0,0,P,281582622,0,17334215,0,30.06,0,6.16,0,0,0,0,0,0,0
53,35,91100,53035091100,4866,2083,P,29620386,19851398,53,35,90800,53035090800,4169,1802,P,27654942,18682097,24107,0,0.08,0,0.09,0,0,0,0,0,0,0
53,35,91100,53035091100,4866,2083,P,29620386,19851398,53,35,91100,53035091100,4866,2083,P,29751783,19851398,29596279,19851398,99.92,100,99.48,100,4866,100,100,2083,100,100
53,35,91201,53035091201,3888,1870,P,6742050,5776192,53,35,91201,53035091201,3886,1869,W,6734073,5768215,6734073,5768215,99.88,99.86,100,100,3886,99.95,100,1869,99.95,100
53,35,91201,53035091201,3888,1870,P,6742050,5776192,53,35,91400,53035091400,3093,1344,P,13000088,8211672,7977,7977,0.12,0.14,0.06,0.1,2,0.05,0.06,1,0.05,0.07
53,35,91203,53035091203,7182,3190,W,6251290,6132066,53,35,91203,53035091203,7182,3190,W,6251290,6132066,6251290,6132066,100,100,100,100,7182,100,100,3190,100,100
53,35,91204,53035091204,3135,1569,W,4910788,3555560,53,35,91204,53035091204,3135,1569,W,4910788,3555560,4910788,3555560,100,100,100,100,3135,100,100,1569,100,100
53,35,91301,53035091301,4327,1798,P,49462150,35032604,53,35,91301,53035091301,4327,1798,W,39575360,35032604,39575360,35032604,80.01,100,100,100,4327,100,100,1798,100,100
53,35,91301,53035091301,4327,1798,P,49462150,35032604,53,35,990100,53035990100,0,0,P,281582622,0,9886790,0,19.99,0,3.51,0,0,0,0,0,0,0
53,35,91302,53035091302,5609,2129,P,44657865,34274632,53,35,90300,53035090300,6054,1281,P,31728680,28766162,35785,35785,0.08,0.1,0.11,0.12,0,0,0,0,0,0
53,35,91302,53035091302,5609,2129,P,44657865,34274632,53,35,91302,53035091302,5609,2129,W,37500062,34238847,37500062,34238847,83.97,99.9,100,100,5609,100,100,2129,100,100
53,35,91302,53035091302,5609,2129,P,44657865,34274632,53,35,990100,53035990100,0,0,P,281582622,0,7122018,0,15.95,0,2.53,0,0,0,0,0,0,0
53,35,91400,53035091400,3091,1343,P,12992680,8203695,53,35,80800,53035080800,1921,915,P,1691582,1095272,569,0,0,0,0.03,0,0,0,0,0,0,0
53,35,91400,53035091400,3091,1343,P,12992680,8203695,53,35,91400,53035091400,3093,1344,P,13000088,8211672,12992111,8203695,100,100,99.94,99.9,3091,100,99.94,1343,100,99.93
53,35,91500,53035091500,3968,1433,W,8433502,5088200,53,35,91500,53035091500,3968,1433,W,8433502,5088200,8433502,5088200,100,100,100,100,3968,100,100,1433,100,100
53,35,91600,53035091600,6356,2847,W,5131287,5122360,53,35,91600,53035091600,6356,2847,W,5131287,5122360,5131287,5122360,100,100,100,100,6356,100,100,2847,100,100
53,35,91700,53035091700,7944,2943,P,10446844,7387771,53,35,90800,53035090800,4169,1802,P,27654942,18682097,236466,0,2.26,0,0.86,0,0,0,0,0,0,0
53,35,91700,53035091700,7944,2943,P,10446844,7387771,53,35,91000,53035091000,6641,2875,P,40558092,28621805,31044,0,0.3,0,0.08,0,0,0,0,0,0,0
53,35,91700,53035091700,7944,2943,P,10446844,7387771,53,35,91700,53035091700,7944,2943,W,10179334,7387771,10179334,7387771,97.44,100,100,100,7944,100,100,2943,100,100
53,35,91800,53035091800,2944,1251,P,8642121,6609390,53,35,91000,53035091000,6641,2875,P,40558092,28621805,49220,0,0.57,0,0.12,0,0,0,0,0,0,0
53,35,91800,53035091800,2944,1251,P,8642121,6609390,53,35,91800,53035091800,2944,1251,W,8592901,6609390,8592901,6609390,99.43,100,100,100,2944,100,100,1251,100,100
53,35,91900,53035091900,4160,1645,P,6206856,3954778,53,35,80700,53035080700,3236,1680,P,6564980,3803231,3102,0,0.05,0,0.05,0,0,0,0,0,0,0
53,35,91900,53035091900,4160,1645,P,6206856,3954778,53,35,91900,53035091900,4160,1645,W,6203754,3954778,6203754,3954778,99.95,100,100,100,4160,100,100,1645,100,100
53,35,92000,53035092000,5683,2456,P,223488316,189814224,53,35,92000,53035092000,5683,2456,W,203301309,189809951,203301309,189809951,90.97,100,100,100,5683,100,100,2456,100,100
53,35,92000,53035092000,5683,2456,P,223488316,189814224,53,35,990100,53035990100,0,0,P,281582622,0,20182734,0,9.03,0,7.17,0,0,0,0,0,0,0
53,35,92000,53035092000,5683,2456,P,223488316,189814224,53,45,960300,53045960300,6144,3853,P,273153093,228343095,4273,4273,0,0,0,0,0,0,0,0,0,0
53,35,92100,53035092100,6565,2632,W,72009797,69605304,53,35,92100,53035092100,6565,2632,W,72009797,69605304,72009797,69605304,100,100,100,100,6565,100,100,2632,100,100
53,35,92200,53035092200,6804,2879,P,7749839,5548897,53,35,81000,53035081000,3652,2030,P,4257364,3139645,40550,0,0.52,0,0.95,0,0,0,0,0,0,0
53,35,92200,53035092200,6804,2879,P,7749839,5548897,53,35,92200,53035092200,6804,2879,P,7754297,5548897,7709289,5548897,99.48,100,99.42,100,6804,100,100,2879,100,100
53,35,92300,53035092300,6123,2500,W,7445949,7445949,53,35,92300,53035092300,6123,2500,W,7445949,7445949,7445949,7445949,100,100,100,100,6123,100,100,2500,100,100
53,35,92400,53035092400,6029,2555,W,6106233,6106233,53,35,92400,53035092400,6029,2555,W,6106233,6106233,6106233,6106233,100,100,100,100,6029,100,100,2555,100,100
53,35,92500,53035092500,5609,2344,P,16864955,12153455,53,35,80400,53035080400,3361,1773,P,6699169,2834364,310906,0,1.84,0,4.64,0,0,0,0,0,0,0
53,35,92500,53035092500,5609,2344,P,16864955,12153455,53,35,80500,53035080500,2900,1662,P,2551284,1067007,105670,0,0.63,0,4.14,0,0,0,0,0,0,0
53,35,92500,53035092500,5609,2344,P,16864955,12153455,53,35,92500,53035092500,5609,2344,W,16448379,12153455,16448379,12153455,97.53,100,100,100,5609,100,100,2344,100,100
53,35,92600,53035092600,6035,2602,P,38696984,12013860,53,35,91000,53035091000,6641,2875,P,40558092,28621805,214297,0,0.55,0,0.53,0,0,0,0,0,0,0
53,35,92600,53035092600,6035,2602,P,38696984,12013860,53,35,92600,53035092600,6035,2602,W,16586772,12013860,16586772,12013860,42.86,100,100,100,6035,100,100,2602,100,100
53,35,92600,53035092600,6035,2602,P,38696984,12013860,53,35,92704,53035092704,3215,1410,P,25356679,17955522,672961,0,1.74,0,2.65,0,0,0,0,0,0,0
53,35,92600,53035092600,6035,2602,P,38696984,12013860,53,35,990100,53035990100,0,0,P,281582622,0,21222954,0,54.84,0,7.54,0,0,0,0,0,0,0
53,35,92700,53035092700,7854,3227,P,62415716,42444339,53,35,92701,53035092701,4639,1817,W,25527164,24488817,25527164,24488817,40.9,57.7,100,100,4639,59.07,100,1817,56.31,100
53,35,92700,53035092700,7854,3227,P,62415716,42444339,53,35,92704,53035092704,3215,1410,P,25356679,17955522,24683718,17955522,39.55,42.3,97.35,100,3215,40.93,100,1410,43.69,100
53,35,92700,53035092700,7854,3227,P,62415716,42444339,53,35,990100,53035990100,0,0,P,281582622,0,12204834,0,19.55,0,4.33,0,0,0,0,0,0,0
53,35,92801,53035092801,4311,1675,W,11998611,11770222,53,35,92801,53035092801,4311,1675,W,11998611,11770222,11998611,11770222,100,100,100,100,4311,100,100,1675,100,100
53,35,92802,53035092802,4395,1652,P,30885674,26561860,53,35,92802,53035092802,4395,1652,W,28439257,26561860,28439257,26561860,92.08,100,100,100,4395,100,100,1652,100,100
53,35,92802,53035092802,4395,1652,P,30885674,26561860,53,35,990100,53035990100,0,0,P,281582622,0,2446417,0,7.92,0,0.87,0,0,0,0,0,0,0
53,35,92803,53035092803,2797,1148,P,20101066,18111454,53,35,92803,53035092803,2788,1146,W,18821556,18096707,18821556,18096707,93.63,99.92,100,100,2788,99.68,100,1146,99.83,100
53,35,92803,53035092803,2797,1148,P,20101066,18111454,53,35,990100,53035990100,0,0,P,281582622,0,1264763,0,6.29,0,0.45,0,0,0,0,0,0,0
53,35,92803,53035092803,2797,1148,P,20101066,18111454,53,53,72505,53053072505,6904,2900,P,21664276,21660801,14747,14747,0.07,0.08,0.07,0.07,9,0.32,0.13,2,0.17,0.07
53,35,92901,53035092901,5645,2298,W,71432288,70851466,53,35,92901,53035092901,5645,2298,W,71432288,70851466,71432288,70851466,100,100,100,100,5645,100,100,2298,100,100
53,35,92902,53035092902,5422,2034,W,27833747,27436070,53,35,92902,53035092902,5422,2034,W,27833747,27436070,27833747,27436070,100,100,100,100,5422,100,100,2034,100,100
53,37,975100,53037975100,6339,6116,P,1818310565,1765438031,53,33,32702,53033032702,6545,2796,P,523462950,510945718,682,682,0,0,0,0,0,0,0,0,0,0
53,37,975100,53037975100,6339,6116,P,1818310565,1765438031,53,37,975100,53037975100,6339,6116,W,1818309883,1765437349,1818309883,1765437349,100,100,100,100,6339,100,100,6116,100,100
53,37,975200,53037975200,5238,3228,P,1543499320,1540997166,53,37,975200,53037975200,5238,3228,W,1543477880,1540975726,1543477880,1540975726,100,100,100,100,5238,100,100,3228,100,100
53,37,975200,53037975200,5238,3228,P,1543499320,1540997166,53,77,3001,53077003001,4584,2683,P,3038726190,3018735710,21440,21440,0,0,0,0,0,0,0,0,0,0
53,37,975300,53037975300,4359,1926,W,1548907732,1536056328,53,37,975300,53037975300,4359,1926,W,1548907732,1536056328,1548907732,1536056328,100,100,100,100,4359,100,100,1926,100,100
53,37,975401,53037975401,7501,2590,W,6369832,6369832,53,37,975401,53037975401,7501,2590,W,6369832,6369832,6369832,6369832,100,100,100,100,7501,100,100,2590,100,100
53,37,975402,53037975402,4855,2541,W,14279211,14180754,53,37,975402,53037975402,4855,2541,W,14279211,14180754,14279211,14180754,100,100,100,100,4855,100,100,2541,100,100
53,37,975500,53037975500,5753,2559,W,16364286,16154435,53,37,975500,53037975500,5753,2559,W,16364286,16154435,16364286,16154435,100,100,100,100,5753,100,100,2559,100,100
53,37,975600,53037975600,2615,1158,W,8444850,8115613,53,37,975600,53037975600,2615,1158,W,8444850,8115613,8444850,8115613,100,100,100,100,2615,100,100,1158,100,100
53,37,975700,53037975700,4255,1782,W,1086120602,1062613897,53,37,975700,53037975700,4255,1782,W,1086120602,1062613897,1086120602,1062613897,100,100,100,100,4255,100,100,1782,100,100
53,39,950100,53039950100,8325,4111,P,3362284547,3308218505,53,5,11600,53005011600,931,377,P,1637922636,1547146204,45429,45429,0,0,0,0,0,0,0,0,0,0
53,39,950100,53039950100,8325,4111,P,3362284547,3308218505,53,39,950100,53039950100,8325,4111,W,3362239118,3308173076,3362239118,3308173076,100,100,100,100,8325,100,100,4111,100,100
53,39,950200,53039950200,4224,2123,W,929645366,906393322,53,39,950200,53039950200,4224,2123,W,929645366,906393322,929645366,906393322,100,100,100,100,4224,100,100,2123,100,100
53,39,950300,53039950300,7769,3552,W,639858124,632112830,53,39,950300,53039950300,7769,3552,W,639858124,632112830,639858124,632112830,100,100,100,100,7769,100,100,3552,100,100
53,41,970100,53041970100,3379,1349,P,451592455,450881710,53,27,700,53027000700,4538,1898,P,985304029,980911677,688,688,0,0,0,0,0,0,0,0,0,0
53,41,970100,53041970100,3379,1349,P,451592455,450881710,53,41,970100,53041970100,3379,1349,P,450943919,450232173,450710126,449999381,99.8,99.8,99.95,99.95,3379,100,100,1349,100,100
53,41,970100,53041970100,3379,1349,P,451592455,450881710,53,49,950200,53049950200,4267,1944,P,416715233,401944061,684374,684374,0.15,0.15,0.16,0.17,0,0,0,0,0,0
53,41,970100,53041970100,3379,1349,P,451592455,450881710,53,49,950400,53049950400,3921,1962,P,1616757436,1501875270,11645,11645,0,0,0,0,0,0,0,0,0,0
53,41,970100,53041970100,3379,1349,P,451592455,450881710,53,67,12720,53067012720,6400,2389,P,79095490,77580680,185622,185622,0.04,0.04,0.23,0.24,0,0,0,0,0,0
53,41,970200,53041970200,3248,1526,W,35449457,34112575,53,41,970200,53041970200,3248,1526,W,35449457,34112575,35449457,34112575,100,100,100,100,3248,100,100,1526,100,100
53,41,970300,53041970300,4973,2264,P,15300805,15014147,53,41,970300,53041970300,4973,2264,P,15305526,15018868,15300725,15014067,100,100,99.97,99.97,4973,100,100,2264,100,100
53,41,970300,53041970300,4973,2264,P,15300805,15014147,53,67,12720,53067012720,6400,2389,P,79095490,77580680,80,80,0,0,0,0,0,0,0,0,0,0
53,41,970400,53041970400,5703,2297,P,36026127,35803776,53,41,970400,53041970400,5703,2297,W,36024228,35802085,36024228,35802085,99.99,100,100,100,5703,100,100,2297,100,100
53,41,970400,53041970400,5703,2297,P,36026127,35803776,53,67,12620,53067012620,4519,1907,P,156215414,153939322,354,354,0,0,0,0,0,0,0,0,0,0
53,41,970400,53041970400,5703,2297,P,36026127,35803776,53,67,12710,53067012710,2246,867,P,41626362,41530313,1325,1117,0,0,0,0,0,0,0,0,0,0
53,41,970400,53041970400,5703,2297,P,36026127,35803776,53,67,12720,53067012720,6400,2389,P,79095490,77580680,220,220,0,0,0,0,0,0,0,0,0,0
53,41,970500,53041970500,2099,893,W,2532215,2348771,53,41,970500,53041970500,2099,893,W,2532215,2348771,2532215,2348771,100,100,100,100,2099,100,100,893,100,100
53,41,970600,53041970600,2005,890,W,1249160,1168652,53,41,970600,53041970600,2005,890,W,1249160,1168652,1249160,1168652,100,100,100,100,2005,100,100,890,100,100
53,41,970700,53041970700,4184,1768,W,12839986,12839986,53,41,970700,53041970700,4184,1768,W,12839986,12839986,12839986,12839986,100,100,100,100,4184,100,100,1768,100,100
53,41,970800,53041970800,4109,1798,W,37831565,37781225,53,41,970800,53041970800,4109,1798,W,37831565,37781225,37831565,37781225,100,100,100,100,4109,100,100,1798,100,100
53,41,970900,53041970900,1799,727,W,1870161,1867276,53,41,970900,53041970900,1799,727,W,1870161,1867276,1870161,1867276,100,100,100,100,1799,100,100,727,100,100
53,41,971000,53041971000,2949,1226,W,9932392,9661571,53,41,971000,53041971000,2949,1226,W,9932392,9661571,9932392,9661571,100,100,100,100,2949,100,100,1226,100,100
53,41,971100,53041971100,3819,1540,P,353197456,352152836,53,41,971100,53041971100,3819,1540,W,353197228,352152608,353197228,352152608,100,100,100,100,3819,100,100,1540,100,100
53,41,971100,53041971100,3819,1540,P,353197456,352152836,53,67,12520,53067012520,7154,3002,P,258342441,253151341,185,185,0,0,0,0,0,0,0,0,0,0
53,41,971100,53041971100,3819,1540,P,353197456,352152836,53,67,12620,53067012620,4519,1907,P,156215414,153939322,43,43,0,0,0,0,0,0,0,0,0,0
53,41,971200,53041971200,3303,1462,W,145098688,142674531,53,41,971200,53041971200,3303,1462,W,145098688,142674531,145098688,142674531,100,100,100,100,3303,100,100,1462,100,100
53,41,971300,53041971300,5571,2215,W,106700712,106700712,53,41,971300,53041971300,5571,2215,W,106700712,106700712,106700712,106700712,100,100,100,100,5571,100,100,2215,100,100
53,41,971400,53041971400,2608,1051,W,55187531,54798315,53,41,971400,53041971400,2608,1051,W,55187531,54798315,55187531,54798315,100,100,100,100,2608,100,100,1051,100,100
53,41,971500,53041971500,7092,2884,P,708244980,706521510,53,15,2001,53015002001,3609,1581,P,229200963,227567464,212302,212302,0.03,0.03,0.09,0.09,0,0,0,0,0,0
53,41,971500,53041971500,7092,2884,P,708244980,706521510,53,41,971500,53041971500,7092,2884,P,708739853,707016383,707970106,706246636,99.96,99.96,99.89,99.89,7092,100,100,2884,100,100
53,41,971500,53041971500,7092,2884,P,708244980,706521510,53,49,950400,53049950400,3921,1962,P,1616757436,1501875270,62572,62572,0.01,0.01,0,0,0,0,0,0,0,0
53,41,971600,53041971600,3947,1657,P,183414161,182529235,53,15,2001,53015002001,3609,1581,P,229200963,227567464,85297,85297,0.05,0.05,0.04,0.04,2,0.05,0.06,1,0.06,0.06
53,41,971600,53041971600,3947,1657,P,183414161,182529235,53,41,971600,53041971600,3945,1656,P,183433379,182548453,183328864,182443938,99.95,99.95,99.94,99.94,3945,99.95,100,1656,99.94,100
53,41,971700,53041971700,4652,2307,P,696039428,667670953,53,15,1800,53015001800,1689,748,P,1155947814,1149791052,734,734,0,0,0,0,0,0,0,0,0,0
53,41,971700,53041971700,4652,2307,P,696039428,667670953,53,41,971700,53041971700,4652,2307,P,696039117,667670642,696038694,667670219,100,100,100,100,4652,100,100,2307,100,100
53,41,971800,53041971800,4175,2183,P,1125558217,1118993894,53,41,971800,53041971800,4175,2183,P,1125648703,1119123409,1125483237,1118958207,99.99,100,99.99,99.99,4175,100,100,2183,100,100
53,41,971800,53041971800,4175,2183,P,1125558217,1118993894,53,41,972000,53041972000,2911,2589,P,1764134405,1750057153,1258,1258,0,0,0,0,0,0,0,0,0,0
53,41,971800,53041971800,4175,2183,P,1125558217,1118993894,53,53,73200,53053073200,6220,2951,P,559620139,547849892,148,0,0,0,0,0,0,0,0,0,0,0
53,41,971800,53041971800,4175,2183,P,1125558217,1118993894,53,67,12510,53067012510,3233,1424,P,147396408,140530311,73574,34429,0.01,0,0.05,0.02,0,0,0,0,0,0
53,41,971900,53041971900,2931,1425,P,567716145,539662055,53,15,1800,53015001800,1689,748,P,1155947814,1149791052,93,93,0,0,0,0,0,0,0,0,0,0
53,41,971900,53041971900,2931,1425,P,567716145,539662055,53,41,971900,53041971900,2931,1425,W,567708165,539654075,567708165,539654075,100,100,100,100,2931,100,100,1425,100,100
53,41,971900,53041971900,2931,1425,P,567716145,539662055,53,59,950100,53059950100,98,472,P,3599134995,3564291635,7887,7887,0,0,0,0,0,0,0,0,0,0
53,41,972000,53041972000,2911,2589,P,1763713483,1749636449,53,41,972000,53041972000,2911,2589,P,1764134405,1750057153,1763653439,1749576405,100,100,99.97,99.97,2911,100,100,2589,100,100
53,41,972000,53041972000,2911,2589,P,1763713483,1749636449,53,59,950100,53059950100,98,472,P,3599134995,3564291635,3168,3168,0,0,0,0,0,0,0,0,0,0
53,41,972000,53041972000,2911,2589,P,1763713483,1749636449,53,77,3001,53077003001,4584,2683,P,3038726190,3018735710,56876,56876,0,0,0,0,0,0,0,0,0,0
53,43,960100,53043960100,1743,754,W,4942288,4942288,53,43,960100,53043960100,1743,754,W,4942288,4942288,4942288,4942288,100,100,100,100,1743,100,100,754,100,100
53,43,960200,53043960200,3115,1862,W,1431204076,1409942210,53,43,960200,53043960200,3115,1862,W,1431204076,1409942210,1431204076,1409942210,100,100,100,100,3115,100,100,1862,100,100
53,43,960300,53043960300,2714,1608,W,1951057151,1910488436,53,43,960300,53043960300,2714,1608,W,1951057151,1910488436,1951057151,1910488436,100,100,100,100,2714,100,100,1608,100,100
53,43,960400,53043960400,2998,1552,W,2671692637,2658779021,53,43,960400,53043960400,2998,1552,W,2671692637,2658779021,2671692637,2658779021,100,100,100,100,2998,100,100,1552,100,100
53,45,960100,53045960100,724,1115,W,941890455,923361901,53,45,960100,53045960100,724,1115,P,942022201,923493647,941890455,923361901,100,100,99.99,99.99,724,100,100,1115,100,100
53,45,960200,53045960200,5743,4194,W,635542289,588600364,53,45,960200,53045960200,5743,4194,P,635548006,588605184,635542289,588600364,100,100,100,100,5743,100,100,4194,100,100
53,45,960300,53045960300,6144,3853,W,273148820,228338822,53,45,960300,53045960300,6144,3853,P,273153093,228343095,273148820,228338822,100,100,100,100,6144,100,100,3853,100,100
53,45,960400,53045960400,8817,4491,W,141776606,119793732,53,45,960400,53045960400,8817,4491,W,141776606,119793732,141776606,119793732,100,100,100,100,8817,100,100,4491,100,100
53,45,960500,53045960500,4888,3042,W,143930266,124897518,53,45,960500,53045960500,4888,3042,W,143930266,124897518,143930266,124897518,100,100,100,100,4888,100,100,3042,100,100
53,45,960600,53045960600,5429,1438,W,50907433,50194550,53,45,960600,53045960600,5429,1438,W,50907433,50194550,50907433,50194550,100,100,100,100,5429,100,100,1438,100,100
53,45,960700,53045960700,1754,621,W,1936148,1936148,53,45,960700,53045960700,1754,621,W,1936148,1936148,1936148,1936148,100,100,100,100,1754,100,100,621,100,100
53,45,960800,53045960800,4014,1725,W,15129660,13562644,53,45,960800,53045960800,4014,1725,W,15129660,13562644,15129660,13562644,100,100,100,100,4014,100,100,1725,100,100
53,45,960900,53045960900,4794,1845,W,5661743,5661743,53,45,960900,53045960900,4794,1845,W,5661743,5661743,5661743,5661743,100,100,100,100,4794,100,100,1845,100,100
53,45,961000,53045961000,4852,2123,W,69178805,58621333,53,45,961000,53045961000,4852,2123,W,69178805,58621333,69178805,58621333,100,100,100,100,4852,100,100,2123,100,100
53,45,961100,53045961100,5791,3878,W,162344886,105808568,53,45,961100,53045961100,5791,3878,W,162344886,105808568,162344886,105808568,100,100,100,100,5791,100,100,3878,100,100
53,45,961200,53045961200,3743,2388,W,73516082,65367568,53,45,961200,53045961200,3743,2388,W,73516082,65367568,73516082,65367568,100,100,100,100,3743,100,100,2388,100,100
53,45,961300,53045961300,3276,1513,W,185193579,177337298,53,45,961300,53045961300,3276,1513,W,185193579,177337298,185193579,177337298,100,100,100,100,3276,100,100,1513,100,100
