Name,bg_id,tract_id,neighborhood,Year,Population,Population Density,Percent Families,Per Capita Household Income,Mean Household Income,Median Household Income,Ratio Mean over Median Income,perc_household_income_200k+,perc_household_income_150-200k,perc_household_income_125-150k,perc_household_income_100-125k,perc_household_income_75-100k,perc_household_income_50-75k,perc_household_income_35-50k,perc_household_income_25-35k,perc_household_income_15-25k,perc_households_income_under_15k,Percent White Non-Hispanic,Percent White Non-Hispanic Households,Percent Vacant Units,Percent Renter Occupied,perc_homes_over_1000000,perc_homes_750-1000k,perc_homes_500-$750k,perc_homes_400-500k,perc_homes_300-400k,perc_homes_250-300k,perc_homes_200-250k,perc_homes_175-200k,perc_homes_150-175k,perc_homes_125-150k,perc_homes_100-125k,perc_homes_80-100k,Median Home Value,Median Rent,Percent Rent 250-499,Percent Rent 500-749,Percent Rent 750-999,Percent Rent 1000-1249,Percent Rent 1250-1499,Percent Rent 1500-1999,Percent Rent 2000+,Percent In Structure 3-4 Units,Percent in Structures w 5+ Units,Housing Units,Median Year Moved In,Percent Moved in 1990-1999,Percent Moved in 1980-1989,Percent Moved in 1970-1979,Percent Unemployed,"Percent Families, Married w Children Under 18",Percent Non-Married Families,Percent Household 3+ Vehicles,Percent Public Transportation to Work,Percent Bachelors Degree
BG0103003,530330103003,5303301030,Brighton,2013,1326,10406.5,82.1267,19669,41279.62963,30600.0,1.349007504,0.2469,2.716,1.7284,3.2099,8.8889,12.8395,12.3457,18.2716,9.6296,30.1235,12.368,21.4815,4.2553,59.5062,0.0,0.0,0.0,0.0,65.2439,9.1463,0.0,0.0,0.0,0.0,25.6098,0.0,323364.0,829.0,4.1494,26.1411,54.7718,0.0,9.9585,0.0,0.0,0.0,69.5036,423,2003,14.5679,9.8765,0.0,15.445,30.2632,44.7368,18.5185,17.4923,6.4073
BG0103004,530330103004,5303301030,Columbia City,2013,1187,8892.3,72.5358,25503,61058.87949,47300.0,1.290885401,0.6342,5.2854,6.5539,8.2452,14.3763,13.1078,10.3594,15.222000000000001,9.3023,16.9133,26.706,34.0381,9.5602,51.3742,0.0,0.0,0.0,26.9565,28.6957,44.3478,0.0,0.0,0.0,0.0,0.0,0.0,319697.0,974.0,2.4691,8.642000000000001,16.0494,31.6872,0.0,7.4074,0.0,8.7954,35.5641,523,2004,15.4334,18.1818,0.0,16.485,24.031,38.3721,18.6046,15.0082,33.0617
BG0103005,530330103005,5303301030,Columbia City,2013,1417,9940.2,57.5865,29714,57130.61057999999,45855.0,1.245897079,2.4423,2.5780000000000003,6.2415,7.327000000000001,8.6839,19.9457,10.1764,8.8195,7.1913,26.5943,36.3444,39.213,10.0122,71.9132,0.0,0.0,15.4589,46.8599,29.9517,0.0,7.7295,0.0,0.0,0.0,0.0,0.0,426531.0,819.0,0.0,38.1132,28.1132,0.0,10.3774,19.2453,0.0,4.6398,41.1477,819,2003,16.4179,17.7748,0.0,16.7213,26.3736,39.9267,19.1316,29.9213,42.6111
BG0104011,530330104011,5303301040,Columbia City,2013,1244,7027.9,84.0836,28046,80277.93968,64939.0,1.236205357,4.6404,7.1926,6.9606,10.9049,12.761,18.7935,19.0255,8.8167,2.0882,8.8167,22.7492,28.0742,4.4346,29.4664,5.2632,0.0,13.8158,22.3684,27.3026,6.9079,11.5132,12.8289,0.0,0.0,0.0,0.0,368675.0,1445.0,12.5984,0.0,0.0,12.5984,31.4961,43.3071,0.0,0.0,0.0,451,1997,29.4664,9.7448,4.1763,7.8078,31.0,34.0,30.8585,6.5147,27.551
BG0104012,530330104012,5303301040,Columbia City,2013,1870,7649.1,85.0267,22038,65141.34775,59884.0,1.087792194,0.6656,3.6606,5.3245,10.9817,16.4725,21.2978,14.6423,8.1531,4.4925,14.3095,13.1551,18.1364,4.2994,23.7937,0.0,0.0,24.0175,38.2096,19.4323,14.4105,3.9301,0.0,0.0,0.0,0.0,0.0,432000.0,847.0,26.5734,9.0909,37.0629,9.7902,0.0,17.4825,0.0,3.3439,7.9618,628,2003,27.787,3.4942,5.6572,6.2687,30.7339,31.6514,30.6156,15.8174,28.1825
BG0104013,530330104013,5303301040,Columbia City,2013,1517,7480.6,87.67299999999999,23240,76585.59367999999,53571.0,1.429609186,4.9661,7.9007,5.6433,6.3205,10.3837,17.1558,14.6727,11.2867,8.8036,12.8668,12.4588,16.0271,5.5437,27.5395,0.0,0.0,6.2305,23.053,32.0872,14.9533,9.0343,0.0,4.3614,0.0,0.0,2.648,335577.0,1316.0,0.0,18.0328,13.9344,0.0,40.1639,13.1148,0.0,0.0,0.0,469,2000,19.4131,7.4492,5.6433,7.335,30.1449,32.1739,30.9255,17.0185,27.6217
BG0104021,530330104021,5303301040,Beacon Hill,2013,1257,4773.5,84.2482,30109,88761.03632,56183.0,1.579855763,9.6852,2.6634,6.7797,5.0847,8.9588,22.276,12.5908,6.0533,11.8644,14.0436,15.9905,26.6344,10.2174,32.9298,0.0,0.0,38.9892,39.3502,14.4404,0.0,0.0,7.2202,0.0,0.0,0.0,0.0,471818.0,881.0,0.0,19.1176,47.7941,21.3235,0.0,5.8824,0.0,0.0,21.7391,460,2003,11.8644,0.0,13.5593,4.5723,32.1168,33.5766,23.4867,5.7187,33.7156
BG0104022,530330104022,5303301040,North Beacon Hill,2013,1367,7654.9,85.3694,27788,82435.26786,76724.0,1.074439131,1.1161,8.2589,13.6161,14.9554,12.9464,16.5179,11.1607,8.2589,6.9196,6.25,20.3365,29.2411,4.6809,26.3393,3.9394,0.0,1.8182,17.2727,41.5152,13.3333,13.3333,8.7879,0.0,0.0,0.0,0.0,335036.0,1621.0,0.0,12.7119,0.0,0.0,16.1017,55.0847,0.0,0.0,0.0,470,1996,28.5714,14.0625,5.5804,4.3536,28.75,25.625,23.6607,23.4483,52.8747
BG0104023,530330104023,5303301040,North Beacon Hill,2013,997,8551.0,84.1525,22590,67634.38437999999,61047.0,1.107906767,0.0,3.3033,9.009,14.7147,15.9159,12.6126,12.012,15.9159,7.5075,9.009,18.2548,25.8258,4.8571,35.1351,0.0,0.0,13.4259,9.7222,70.3704,6.4815,0.0,0.0,0.0,0.0,0.0,0.0,361842.0,1024.0,0.0,18.8034,15.3846,25.641,26.4957,0.0,0.0,0.0,4.5714,350,1998,12.6126,27.026999999999997,3.6036,3.8664,29.0043,32.0346,23.4234,10.6033,20.6799
BG0104024,530330104024,5303301040,Beacon Hill,2013,1281,9415.2,81.4208,33375,93715.44443999999,89865.0,1.042846986,0.4444,8.8889,21.3333,12.6667,16.4444,23.5556,8.2222,3.7778,4.0,0.6667,27.8689,34.8889,6.8323,32.2222,0.0,2.9508,0.9836,22.2951,39.3443,15.7377,5.9016,0.0,5.5738,0.0,0.0,0.0,339669.0,625.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483,1998,43.1111,1.5556,0.0,4.1096,33.3333,27.1478,23.3333,13.7143,46.1371
BG0105001,530330105001,5303301050,Fairmount Park,2013,1053,9753.7,31.8139,53554,79833.58778999999,70149.0,1.138057389,8.5878,1.145,7.0611,15.458,15.2672,12.7863,9.7328,11.2595,3.0534,15.6489,83.1909,85.3053,8.2312,75.7634,0.0,0.0,12.5984,18.1102,9.4488,29.1339,10.2362,20.4724,0.0,0.0,0.0,0.0,282895.0,1035.0,4.0302,11.335,19.8992,16.1209,0.0,23.6776,0.0,26.62,32.3992,571,2003,2.4809,11.0687,0.0,6.8389,17.2932,38.3459,10.8779,28.2219,47.1398
BG0105002,530330105002,5303301050,Seaview,2013,1295,8728.6,67.6448,56512,117657.8778,82258.0,1.430351793,14.9518,11.5756,6.9132,9.4855,9.9678,18.8103,3.6977,8.1994,9.164,7.2347,74.8263,79.7428,5.6146,43.0868,0.0,3.9548,7.0621,50.565,16.3842,5.9322,16.1017,0.0,0.0,0.0,0.0,0.0,422905.0,951.0,4.1045,7.4627,47.7612,11.5672,9.3284,19.7761,0.0,18.9681,15.1745,659,2003,11.0932,5.1447,3.3762,7.1135,33.0159,20.3175,11.2541,10.0147,61.2648
BG0105003,530330105003,5303301050,Seaview,2013,1178,8070.4,78.5229,47594,114887.9672,106250.0,1.081298515,12.9098,14.959000000000001,9.2213,17.2131,4.3033,18.2377,5.9426,2.459,3.8934,10.8607,83.7012,89.959,3.937,23.1557,0.0,8.0,30.1333,19.4667,31.2,0.0,0.8,4.5333,0.0,0.0,0.0,0.0,439189.0,984.0,18.5841,8.8496,14.1593,0.0,25.6637,14.1593,0.0,0.0,5.315,508,2002,19.0574,6.9672,6.1475,6.9182,37.8205,18.5897,11.0656,11.4865,57.1754
BG0105004,530330105004,5303301050,Seaview,2013,1608,12845.3,44.9005,49411,80174.62159,68035.0,1.178432007,6.2563,7.3663,6.3572,10.0908,14.329,20.1816,7.9717,7.3663,4.6418,15.439,75.4975,77.6993,6.6855,74.672,0.0,0.0,23.9044,17.1315,11.1554,26.2948,21.5139,0.0,0.0,0.0,0.0,0.0,320690.0,1139.0,5.2703,9.7297,17.2973,18.5135,32.1622,8.6486,0.0,1.6949,62.3353,1062,2003,6.2563,0.0,1.2109,6.9347,18.8811,31.4685,11.4026,17.7106,44.6508
BG0105005,530330105005,5303301050,Seaview,2013,1432,10543.0,58.3101,35784,64133.66707999999,56958.0,1.125981725,2.8786,1.3767,4.8811,5.5069,16.2703,26.408,19.1489,5.1314,7.1339,11.2641,78.4218,81.2265,6.3306,44.806000000000004,0.0,11.1111,4.9887,21.0884,35.3741,16.0998,4.9887,0.0,0.0,0.0,0.0,0.0,363694.0,1010.0,9.4972,12.2905,27.6536,13.4078,12.5698,24.581,0.0,0.0,57.6788,853,2004,10.5131,5.2566,0.0,7.167999999999999,26.9481,18.1818,11.2641,1.6456,36.7399
BG0106001,530330106001,5303301060,Fairmount Park,2013,1512,6948.8,75.1984,53981,122735.6842,117901.0,1.041006304,21.6541,12.3308,12.6316,12.0301,5.1128,12.6316,6.1654,9.1729,1.9549,6.3158,77.5794,83.9098,4.454,20.9023,0.0,11.7871,33.0798,27.9468,23.0038,4.1825,0.0,0.0,0.0,0.0,0.0,0.0,481633.0,700.0,38.8489,13.6691,0.0,26.6187,0.0,20.8633,0.0,0.0,10.4885,696,2002,16.6917,11.7293,2.406,4.5786,31.9307,19.0594,13.5339,5.5616,52.4548
BG0106002,530330106002,5303301060,Seaview,2013,1100,11684.0,60.9091,47968,91287.69204,68224.0,1.338058338,6.0554,2.2491,2.0761,12.1107,22.4913,18.5121,11.4187,8.1315,6.5744,10.3806,71.7273,76.9896,5.2459,56.2284,0.0,0.0,10.2767,30.0395,59.6838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383553.0,882.0,0.0,25.5385,20.6154,40.3077,0.0,0.0,0.0,10.1639,41.6393,610,2003,10.2076,3.9792,0.0,4.4474,20.7843,29.4118,13.3218,22.0028,52.8555
BG0106003,530330106003,5303301060,Seaview,2013,1615,10926.3,56.903999999999996,48953,89231.09594,59568.0,1.497970319,6.2077,1.9187,2.2573,6.3205,16.3657,27.4266,14.1084,4.9661,3.9503,16.4786,73.4985,73.5892,7.6121,53.4989,0.0,8.9806,25.4854,17.233,21.1165,15.7767,6.3107,0.0,0.0,0.0,0.0,0.0,409859.0,1030.0,8.8608,17.7215,13.2911,42.61600000000001,6.3291,2.7426,3.3755,2.0855,62.878,959,2003,15.8014,10.8352,4.0632,4.4762,30.6061,23.9394,13.544,26.9192,40.0474
BG0106004,530330106004,5303301060,Seaview,2013,947,6997.0,69.6938,56824,116131.3485,88542.0,1.311596175,16.2338,15.368,3.8961,7.3593,15.5844,19.697,9.7403,12.1212,0.0,0.0,82.2598,87.4459,5.7143,35.7143,0.0,3.7037,36.7003,25.9259,21.8855,11.7845,0.0,0.0,0.0,0.0,0.0,0.0,462821.0,1162.0,0.0,13.9394,10.9091,38.7879,36.3636,0.0,0.0,0.0,23.6734,490,2003,25.5411,3.2468,9.5238,4.3046,28.9796,21.6327,13.2035,13.4948,59.6282
BG0106005,530330106005,5303301060,Seaview,2013,1524,4869.0,78.2808,58742,131844.3594,125641.0,1.049373687,21.6495,11.6348,17.0839,20.324,4.4183,8.1001,6.6274,2.7982,2.3564,5.0074,83.9895,89.5434,5.1676,16.9367,32.4468,11.8794,24.8227,11.5248,14.539000000000001,0.0,4.7872,0.0,0.0,0.0,0.0,0.0,692857.0,1810.0,0.0,0.0,0.0,11.3043,16.5217,35.6522,36.5217,0.0,0.0,716,1995,15.4639,21.7968,15.1694,4.5175,31.0748,11.4486,13.4021,21.2903,50.7563
BG0106006,530330106006,5303301060,Seaview,2013,915,9757.3,61.3115,42521,80887.31809,82639.0,0.978803205,2.4948,8.1081,8.316,15.5925,22.2453,12.2661,2.079,2.4948,14.9688,11.4345,78.9071,81.7048,5.315,47.817,0.0,0.0,18.3267,17.5299,57.7689,6.3745,0.0,0.0,0.0,0.0,0.0,0.0,375342.0,913.0,7.3913,5.6522,56.5217,10.0,0.0,20.4348,0.0,0.0,22.0473,508,2003,12.6819,7.6923,0.0,4.065,27.2727,20.0957,13.3056,21.3559,49.0765
BG0107011,530330107011,5303301070,North Delridge,2013,2276,6218.1,82.8647,17932,51531.376260000005,32536.0,1.583826416,1.2626,5.8081,3.6616,5.303,7.702000000000001,16.2879,7.8283,8.7121,15.9091,27.5253,28.2513,37.7525,7.6923,60.7323,0.0,0.0,0.0,9.9678,45.6592,27.6527,10.6109,6.1093,0.0,0.0,0.0,0.0,312587.0,487.0,23.4927,15.8004,25.7796,0.0,0.0,6.4449,0.0,5.9441,33.2168,858,2003,14.0152,7.702000000000001,2.2727,11.8985,28.0443,46.678999999999995,9.0909,12.3138,8.5438
BG0107012,530330107012,5303301070,South Delridge,2013,1296,6649.6,64.3519,37857,84492.74193999999,97143.0,0.869776947,2.1505,10.2151,10.9319,25.2688,12.5448,1.4337,3.2258,8.4229,9.4982,16.3082,50.6944,56.4516,8.2237,48.3871,0.0,0.0,0.0,27.4306,43.75,22.2222,6.5972,0.0,0.0,0.0,0.0,0.0,348413.0,849.0,12.963,11.8519,42.2222,24.4444,0.0,0.0,0.0,0.0,29.4408,608,2003,11.828,0.8961,4.1219,11.6477,24.4681,39.3617,9.1398,24.9196,50.8215
BG0107021,530330107021,5303301070,North Delridge,2013,1204,10300.2,74.4186,44812,113109.3208,84036.0,1.345962692,13.4172,8.5954,12.5786,4.4025,17.1908,16.9811,11.3208,3.7736,6.7086,5.0314,50.0,60.7966,5.169,32.4948,0.0,0.0,14.2857,9.0062,46.5839,30.1242,0.0,0.0,0.0,0.0,0.0,0.0,342667.0,1425.0,8.3871,11.6129,0.0,0.0,18.7097,40.0,0.0,10.1392,20.6759,503,2003,10.2725,12.369000000000002,1.4675,14.8148,30.0353,33.9223,10.6918,1.5652,47.2924
BG0107022,530330107022,5303301070,High Point,2013,1465,18246.8,89.8294,18581,58242.02141,25909.0,2.247945556,9.636000000000001,3.2119999999999997,0.4283,3.2119999999999997,10.4925,10.7066,5.9957,6.8522,10.7066,38.758,14.3345,21.6274,2.7083,82.4411,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450000.0,443.0,20.2597,11.4286,15.8442,18.1818,0.0,0.0,0.0,0.0,30.2084,480,2002,0.0,0.0,0.0,14.918,33.2362,55.102,10.7067,2.6975,38.2948
BG0107023,530330107023,5303301070,High Point,2013,1155,10916.7,78.8745,21576,54048.67841,31923.0,1.693095211,5.0661,3.5242,3.5242,4.185,9.4714,9.4714,12.1145,8.5903,21.5859,22.467,25.974,38.326,6.3918,78.6344,0.0,0.0,0.0,26.8041,0.0,21.6495,37.1134,0.0,0.0,0.0,0.0,0.0,247297.0,701.0,10.9244,12.605,26.3305,16.8067,0.0,2.2409,2.2409,0.0,47.4227,485,2003,11.0132,3.9648,0.0,14.3123,35.1779,45.0593,10.7929,26.4642,36.9775
BG0108001,530330108001,5303301080,White Center,2013,1434,1367.9,79.7071,33307,88837.03357999999,73571.0,1.207500694,7.2761,3.7313,4.6642,12.1269,21.0821,19.5896,15.2985,9.3284,3.1716,3.7313,51.8131,64.1791,2.5455,29.291,0.0,1.0554,3.6939,24.2744,27.4406,20.8443,11.8734,2.1108,5.5409,3.1662,0.0,0.0,323810.0,975.0,10.828,10.828,31.2102,26.1146,0.0,14.0127,7.0064,0.0,4.7273,550,1999,22.2015,10.4478,9.8881,11.1236,30.6122,29.4461,30.4105,12.263,31.5
BG0108002,530330108002,5303301080,South Delridge,2013,1383,5198.5,83.8756,37561,108674.6987,72059.0,1.508134982,7.3222,4.8117,3.7657,10.6695,20.5021,24.8954,13.1799,4.6025,6.2762,3.9749,39.0456,51.8828,4.5908,26.569000000000003,0.0,0.0,3.1339,23.6467,24.5014,29.6296,14.245,2.2792,2.5641,0.0,0.0,0.0,305747.0,1271.0,0.0,0.0,1.5748,44.8819,18.8976,30.7087,0.0,0.0,0.0,501,2001,28.8703,4.3933,8.9958,12.5714,32.0359,34.4311,30.5439,6.9281,23.1931
BG0108003,530330108003,5303301080,North Delridge,2013,2025,7606.3,77.1358,32861,89331.47019,77331.0,1.155183176,5.6911,10.5691,9.2141,10.0271,15.9892,19.3767,9.2141,10.0271,9.6206,0.271,45.5802,55.6911,7.1698,27.9133,0.0,0.0,3.3835,12.782,39.6617,23.6842,14.0977,4.1353,0.0,0.0,0.0,0.0,314692.0,1194.0,3.8835,4.8544,7.767,40.7767,0.0,39.3204,0.0,7.9245,1.1321,795,2004,10.1626,11.2466,2.0325,11.3238,34.6491,32.0175,30.0813,14.5683,32.8777
BG0109001,530330109001,5303301090,Industrial District,2013,766,729.6,55.483000000000004,31364,65642.48634,49032.0,1.338768281,4.3716,0.2732,3.5519,7.377000000000001,17.2131,15.5738,25.4098,16.6667,7.1038,2.459,57.3107,67.7596,5.9126,59.8361,0.0,0.0,0.0,5.4422,55.102,39.4558,0.0,0.0,0.0,0.0,0.0,0.0,319512.0,659.0,21.4612,44.7489,13.6986,0.0,4.5662,15.5251,0.0,2.0566,12.3393,389,2003,7.6503,1.9126,0.0,4.5082,27.6119,31.3433,17.2132,11.1588,23.8579
BG0109002,530330109002,5303301090,Georgetown,2013,588,735.5,34.3537,24005,46141.72535,40345.0,1.143678903,0.3521,2.8169,1.4085,3.1689999999999996,5.6338,16.9014,30.6338,8.4507,18.662,11.9718,69.5578,75.0,10.9718,67.9577,0.0,0.0,0.0,31.8681,17.5824,25.2747,19.7802,0.0,0.0,0.0,0.0,0.0,297917.0,784.0,23.8342,18.6528,56.9948,0.5181,0.0,0.0,0.0,0.9404,28.5267,319,2004,13.0282,8.8028,2.1127,4.0921,23.2877,31.5068,17.2535,24.2667,21.1577
BG0110011,530330110011,5303301100,Beacon Hill,2013,1187,11076.2,84.4145,16306,47497.2818,22857.0,2.078019066,2.4938,0.0,0.0,2.7431,7.2319,16.9576,11.4713,6.2344,13.7157,39.1521,15.5855,20.9476,1.7157,54.8628,0.0,0.0,0.0,6.6298,55.2486,16.5746,6.6298,5.5249,0.0,9.3923,0.0,0.0,321782.0,173.0,26.3636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.6176,408,2002,12.2195,0.0,0.0,19.963,34.4697,39.3939,11.4714,12.933,22.0
BG0110012,530330110012,5303301100,Brighton,2013,1135,9395.5,60.0,22684,43704.85537,27716.0,1.576881778,0.0,6.405,3.5124,5.9917,3.3058,5.1653,13.4298,16.7355,11.5702,33.8843,16.3877,26.6529,11.5174,80.7851,0.0,0.0,21.5054,19.3548,21.5054,35.4839,2.1505,0.0,0.0,0.0,0.0,0.0,357143.0,698.0,12.7877,12.0205,30.6905,0.0,0.0,14.8338,0.0,0.0,57.7696,547,2003,7.8512,2.2727,2.2727,19.6748,36.1446,32.5301,11.1571,6.8826,28.0
BG0110013,530330110013,5303301100,Rainier Valley,2013,2400,12940.9,90.2083,17492,56892.6881,38898.0,1.462612168,1.6416,5.0616,7.1135,6.9767,5.472,10.9439,17.2367,10.9439,11.9015,22.7086,6.2917,9.8495,3.9422,58.5499,0.0,0.0,5.9406,13.5314,60.396,3.3003,3.6304,0.0,0.0,0.0,0.0,2.47525,349457.0,904.0,3.2710000000000004,1.4019,25.9346,0.0,24.7664,13.3178,0.0,11.5637,10.5125,761,2003,9.0287,1.9152,0.0,19.7708,34.9376,36.5419,11.0807,32.619,15.919
BG0110021,530330110021,5303301100,Beacon Hill,2013,1059,2744.1,88.6686,17563,55228.956229999996,41094.0,1.343966424,2.3569,3.367,2.0202,6.0606,9.7643,13.8047,21.2121,19.1919,9.7643,12.4579,8.4986,15.1515,4.8077,27.9461,8.4112,0.0,0.0,20.5607,12.6168,43.9252,14.485999999999999,0.0,0.0,0.0,0.0,0.0,290426.0,1118.0,0.0,6.0241,9.6386,66.2651,1.2048,10.8434,0.0,0.0,5.1282,312,1990,19.1919,15.8249,10.7744,12.7303,33.3333,31.6017,21.8855,38.9635,28.6107
BG0110022,530330110022,5303301100,Beacon Hill,2013,2388,15909.1,94.6817,13778,51731.99686,41047.0,1.260311274,0.1572,2.5157,4.5597,4.4025,8.3333,17.9245,20.283,20.7547,13.3648,7.7044,5.9045,10.0629,2.1538,59.434,0.0,0.0,4.6512,18.9922,34.8837,31.7829,4.6512,0.0,5.0388,0.0,0.0,0.0,324444.0,855.0,11.1111,15.873,39.6825,26.9841,0.0,0.0,0.0,4.4615,4.1538,650,2003,21.2264,1.8868,2.9874,12.0599,40.3346,37.5465,22.3271,26.7267,22.0077
BG0110023,530330110023,5303301100,Beacon Hill,2013,1184,10654.9,87.9223,20054,67071.89266,61890.0,1.083727463,0.2825,2.8249,7.6271,9.322000000000001,17.7966,23.1638,16.3842,10.1695,3.3898,9.0395,10.6419,16.1017,5.8511,27.1186,0.0,0.0,0.0,10.0775,55.4264,31.0078,0.0,0.0,0.0,0.0,0.0,0.0,327972.0,919.0,0.0,16.6667,40.625,0.0,0.0,31.25,0.0,0.0,10.6383,376,1993,11.5819,18.6441,24.2938,12.3932,30.3371,28.0899,22.5989,8.6179,33.255
BG0111011,530330111011,5303301110,Brighton,2013,934,14756.8,70.0214,22112,51375.58458,30000.0,1.712519486,5.2239,0.2488,2.2388,4.2289,4.4776,7.7114,14.9254,21.8905,14.9254,24.1294,11.9914,14.9254,5.1887,79.1045,0.0,0.0,20.2381,15.4762,46.4286,17.8571,0.0,0.0,0.0,0.0,0.0,0.0,369231.0,741.0,24.5283,9.1195,39.6226,10.0629,0.0,0.0,0.0,6.3679,61.085,424,2004,20.1493,2.9851,0.0,8.913,28.1081,42.1622,20.8955,28.6396,12.5369
BG0111012,530330111012,5303301110,Brighton,2013,1165,7669.0,89.1845,27907,90163.29609,58898.0,1.530837993,3.9106,1.3966,9.7765,10.8939,13.4078,16.4804,14.8045,6.1453,3.352,19.8324,9.0987,15.0838,4.5333,40.2235,0.0,0.0,0.0,2.3364,37.8505,25.2336,34.5794,0.0,0.0,0.0,0.0,0.0,280556.0,1286.0,24.3056,0.0,6.9444,10.4167,58.3333,0.0,0.0,9.8667,13.3333,375,2004,0.838,13.1285,2.5140000000000002,9.2982,27.9245,36.6038,20.9497,12.1857,11.352
BG0111013,530330111013,5303301110,Rainier Valley,2013,1172,12764.4,89.3345,16848,57637.168139999994,50676.0,1.137366172,0.885,4.1298,3.5398,7.0796,13.2743,21.5339,9.4395,8.5546,18.2891,13.2743,11.0068,16.8142,6.3536,34.8083,0.0,0.0,0.0,0.905,71.0407,0.0,9.0498,13.5747,0.0,0.0,0.0,0.0,331013.0,1150.0,0.0,42.3729,0.0,12.7119,11.8644,33.0508,0.0,0.0,10.7735,362,2003,9.1445,3.2448,0.0,8.9127,36.7816,35.249,20.649,36.7906,17.1835
BG0111014,530330111014,5303301110,Brighton,2013,1341,9778.5,87.3229,24559,80549.83167999999,58500.0,1.3769202,2.9703,1.7327,7.9208,12.3762,16.8317,12.3762,10.6436,9.6535,8.4158,17.0792,12.2297,17.8218,5.3864,26.7327,0.0,0.0,4.3919,2.7027,35.1351,32.4324,22.2973,0.0,0.0,0.0,0.0,0.0,288021.0,1214.0,8.3333,3.7037,5.5556,6.4815,27.7778,18.5185,0.0,0.0,1.8735,427,2002,8.1683,12.1287,12.3762,9.19,33.5548,34.8837,20.5446,7.7187,23.1511
BG0111021,530330111021,5303301110,Brighton,2013,1266,5103.6,74.0126,62060,167215.0224,144014.0,1.161102548,28.8591,17.4497,15.66,12.9754,9.6197,3.1319999999999997,3.3557,3.5794,1.7897,3.5794,73.7757,72.9306,5.4968,14.094000000000001,14.8438,6.7708,33.3333,11.7188,26.8229,3.3854,3.125,0.0,0.0,0.0,0.0,0.0,537109.0,625.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473,1999,21.4765,12.3043,5.5928,8.5758,30.8869,13.7615,7.83,7.0352,60.6426
BG0111022,530330111022,5303301110,Brighton,2013,1329,12059.5,86.8322,16207,49287.643019999996,39327.0,1.253277469,0.0,0.9153,3.4325,7.7803,12.8146,16.7048,11.6705,13.73,14.8741,18.0778,27.5395,32.0366,6.6239,58.8101,11.1111,9.4444,0.0,25.5556,34.4444,8.3333,11.1111,0.0,0.0,0.0,0.0,0.0,388710.0,619.0,3.1128,78.2101,0.0,0.0,8.9494,0.0,0.0,5.9829,43.8035,468,2003,13.5011,5.9497,7.3227,10.1404,40.5751,25.5591,7.7804,26.0417,21.9858
BG0111023,530330111023,5303301110,Rainier Valley,2013,939,20562.8,84.984,16024,47765.9164,33718.0,1.416629587,0.0,1.2862,6.4309,10.2894,3.8585,12.5402,14.1479,12.2186,16.7203,22.508000000000003,8.4132,11.8971,5.4711,77.492,8.5714,0.0,0.0,10.0,11.4286,42.8571,14.2857,12.8571,0.0,0.0,0.0,0.0,276667.0,638.0,5.3942,80.9129,0.0,12.0332,0.0,0.0,1.6598,0.0,60.7903,329,2004,13.1833,0.0,9.6463,9.9576,33.8235,38.7255,7.3955,26.3529,14.9832
BG0111024,530330111024,5303301110,Brighton,2013,1074,11069.2,83.5196,33788,99420.83836000001,60069.0,1.655110595,7.1233,4.9315,6.5753,10.411,9.3151,19.4521,10.137,9.0411,9.0411,13.9726,32.4022,39.1781,5.4404,38.9041,0.0,0.0,20.6278,18.8341,31.8386,23.7668,4.9327,0.0,0.0,0.0,0.0,0.0,366667.0,639.0,0.0,64.7887,9.1549,0.0,11.9718,0.0,0.0,0.0,19.6891,386,2003,28.2192,6.3014,3.0137,9.3284,29.3173,32.5301,7.6713,14.6091,39.4062
BG0112001,530330112001,5303301120,Highland Park,2013,1448,3174.7,82.1823,27055,82128.826,43036.0,1.908374988,4.6122,5.6604,1.6771,1.8868,7.5472,20.5451,17.4004,13.6268,14.6751,12.369000000000002,29.7652,40.4612,11.0075,39.6226,1.7361,0.0,0.0,4.1667,16.3194,22.9167,25.6944,20.4861,8.6806,0.0,0.0,0.0,240541.0,1019.0,12.1693,8.4656,22.2222,33.8624,17.4603,0.0,0.0,10.0746,16.0447,536,2004,15.7233,10.2725,0.0,12.2156,34.7682,38.4106,19.9161,15.2797,18.6766
BG0112002,530330112002,5303301120,Industrial District,2013,893,2200.0,72.4524,19322,46632.972969999995,41575.0,1.121659001,0.0,0.0,0.0,4.3243,14.8649,19.7297,19.7297,21.0811,8.3784,11.8919,43.1131,55.4054,7.9602,60.0,0.0,0.0,0.0,16.2162,11.4865,19.5946,19.5946,25.0,4.7297,0.0,0.0,1.6892,243103.0,746.0,20.2703,30.1802,37.8378,11.7117,0.0,0.0,0.0,2.9851,15.4229,402,2003,17.8378,8.1081,1.3514,12.7469,29.6296,38.0952,19.7297,24.2798,12.8483
