Name,bg_id,tract_id,neighborhood,Year,Population,Population Density,Percent Families,Per Capita Household Income,Mean Household Income,Median Household Income,Ratio Mean over Median Income,perc_household_income_200k+,perc_household_income_150-200k,perc_household_income_125-150k,perc_household_income_100-125k,perc_household_income_75-100k,perc_household_income_50-75k,perc_household_income_35-50k,perc_household_income_25-35k,perc_household_income_15-25k,perc_households_income_under_15k,Percent White Non-Hispanic,Percent White Non-Hispanic Households,Percent Vacant Units,Percent Renter Occupied,perc_homes_over_1000000,perc_homes_750-1000k,perc_homes_500-$750k,perc_homes_400-500k,perc_homes_300-400k,perc_homes_250-300k,perc_homes_200-250k,perc_homes_175-200k,perc_homes_150-175k,perc_homes_125-150k,perc_homes_100-125k,perc_homes_80-100k,Median Home Value,Median Rent,Percent Rent 250-499,Percent Rent 500-749,Percent Rent 750-999,Percent Rent 1000-1249,Percent Rent 1250-1499,Percent Rent 1500-1999,Percent Rent 2000+,Percent In Structure 3-4 Units,Percent in Structures w 5+ Units,Housing Units,Median Year Moved In,Percent Moved in 1990-1999,Percent Moved in 1980-1989,Percent Moved in 1970-1979,Percent Unemployed,"Percent Families, Married w Children Under 18",Percent Non-Married Families,Percent Household 3+ Vehicles,Percent Public Transportation to Work,Percent Bachelors Degree
BG0106001,530330106001,5303301060,Fairmount Park,2017,1596,7334.8,75.3133,66777,150958.0,162571.0,0.928566596,31.4448,24.7875,8.4986,4.8159,6.5156,7.5071,8.0737,2.6912,1.2748,4.3909,77.2556,84.4193,4.0761,22.238000000000003,0.0,14.0255,33.5155,21.3115,28.2332,2.9144,0.0,0.0,0.0,0.0,0.0,0.0,488136.0,1012.0,32.4841,0.0,16.5605,26.1146,0.0,24.8408,0.0,0.0,6.5217,736,2003,10.9065,8.2153,1.5581,3.7855,31.8605,19.3023,14.4476,10.7104,54.4861
BG0106002,530330106002,5303301060,Seaview,2017,1156,12278.8,61.0727,47079,89073.0,77035.0,1.156266632,5.401,3.1097,12.9296,15.7119,13.9116,13.9116,14.5663,6.5466,5.892,8.0196,70.8478,77.9051,4.8287,58.4288,0.0,0.0,14.9606,25.1969,51.9685,0.0,0.0,0.0,0.0,7.874,0.0,0.0,381061.0,785.0,0.0,31.9328,17.6471,34.7339,0.0,0.0,0.0,2.648,48.2866,642,2003,5.0736,4.419,2.2913,3.8251,20.6642,29.8893,14.4026,24.858,53.3898
BG0106003,530330106003,5303301060,Seaview,2017,1753,11860.0,57.1021,65481,118706.0,76415.0,1.553438461,11.5822,8.4798,4.757,9.7208,16.3392,16.6494,12.6163,2.9989999999999997,3.516,13.3402,72.9606,75.181,6.7502,55.636,0.0,7.9254,19.8135,19.8135,15.8508,17.9487,10.2564,0.0,0.0,3.9627,0.0,0.0,384058.0,1051.0,3.5316,19.145,11.3383,48.513000000000005,7.9926,3.3457,0.0,1.8322,51.2054,1037,2003,9.7208,4.3433,2.3785,3.7823,30.663,24.3094,14.4778,21.9559,60.273999999999994
BG0106004,530330106004,5303301060,Seaview,2017,1011,7469.9,69.8318,61418,125047.0,95492.0,1.309502367,29.0909,8.6869,3.4343,6.6667,12.1212,13.7374,18.5859,7.6768,0.0,0.0,82.2948,88.0808,5.1724,37.7778,0.0,5.5195,38.961,26.6234,22.4026,0.0,0.0,0.0,0.0,6.4935,0.0,0.0,479268.0,1195.0,0.0,6.9519,18.7166,31.016,29.9465,13.369000000000002,0.0,0.0,27.9693,522,2004,16.9697,3.6364,2.8283,3.7954,29.1667,21.9697,14.3435,15.7804,61.3665
BG0106005,530330106005,5303301060,Seaview,2017,1660,5303.5,78.4337,66592,148578.0,146287.0,1.015660995,28.0914,19.8925,13.5753,3.8978,4.9731,7.7957,9.1398,4.9731,3.0914,4.5699,84.1566,89.6505,4.6154,18.1452,39.2447,8.3744,22.1675,9.0312,15.5993,0.0,5.5829,0.0,0.0,0.0,0.0,0.0,722426.0,1535.0,0.0,0.0,23.7037,0.0,23.7037,41.4815,11.1111,0.0,0.0,780,2001,12.6344,11.2903,13.5753,3.7186,31.2102,11.6773,14.3817,20.0418,49.1188
BG0106006,530330106006,5303301060,Seaview,2017,998,10642.4,61.523,49330,93418.0,83654.0,1.116718866,8.7287,11.9545,11.3852,11.575,9.6774,8.7287,10.4364,9.2979,9.1082,9.1082,79.1583,82.1632,4.7016,49.9051,0.0,0.0,10.9848,23.1061,53.4091,6.0606,6.4394,0.0,0.0,0.0,0.0,0.0,370213.0,964.0,7.6046,6.8441,41.4449,19.7719,0.0,10.6464,13.6882,0.0,24.5931,553,2003,5.3131,5.1233,3.6053,3.8035,26.9565,20.8696,14.4212,28.5008,42.6844
BG0107011,530330107011,5303301070,North Delridge,2017,2428,6633.4,82.9489,25910,74099.0,40127.0,1.846612007,4.8292,5.5359,2.0024,5.1826,10.6007,15.7833,9.1873,9.7762,16.1366,20.9658,26.1532,36.8669,6.9079,62.7797,0.0,0.0,0.0,6.962000000000001,34.4937,28.480999999999998,18.9873,11.0759,0.0,0.0,0.0,0.0,285000.0,690.0,16.8856,11.6323,22.7017,16.5103,0.0,6.9418,0.0,5.4825,25.7676,912,2003,9.0695,6.0071,0.9423,3.7864,27.8351,47.2509,7.7739,21.6953,11.5674
BG0107012,530330107012,5303301070,South Delridge,2017,1346,6906.1,64.4874,42004,93239.0,102273.0,0.911667791,8.9194,9.9485,15.7804,16.8096,5.1458,2.5729,6.8611,8.2333,9.6055,16.1235,49.2571,58.318999999999996,7.607,50.6003,0.0,0.0,0.0,2.4306,49.3056,34.375,13.8889,0.0,0.0,0.0,0.0,0.0,303521.0,881.0,6.1017,16.9492,28.8136,26.4407,9.8305,0.0,0.0,2.3772,30.7449,631,2003,1.5437,2.7444,2.9160000000000004,3.7217,24.3243,39.8649,7.7187,25.5462,40.4588
BG0107021,530330107021,5303301070,North Delridge,2017,1303,11147.1,74.5203,55681,140062.0,109711.0,1.276645004,19.8842,13.1274,2.7027,23.3591,12.5483,11.7761,5.2124,2.5097,2.8958,5.9846,48.4267,61.583,4.6041,34.556,0.0,0.0,8.2596,10.6195,40.118,30.6785,6.1947,0.0,0.0,0.0,0.0,2.0649,322628.0,1658.0,8.3799,8.9385,0.0,0.0,8.3799,31.8436,20.1117,4.9724,26.7035,543,2004,5.5985,11.7761,0.0,3.8278,30.0971,34.3042,10.2317,2.6534,50.165
BG0107022,530330107022,5303301070,High Point,2017,1593,19841.1,89.9561,24787,77209.0,36324.0,2.125564365,10.5882,1.9608,0.5882,4.3137,9.2157,17.2549,6.6667,9.8039,13.9216,25.6863,13.1199,19.8039,2.4857,83.7255,0.0,0.0,0.0,65.0602,21.6867,13.253,0.0,0.0,0.0,0.0,0.0,0.0,423636.0,281.0,14.9883,7.7283,1.6393,15.9251,6.7916,0.0,0.0,12.4283,23.7093,523,2003,0.0,0.0,0.0,3.7801,33.0667,55.4667,10.3921,24.8214,32.327
BG0107023,530330107023,5303301070,High Point,2017,1236,11682.3,79.0453,22146,55848.0,31301.0,1.784224146,3.0738,4.918,3.8934,7.9918,8.6066,11.4754,4.5082,14.959000000000001,17.0082,23.5656,24.6764,38.1148,5.7915,80.123,0.0,0.0,6.1856,27.8351,0.0,22.6804,43.299,0.0,0.0,0.0,0.0,0.0,265217.0,678.0,8.9514,11.2532,17.9028,15.3453,7.4169,1.7903,4.3478,0.0,44.7877,518,2003,5.122999999999999,1.2295,0.0,3.8685,34.7985,45.7875,10.2459,26.1569,33.7176
BG0108001,530330108001,5303301080,White Center,2017,1490,1421.3,79.7987,49930,132530.0,103302.0,1.282937407,17.3214,8.2143,8.0357,18.9286,13.2143,12.6786,9.6429,5.3571,3.0357,3.5714,50.2013,65.3571,2.439,31.25,0.0,1.5584,3.6364,18.1818,31.9481,18.961,15.0649,2.8571,7.7922,0.0,0.0,0.0,316935.0,1021.0,9.1429,10.2857,29.7143,13.1429,13.1429,14.8571,9.7143,0.0,4.5296,574,2003,7.6786,7.8571,5.3571,3.8037,30.6407,29.5265,29.8214,9.1837,27.6616
BG0108002,530330108002,5303301080,South Delridge,2017,1437,5401.5,83.9944,40022,115024.0,91554.0,1.256351443,9.2,8.2,10.6,17.0,14.8,15.8,9.0,5.0,4.8,5.6,37.3695,53.0,4.2146,28.4,0.0,0.0,0.0,17.3184,15.9218,35.7542,22.905,2.7933,2.2346,0.0,0.0,0.0,276563.0,1250.0,0.0,0.0,0.0,38.7324,28.8732,21.1268,0.0,0.0,0.0,522,2003,19.4,4.2,5.8,3.7879,32.1937,34.7578,30.0,13.1234,24.0041
BG0108003,530330108003,5303301080,North Delridge,2017,2166,8135.9,77.2853,41702,112688.0,93856.0,1.200647801,10.9434,12.7044,10.565999999999999,12.2013,14.717,15.5975,9.0566,8.0503,5.9119,0.2516,43.675,56.2264,6.4706,29.8113,0.0,0.0,3.2258,11.828,32.4373,22.2222,20.0717,6.2724,1.7921,0.0,0.0,0.0,294355.0,1247.0,0.0,0.0,9.7046,38.8186,6.3291,41.3502,0.0,6.4706,1.1765,850,2004,7.9245,9.3082,2.8931,3.8007,34.6856,32.2515,30.3145,17.4715,36.0372
BG0109001,530330109001,5303301090,Industrial District,2017,807,768.6,55.6382,32488,67572.0,62644.0,1.078666752,0.0,0.7732,4.8969,15.7216,17.5258,22.4227,22.6804,10.0515,2.5773,3.3505,55.5143,70.6186,5.3659,62.1134,0.0,0.0,0.0,4.7619,32.6531,34.0136,19.0476,0.0,0.0,0.0,9.5238,0.0,281373.0,618.0,28.6307,45.2282,0.0,0.0,6.638999999999999,19.5021,0.0,4.3902,11.4634,410,2003,2.3196,4.1237,0.0,3.838,27.4648,32.3944,11.8557,28.6031,24.1987
BG0109002,530330109002,5303301090,Georgetown,2017,623,779.3,33.7079,28387,53573.0,38600.0,1.387901554,3.2573,1.6287,2.2801,3.9088,8.4691,18.241,15.9609,20.1954,20.5212,5.5375,68.0578,80.1303,9.9707,69.7068,0.0,0.0,0.0,0.0,16.129,45.1613,27.956999999999997,0.0,0.0,0.0,0.0,0.0,262791.0,723.0,22.8972,30.3738,44.8598,1.8692,0.0,0.0,0.0,0.8798,30.2052,341,2003,7.1661,5.2117,1.6287,3.9683,24.0506,31.6456,11.7264,19.2837,23.221
BG0110011,530330110011,5303301100,Beacon Hill,2017,1268,11832.0,84.4637,23328,68268.0,34500.0,1.978782609,3.4803,0.23199999999999998,0.0,6.9606,14.3852,18.0974,6.4965,9.0487,16.7053,24.594,14.4322,18.5615,1.5982,57.0766,0.0,0.0,0.0,5.4054,51.8919,27.026999999999997,8.6486,7.027,0.0,0.0,0.0,0.0,314433.0,195.0,33.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.2238,438,2003,0.0,0.0,0.0,3.7924,34.6154,39.8601,5.5684,10.3734,30.2774
BG0110012,530330110012,5303301100,Brighton,2017,1238,10248.2,60.2585,27220,58059.0,27308.0,2.12608027,2.0599,4.6816,8.6142,6.5543,2.6217,11.7978,9.9251,4.8689,11.985,36.8914,15.0242,25.0936,10.101,82.0225,0.0,0.0,32.2917,5.2083,27.0833,18.75,16.6667,0.0,0.0,0.0,0.0,0.0,353846.0,592.0,11.4155,16.4384,28.9954,0.0,0.0,8.4475,0.0,0.0,60.4377,594,2003,6.7416,0.0,2.4345,3.7931,36.413000000000004,32.6087,5.4308,10.2151,29.4615
BG0110013,530330110013,5303301100,Rainier Valley,2017,2501,13485.5,90.2839,27265,88823.0,54027.0,1.644048346,9.6606,7.5718,4.047,8.7467,3.6554,19.4517,10.4439,8.3551,11.6188,16.4491,5.4778,8.8773,3.6478,60.705,0.0,0.0,5.9801,13.289000000000001,41.8605,10.6312,11.9601,0.0,7.9734,3.6545,0.0,0.0,326772.0,870.0,2.5806,2.3656,19.5699,0.0,23.4409,13.9785,0.0,11.8239,12.0755,795,2003,7.3107,0.0,0.0,3.7855,34.635,37.1817,5.6136,32.8962,23.7841
BG0110021,530330110021,5303301100,Beacon Hill,2017,1134,2938.4,88.7125,22710,78125.0,64103.0,1.218741713,3.4268,3.4268,9.0343,15.8879,7.7882,23.9875,17.4455,8.0997,4.9844,5.919,7.8483,13.7072,4.4643,29.9065,8.4444,0.0,0.0,11.5556,15.1111,59.1111,5.7778,0.0,0.0,0.0,0.0,0.0,287313.0,1105.0,0.0,8.3333,10.4167,65.625,8.3333,0.0,0.0,0.0,4.7619,336,2004,10.5919,10.9034,0.0,3.8655,32.8,32.4,19.3147,50.8741,26.0924
BG0110022,530330110022,5303301100,Beacon Hill,2017,2611,17394.7,94.7147,16180,60350.0,47170.0,1.279414882,2.0,3.7143,0.4286,12.5714,15.1429,13.2857,15.1429,13.1429,10.7143,13.8571,5.3619,9.0,1.9608,61.5714,0.0,0.0,0.0,7.0632,33.4572,48.6989,6.6914,0.0,4.0892,0.0,0.0,0.0,290152.0,759.0,10.9049,19.0255,32.2506,18.7935,0.0,0.0,0.0,5.8824,3.7816,714,2003,4.2857,1.4286,2.5714,3.7847,40.3035,37.774,19.4286,34.3531,29.7772
BG0110023,530330110023,5303301100,Beacon Hill,2017,1262,11356.8,88.1141,25559,84881.0,77016.0,1.102121637,3.4211,8.6842,5.2632,17.6316,16.3158,21.8421,12.3684,2.6316,3.1579,8.6842,9.6672,14.7368,5.2369,28.6842,0.0,0.0,0.0,0.0,50.5535,47.2325,0.0,0.0,0.0,0.0,0.0,0.0,301449.0,917.0,0.0,12.844000000000001,37.6147,0.0,0.0,25.6881,0.0,0.0,11.4713,401,2002,7.3684,15.2632,13.9474,3.7089999999999996,30.0699,28.6713,19.4737,8.0,36.5488
BG0111011,530330111011,5303301110,Brighton,2017,994,15704.7,70.1207,26191,60543.0,34412.0,1.759357201,5.814,0.2326,3.9535,4.4186,3.4884,7.2093,24.186,11.8605,13.7209,25.1163,11.2676,14.186,4.6563,80.6977,0.0,0.0,21.6867,14.4578,25.3012,15.6627,22.8916,0.0,0.0,0.0,0.0,0.0,345455.0,695.0,12.1037,31.1239,24.7839,18.4438,0.0,0.0,0.0,2.439,69.1795,451,2003,3.2558,1.8605,0.0,3.6247,27.6382,42.7136,18.1395,27.8761,11.8509
BG0111012,530330111012,5303301110,Brighton,2017,1244,8189.1,89.2283,32565,104759.0,88208.0,1.187636042,3.6458,10.6771,9.6354,19.5313,13.8021,11.1979,5.4688,7.0313,8.3333,10.6771,8.119,13.8021,4.2394,42.1875,0.0,0.0,0.0,0.0,36.036,31.0811,26.5766,6.3063,0.0,0.0,0.0,0.0,277536.0,1256.0,17.9012,3.7037,16.6667,10.4938,51.2346,0.0,0.0,6.9825,30.6733,401,2003,0.0,13.5417,4.9479,3.6522,28.0702,36.8421,18.2292,29.0614,21.5029
BG0111013,530330111013,5303301110,Rainier Valley,2017,1240,13505.0,89.3548,18010,61345.0,35714.0,1.717673741,4.4444,1.9444,6.9444,6.6667,14.1667,10.2778,5.8333,16.1111,18.8889,14.7222,9.2742,14.7222,5.7592,36.9444,0.0,0.0,0.0,0.0,50.2203,0.0,25.5507,19.8238,0.0,0.0,0.0,0.0,300870.0,866.0,0.0,35.3383,31.5789,5.2632,8.2707,19.5489,0.0,0.0,10.2094,382,2004,5.5556,6.1111,0.0,3.8938,36.6906,35.6115,18.0555,46.593,23.9669
BG0111014,530330111014,5303301110,Brighton,2017,1446,10544.1,87.4136,33784,111150.0,92130.0,1.206447411,4.7945,11.4155,15.2968,14.6119,12.3288,10.9589,10.0457,6.1644,6.1644,8.2192,11.2725,16.4384,4.7826,28.7671,0.0,0.0,3.5256,0.0,36.5385,31.4103,23.0769,0.0,0.0,0.0,0.0,0.0,284184.0,990.0,0.0,16.6667,20.6349,9.5238,19.0476,12.6984,0.0,2.6087,1.5217,460,2003,5.0228,6.621,11.1872,3.7481,33.3333,35.1682,18.0365,12.4611,25.9827
BG0111021,530330111021,5303301110,Brighton,2017,1324,5337.4,74.2447,71720,191086.0,166667.0,1.146513707,37.8436,18.1818,13.5307,10.148,3.3827,5.074,5.074,1.9027,1.4799,3.3827,73.1873,72.7273,5.0201,15.222000000000001,17.7057,4.2394,40.1496,12.4688,21.9451,0.0,3.4913,0.0,0.0,0.0,0.0,0.0,575617.0,743.0,0.0,51.3889,0.0,48.6111,0.0,0.0,0.0,0.0,0.0,498,2002,5.4968,9.7252,6.9767,3.681,30.9249,14.1618,9.7251,10.1911,62.5355
BG0111022,530330111022,5303301110,Brighton,2017,1413,12821.7,86.9073,19155,57958.0,53049.0,1.092537088,0.0,0.6424,5.1392,14.9893,13.9186,17.3448,12.2056,7.7088,9.4218,18.6296,25.7608,30.4069,6.0362,60.8137,12.5683,9.2896,13.1148,18.5792,23.4973,8.7432,14.2077,0.0,0.0,0.0,0.0,0.0,420000.0,670.0,4.9296,41.9014,24.2958,3.5211,8.8028,0.0,0.0,4.0241,41.2475,497,2003,3.2119999999999997,7.0664,5.3533,3.8521,40.597,25.9701,9.4218,32.5321,22.8355
BG0111023,530330111023,5303301110,Rainier Valley,2017,992,21723.4,84.87899999999999,16722,49588.0,34298.0,1.445798589,0.6061,3.3333,0.303,9.0909,10.9091,13.0303,11.5152,17.2727,17.2727,16.6667,6.25,10.0,5.1724,79.0909,0.0,0.0,0.0,7.2464,7.2464,46.3768,0.0,13.0435,26.087,0.0,0.0,0.0,262121.0,692.0,4.5977,50.9579,20.6897,11.1111,0.0,0.0,6.5134,0.0,47.7011,348,2003,3.3333,0.0,7.8788,3.9583,33.4862,39.4495,9.394,13.8829,13.6923
BG0111024,530330111024,5303301110,Brighton,2017,1162,11976.2,83.5628,37737,110456.0,80263.0,1.376175822,8.8161,5.7935,9.5718,10.8312,18.8917,18.136,10.0756,1.5113,3.0227,13.3501,30.809,38.0353,4.7962,40.806,0.0,0.0,17.4468,26.383000000000003,25.5319,24.6809,5.9574,0.0,0.0,0.0,0.0,0.0,375410.0,641.0,0.0,49.3827,14.1975,0.0,14.1975,0.0,0.0,0.0,8.6331,417,2004,9.5718,4.7859,2.267,3.7769999999999997,29.1513,33.2103,9.5718,9.7196,38.0488
BG0112001,530330112001,5303301120,Highland Park,2017,1543,3383.0,82.3072,32155,97093.0,56303.0,1.724472941,8.4149,4.6967,2.1526,4.501,12.9159,23.092,14.2857,9.3933,6.6536,13.8943,26.766,38.7476,9.8765,41.683,2.0134,0.0,0.0,2.349,11.0738,20.8054,30.2013,24.1611,9.396,0.0,0.0,0.0,227222.0,1266.0,8.4507,5.6338,24.4131,2.8169,51.6432,0.0,0.0,5.291,13.5803,567,2004,10.1761,8.0235,0.0,3.7831,34.7692,39.0769,21.7221,18.4797,21.8164
BG0112002,530330112002,5303301120,Industrial District,2017,979,2411.8,72.6251,23099,55427.0,51240.0,1.081713505,0.0,0.2451,0.9804,11.2745,9.3137,29.6569,24.7549,9.8039,5.3922,8.5784,39.9387,55.1471,7.0615,62.2549,0.0,0.0,0.0,10.3896,12.3377,14.9351,17.5325,20.1299,20.7792,0.0,0.0,1.94805,214815.0,669.0,20.4724,43.7008,27.9528,7.874,0.0,0.0,0.0,9.5672,9.1116,439,2003,6.8627,5.8824,1.9608,3.8182,29.5238,38.5714,21.3236,27.5992,13.0435
BG0112003,530330112003,5303301120,South Park,2017,1799,8733.6,75.5976,24090,62599.0,48333.0,1.295160656,2.1938,1.2797,3.1079,6.5814,9.872,24.8629,19.5612,11.7002,6.5814,14.2596,21.1784,34.5521,13.3122,65.2651,0.0,0.0,0.0,0.0,36.8421,30.0,33.1579,0.0,0.0,0.0,0.0,0.0,278070.0,730.0,9.5238,42.8571,13.7255,18.4874,13.4454,0.0,0.0,7.7655,16.9572,631,2003,3.4735,1.0969,3.4735,3.7797,34.4118,45.0,21.3894,30.4153,16.0211
BG0113001,530330113001,5303301130,Industrial District,2017,1854,2642.7,74.2718,34963,79535.0,43170.0,1.842367385,4.0491,11.0429,4.2945,3.1902,8.4663,12.7607,13.6196,13.1288,14.7239,14.7239,45.2535,57.9141,32.5889,57.0552,0.0,0.0,3.4286,22.8571,49.7143,9.1429,6.0,0.0,0.0,0.0,8.8571,0.0,352299.0,898.0,2.7957,22.7957,41.0753,16.5591,13.9785,2.7957,0.0,2.5641,47.4772,1209,2003,9.9387,5.0307,3.1902,3.7815,26.3393,28.125,15.3374,19.3231,28.0264
BG0113002,530330113002,5303301130,Highland Park,2017,1305,8954.9,85.9004,33363,97917.0,79762.0,1.227614654,6.3063,25.6757,5.6306,4.7297,9.4595,12.8378,8.7838,11.9369,6.982,7.6577,33.9464,50.9009,6.3291,28.1532,5.9561,0.0,0.0,0.0,31.0345,28.5266,14.4201,11.2853,0.0,0.0,0.0,4.3887,277174.0,741.0,0.0,44.8,0.0,9.6,0.0,32.8,0.0,0.0,7.3839999999999995,474,2003,12.6126,2.0269999999999997,5.8559,3.7338,32.1656,31.8471,15.3153,5.2277,31.9124
BG0113003,530330113003,5303301130,Highland Park,2017,1150,10759.0,77.4783,28023,73242.0,64706.0,1.13191976,4.5662,6.621,3.653,7.5342,21.2329,15.5251,4.7945,13.4703,15.5251,7.0776,41.3913,57.0776,4.5752,40.8676,0.0,0.0,0.0,18.1467,19.6911,7.722,11.583,16.9884,15.8301,10.0386,0.0,0.0,230645.0,986.0,0.0,11.7318,40.2235,48.0447,0.0,0.0,0.0,12.854000000000001,0.0,459,2004,0.0,0.0,3.4247,3.73,31.9392,31.9392,15.2968,25.8303,44.0994
BG0113004,530330113004,5303301130,Highland Park,2017,1160,7600.4,80.0,48903,121031.0,85448.0,1.416428705,15.8009,5.6277,10.8225,9.3074,14.5022,10.6061,7.5758,9.3074,4.329,12.1212,51.8966,66.2338,3.5491,27.4892,0.0,0.0,0.0,5.0746,27.4627,20.8955,12.8358,20.596999999999998,8.3582,4.7761,0.0,0.0,258451.0,725.0,0.0,45.6693,0.0,18.8976,18.1102,0.0,0.0,0.0,10.0209,479,2004,6.4935,5.4113,0.0,3.8328,28.0822,29.1096,15.368,19.7464,35.867
BG0113005,530330113005,5303301130,Highland Park,2017,1253,11154.5,76.0575,26999,65738.0,61058.0,1.076648433,3.5088,1.7544,1.5595,10.7212,21.2476,20.078,12.0858,6.6277,7.2125,15.2047,50.0399,62.5731,5.1756,42.6901,0.0,0.0,0.0,5.102,38.7755,32.3129,9.1837,9.1837,0.0,5.4422,0.0,0.0,290526.0,895.0,0.0,22.3744,47.4886,12.7854,17.3516,0.0,0.0,6.6543,35.1201,541,2004,0.7797,15.9844,1.9493,3.7643,28.4768,41.7219,15.2046,23.2993,31.078000000000003
BG0114011,530330114011,5303301140,South Delridge,2017,1517,10714.6,70.2703,29724,67000.0,63362.0,1.057416117,0.2972,2.2288,4.0119,9.6582,21.8425,25.7058,15.899000000000001,11.5899,6.5379,2.2288,41.7271,52.7489,5.8741,80.6835,0.0,0.0,0.0,14.6154,21.5385,36.9231,22.3077,4.6154,0.0,0.0,0.0,0.0,281250.0,987.0,2.2099,4.2357,36.2799,34.2541,13.9963,0.0,0.0,9.9301,57.3427,715,2003,2.8232,1.4859,1.4859,3.7427,22.314,45.4545,17.3848,14.4593,24.2972
BG0114012,530330114012,5303301140,South Delridge,2017,1385,9804.5,71.3357,34323,75696.0,77395.0,0.978047677,2.2293,0.9554,4.2994,18.4713,26.5924,20.2229,8.2803,6.3694,5.0955,7.4841,43.3213,57.4841,4.7041,55.7325,0.0,0.0,10.4317,0.0,17.6259,12.5899,48.2014,7.553999999999999,3.5971,0.0,0.0,0.0,240299.0,880.0,5.1429,24.5714,39.1429,6.8571,6.5714,0.0,17.7143,18.5129,35.8118,659,2003,10.828,0.0,3.5032,3.8414,28.8754,36.1702,17.6752,13.9175,48.9275
BG0114013,530330114013,5303301140,Highland Park,2017,1604,8298.9,82.79299999999999,45284,123741.0,99000.0,1.249909091,22.6576,13.799000000000001,2.5554,10.3918,16.8654,17.2061,7.3254,3.5775,2.385,3.2368,46.3217,60.6474,5.0162,26.4055,0.0,0.0,11.3426,6.4815,31.713,16.2037,21.0648,1.8519,3.7037,2.3148,0.0,0.0,298571.0,894.0,0.0,22.5806,21.2903,11.6129,14.1935,0.0,0.0,0.0,0.0,618,2003,7.8365,8.8586,3.5775,3.8335,27.3183,34.0852,17.5469,13.4396,38.3017
BG0114021,530330114021,5303301140,South Delridge,2017,1223,7311.2,77.5961,34142,82034.0,79464.0,1.032341689,1.1788,7.8585,3.7328,14.7348,27.3084,22.2004,9.6267,5.1081,5.6974,2.5540000000000003,34.8324,48.9194,9.1071,45.776,0.0,0.0,0.0,6.5217,30.7971,17.3913,30.7971,3.2609,0.0,5.7971,0.0,2.7174,263542.0,1051.0,6.0086,29.6137,3.4335,54.5064,6.4378,0.0,0.0,6.4286,32.8572,560,2004,12.9666,5.501,1.7682,3.8156,31.4189,30.0676,7.6621,29.5868,19.8198
BG0114022,530330114022,5303301140,Highland Park,2017,1699,13711.2,77.6928,20433,53245.0,41639.0,1.278729076,0.4601,4.4479,1.3804,5.2147,13.1902,14.8773,18.7117,14.5706,17.9448,9.2025,28.5462,39.8773,6.8571,64.1104,0.0,0.0,0.0,4.2735,16.2393,17.9487,22.6496,18.8034,1.2821,0.0,0.0,0.0,224528.0,603.0,25.3589,57.6555,6.2201,3.11,5.9809,0.0,0.0,9.2857,43.8571,700,2003,7.5153,6.2883,1.227,3.7897,36.1538,39.4872,7.2085,21.0928,27.4352
BG0114023,530330114023,5303301140,Arbor Heights,2017,1757,10533.6,73.9328,27054,59342.0,41535.0,1.428722764,2.7466,5.3683,5.2434,6.2422,11.985,11.3608,12.4844,9.4881,13.8577,21.2235,42.8571,57.6779,6.0961,61.4232,0.0,0.0,0.0,8.7379,26.8608,26.5372,15.8576,0.0,22.0065,0.0,0.0,0.0,272892.0,618.0,12.1951,11.1789,28.4553,7.3171,0.0,0.0,8.3333,4.6893,41.0317,853,2003,1.8727,2.372,1.4981,3.8283,25.0,40.7767,7.4907,25.3317,32.5506
BG0115001,530330115001,5303301150,Roxhill,2017,1503,7026.7,77.1124,46650,110416.0,105556.0,1.046041911,7.874,15.1181,12.7559,18.2677,17.3228,13.2283,4.0945,5.3543,4.8819,1.1024,76.4471,82.9921,3.2012,21.7323,0.0,2.8169,0.0,11.2676,55.7344,18.1087,6.6398,2.2133,3.2193,0.0,0.0,0.0,335612.0,974.0,0.0,25.3623,27.5362,13.7681,33.3333,0.0,0.0,0.0,0.0,656,2003,8.8189,4.7244,8.6614,3.7260000000000004,36.2245,24.4898,12.7559,23.221,43.3597
BG0115002,530330115002,5303301150,Fauntleroy,2017,1608,7826.3,71.9527,52762,115118.0,103419.0,1.113122347,13.7042,10.8548,11.8046,15.7395,16.9607,15.0611,5.8345,3.5278,2.9851,3.5278,72.0771,77.8833,5.5128,34.8711,0.0,0.0,1.4583,18.3333,53.3333,20.2083,2.0833,0.0,1.25,0.0,0.0,0.0,343359.0,1077.0,0.0,15.5642,17.5097,31.1284,6.2257,14.786,0.0,1.5385,10.640999999999998,780,2004,8.4125,4.8847,4.4776,3.8126,30.6173,25.4321,12.7544,8.0408,52.16
BG0115003,530330115003,5303301150,Roxhill,2017,1560,8934.2,67.9487,48808,100981.0,77320.0,1.306013968,6.7639,13.3952,7.2944,10.8753,12.8647,15.1194,9.0186,7.6923,6.2334,10.7427,75.7051,80.6366,4.1931,40.0531,0.0,0.0,18.3628,23.6726,24.3363,9.292,9.0708,3.0973,0.0,3.0973,0.0,1.43805,367273.0,950.0,0.0,15.894,40.7285,8.9404,0.0,31.456999999999997,0.0,2.6684,22.3634,787,2004,9.2838,3.5809,0.0,3.7119999999999997,32.2667,23.4667,12.8648,24.2991,44.9047
