,Unnamed: 0,Id,Geography,City,Percentage: Public transportation (excluding taxicab),Percentage: Nonfamily household,Married-couple family household with own children ,Percentage: bachelors degree or higher,Population 25 years and over,Median income,Percentage: Renter-occupied housing units,Renter Occupied Units,Renter-occupied housing units; MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - 30 percent or more,Median House value (dollars),Dwelling Units: - 3 or 4,Dwelling Units: -5 or more, 3 or more vehicles available,Percentage: Not Hispanic or Latino: - White ,Year,inflation_adj_median_house_value,increase_in_edu_attainment_2015,increase_in_house_value_2015,def_1,increase_in_home_price_distribution_2015,def_2
100,100,53033009800,"Census Tract 98, King County, Washington",Seattle,13,40,690.0,58.8,4689.0,71705,35,1402.0,17.2,459700,34,669,336,0.84,2015,,2.0,-22300.0,NotEligibleForGentrification,false,NotCurrentlyGentrifying
101,101,53033009900,"Census Tract 99, King County, Washington",Seattle,23,55,306.0,59.1,4023.0,67277,43,345.0,23.6,331700,91,1070,244,0.65,2015,,7.899999999999999,-82600.0,EligibleForGentrification,false,NotCurrentlyGentrifying
102,102,53033010001,"Census Tract 100.01, King County, Washington",Seattle,20,31,243.0,35.8,2714.0,51316,49,1062.0,34.0,367200,18,393,159,0.31,2015,,3.9999999999999964,-18000.0,EligibleForGentrification,false,NotCurrentlyGentrifying
103,103,53033010002,"Census Tract 100.02, King County, Washington",Seattle,32,45,324.0,39.6,3243.0,66458,54,1111.0,29.6,383700,33,605,346,0.36,2015,,5.200000000000003,13800.0,EligibleForGentrification,false,NotCurrentlyGentrifying
104,104,53033010100,"Census Tract 101, King County, Washington",Seattle,13,49,489.0,47.3,4471.0,59275,43,743.0,32.5,450500,50,716,245,0.43,2015,,5.5,63700.0,NotEligibleForGentrification,false,NotCurrentlyGentrifying
105,105,53033010200,"Census Tract 102, King County, Washington",Seattle,12,41,373.0,59.8,3563.0,84324,23,949.0,29.3,445000,0,99,308,0.62,2015,,7.299999999999997,-16800.0,NotEligibleForGentrification,false,NotCurrentlyGentrifying
106,106,53033010300,"Census Tract 103, King County, Washington",Seattle,17,48,330.0,34.6,4294.0,57750,51,1200.0,20.2,356900,170,885,442,0.38,2015,,-1.1000000000000014,-5200.0,EligibleForGentrification,false,NotCurrentlyGentrifying
107,107,53033010401,"Census Tract 104.01, King County, Washington",Seattle,18,33,271.0,31.9,3211.0,60682,22,433.0,42.5,347400,0,16,347,0.15,2015,,-0.30000000000000426,-46500.0,EligibleForGentrification,false,NotCurrentlyGentrifying
108,108,53033010402,"Census Tract 104.02, King County, Washington",Seattle,19,30,373.0,31.1,3248.0,79432,38,1293.0,25.6,322000,0,82,426,0.21,2015,,-2.1000000000000014,-39800.0,NotEligibleForGentrification,false,NotCurrentlyGentrifying
109,109,53033010500,"Census Tract 105, King County, Washington",Seattle,20,60,340.0,53.6,5207.0,66794,60,304.0,34.7,380700,351,1839,224,0.79,2015,,2.5,-54400.0,EligibleForGentrification,false,NotCurrentlyGentrifying
110,110,53033010600,"Census Tract 106, King County, Washington",Seattle,17,41,660.0,58.3,5673.0,90208,36,607.0,25.7,448100,77,1012,488,0.76,2015,,9.799999999999997,-18500.0,NotEligibleForGentrification,false,NotCurrentlyGentrifying
111,111,53033010701,"Census Tract 107.01, King County, Washington",Seattle,24,42,240.0,32.0,1792.0,55504,58,2074.0,19.0,291000,96,432,61,0.47,2015,,9.600000000000001,-43900.0,EligibleForGentrification,false,NotCurrentlyGentrifying
112,112,53033010702,"Census Tract 107.02, King County, Washington",Seattle,17,30,364.0,34.8,1631.0,48036,64,1270.0,17.0,325500,139,396,142,0.29,2015,,-7.800000000000004,-43900.0,EligibleForGentrification,false,NotCurrentlyGentrifying
113,113,53033010800,"Census Tract 108, King County, Washington",Seattle,11,38,315.0,40.6,3299.0,74107,38,829.0,30.8,307700,11,113,373,0.48,2015,,9.8,-7400.0,EligibleForGentrification,false,NotCurrentlyGentrifying
114,114,53033010900,"Census Tract 109, King County, Washington",Seattle,25,74,39.0,43.2,1084.0,42159,59,935.0,30.0,303800,64,182,41,0.76,2015,,28.300000000000004,-15500.0,EligibleForGentrification,false,NotCurrentlyGentrifying
115,115,53033011001,"Census Tract 110.01, King County, Washington",Seattle,21,40,343.0,21.9,2519.0,29286,66,652.0,18.3,290600,103,434,216,0.14,2015,,-7.300000000000001,-50400.0,EligibleForGentrification,false,NotCurrentlyGentrifying
116,116,53033011002,"Census Tract 110.02, King County, Washington",Seattle,28,20,274.0,17.7,2413.0,47604,45,353.0,23.8,328000,39,81,235,0.06,2015,,-8.8,8100.0,EligibleForGentrification,false,NotCurrentlyGentrifying
117,117,53033011101,"Census Tract 111.01, King County, Washington",Seattle,23,40,296.0,25.9,2852.0,52412,51,1086.0,22.6,303300,14,701,300,0.19,2015,,6.599999999999998,17000.0,EligibleForGentrification,false,NotCurrentlyGentrifying
118,118,53033011102,"Census Tract 111.02, King County, Washington",Seattle,16,31,373.0,42.0,3076.0,61901,41,576.0,9.9,437400,99,449,214,0.41,2015,,5.899999999999999,10700.0,NotEligibleForGentrification,false,NotCurrentlyGentrifying
119,119,53033011200,"Census Tract 112, King County, Washington",Seattle,21,45,200.0,18.2,2811.0,35425,58,891.0,30.4,250000,122,374,257,0.36,2015,,4.5,-7800.0,EligibleForGentrification,false,NotCurrentlyGentrifying
120,120,53033011300,"Census Tract 113, King County, Washington",Seattle,17,49,427.0,27.0,4015.0,47363,57,614.0,44.2,280000,30,1354,477,0.51,2015,,-5.899999999999999,-58700.0,EligibleForGentrification,false,NotCurrentlyGentrifying
121,121,53033011401,"Census Tract 114.01, King County, Washington",Seattle,20,44,164.0,27.0,2924.0,54622,55,837.0,33.5,281900,134,657,260,0.44,2015,,-7.299999999999997,-39900.0,EligibleForGentrification,false,NotCurrentlyGentrifying
122,122,53033011402,"Census Tract 114.02, King County, Washington",Seattle,14,43,293.0,31.4,2665.0,47701,60,1674.0,15.2,251700,72,815,176,0.45,2015,,2.6999999999999993,-63800.0,EligibleForGentrification,false,NotCurrentlyGentrifying
123,123,53033011500,"Census Tract 115, King County, Washington",Seattle,18,45,334.0,47.3,3280.0,75123,32,916.0,31.9,350500,14,305,264,0.73,2015,,-6.5,-16700.0,EligibleForGentrification,false,NotCurrentlyGentrifying
124,124,53033011600,"Census Tract 116, King County, Washington",Seattle,14,43,583.0,55.2,4986.0,102500,30,1132.0,31.0,521200,31,257,464,0.86,2015,,1.0,29400.0,NotEligibleForGentrification,false,NotCurrentlyGentrifying
125,125,53033011700,"Census Tract 117, King County, Washington",Seattle,23,25,383.0,28.6,3898.0,60917,27,629.0,21.3,283700,81,135,545,0.12,2015,,8.400000000000002,-66700.0,EligibleForGentrification,false,NotCurrentlyGentrifying
126,126,53033011800,"Census Tract 118, King County, Washington",Seattle,21,36,462.0,26.9,4492.0,38846,54,882.0,22.0,344900,318,998,353,0.19,2015,,3.3999999999999986,-1400.0,EligibleForGentrification,false,NotCurrentlyGentrifying
127,127,53033011900,"Census Tract 119, King County, Washington",Seattle,18,35,321.0,29.8,4985.0,71524,33,461.0,19.8,280300,37,100,687,0.24,2015,,-3.6999999999999993,-56700.0,EligibleForGentrification,false,NotCurrentlyGentrifying
128,128,53033012000,"Census Tract 120, King County, Washington",Seattle,14,42,322.0,51.2,2550.0,83421,21,1515.0,48.3,343100,0,18,313,0.82,2015,,9.600000000000001,-27300.0,NotEligibleForGentrification,false,NotCurrentlyGentrifying
129,129,53033012100,"Census Tract 121, King County, Washington",Seattle,8,31,240.0,56.6,2098.0,110060,13,822.0,20.0,429300,13,80,234,0.77,2015,,8.300000000000004,-105200.0,NotEligibleForGentrification,false,NotCurrentlyGentrifying
150,150,53033021903,"Census Tract 219.03, King County, Washington",Kirkland,10,48,414.0,45.8,4235.0,71417,36,767.0,32.6,400700,94,1124,353,0.71,2015,,3.799999999999997,59700.0,EligibleForGentrification,false,NotCurrentlyGentrifying
156,156,53033022005,"Census Tract 220.05, King County, Washington",Kirkland,11,44,405.0,54.9,3301.0,90900,42,1003.0,30.1,260000,165,804,239,0.56,2015,,3.799999999999997,-51600.0,NotEligibleForGentrification,false,NotCurrentlyGentrifying
157,157,53033022006,"Census Tract 220.06, King County, Washington",Kirkland,8,46,331.0,46.9,2673.0,81056,37,600.0,34.3,364900,249,625,189,0.69,2015,,1.5,12700.0,NotEligibleForGentrification,false,NotCurrentlyGentrifying
158,158,53033022101,"Census Tract 221.01, King County, Washington",Kirkland,9,27,424.0,57.6,3266.0,100168,17,923.0,18.8,419900,56,234,440,0.83,2015,,9.400000000000006,-74400.0,NotEligibleForGentrification,false,NotCurrentlyGentrifying
159,159,53033022102,"Census Tract 221.02, King County, Washington",Kirkland,6,29,692.0,62.6,3875.0,96863,18,628.0,45.4,427000,47,390,590,0.69,2015,,7.799999999999997,72900.0,HaveGentrified,false,NotCurrentlyGentrifying
164,164,53033022400,"Census Tract 224, King County, Washington",Kirkland,6,31,901.0,74.2,5151.0,111754,40,368.0,19.7,676800,89,1194,464,0.82,2015,,-1.9000000000000057,-77900.0,NotEligibleForGentrification,false,NotCurrentlyGentrifying
165,165,53033022500,"Census Tract 225, King County, Washington",Kirkland,11,51,504.0,68.5,5933.0,100584,40,26.0,20.6,536100,110,2231,260,0.84,2015,,1.5999999999999943,-17200.0,NotEligibleForGentrification,false,NotCurrentlyGentrifying
166,166,53033022603,"Census Tract 226.03, King County, Washington",Kirkland,7,37,514.0,51.8,3682.0,104382,36,1498.0,24.3,432300,136,690,383,0.65,2015,,6.900000000000006,76300.0,HaveGentrified,false,NotCurrentlyGentrifying
167,167,53033022604,"Census Tract 226.04, King County, Washington",Kirkland,8,25,484.0,56.4,2646.0,94222,26,1524.0,29.8,468500,22,149,367,0.72,2015,,-4.700000000000003,-21900.0,NotEligibleForGentrification,false,NotCurrentlyGentrifying
168,168,53033022605,"Census Tract 226.05, King County, Washington",Redmond,8,50,553.0,47.2,3766.0,68636,65,813.0,38.5,368500,223,1363,275,0.52,2015,,-1.0,73100.0,EligibleForGentrification,false,NotCurrentlyGentrifying
169,169,53033022606,"Census Tract 226.06, King County, Washington",Redmond,5,30,471.0,56.8,3738.0,104072,28,458.0,39.2,429300,111,623,562,0.63,2015,,11.000000000000007,9100.0,NotEligibleForGentrification,false,NotCurrentlyGentrifying
170,170,53033022701,"Census Tract 227.01, King County, Washington",Kirkland,9,61,129.0,68.7,2167.0,103292,56,1655.0,19.7,641600,25,1144,128,0.78,2015,,-3.9000000000000057,38400.0,NotEligibleForGentrification,false,NotCurrentlyGentrifying
171,171,53033022702,"Census Tract 227.02, King County, Washington",Kirkland,9,26,328.0,67.4,2233.0,123221,24,651.0,27.0,726400,62,264,288,0.79,2015,,-9.600000000000001,-3100.0,NotEligibleForGentrification,false,NotCurrentlyGentrifying
172,172,53033022703,"Census Tract 227.03, King County, Washington",Kirkland,7,22,246.0,61.7,1715.0,101250,30,789.0,38.8,620900,67,79,204,0.77,2015,,-5.299999999999997,-31500.0,NotEligibleForGentrification,false,NotCurrentlyGentrifying
173,173,53033022801,"Census Tract 228.01, King County, Washington",Bellevue,18,41,997.0,76.7,6367.0,88160,64,326.0,18.1,576100,407,2461,380,0.37,2015,,-8.700000000000003,50800.0,NotEligibleForGentrification,false,NotCurrentlyGentrifying
174,174,53033022802,"Census Tract 228.02, King County, Washington",Redmond,10,37,541.0,65.2,3367.0,101184,31,253.0,27.5,453100,73,553,285,0.62,2015,,-1.8000000000000043,116600.0,NotEligibleForGentrification,true,HaveGentrified
175,175,53033022803,"Census Tract 228.03, King County, Washington",Redmond,18,38,623.0,74.4,3850.0,96908,73,2448.0,25.9,654900,133,1425,236,0.44,2015,,3.799999999999997,23100.0,NotEligibleForGentrification,false,NotCurrentlyGentrifying
176,176,53033022901,"Census Tract 229.01, King County, Washington",Bellevue,8,21,265.0,63.4,2362.0,123000,20,639.0,5.4,488000,0,0,232,0.66,2015,,2.5999999999999943,-218200.0,NotEligibleForGentrification,false,NotCurrentlyGentrifying
177,177,53033022902,"Census Tract 229.02, King County, Washington",Bellevue,3,25,772.0,73.0,4345.0,120731,31,1576.0,16.3,589700,133,653,528,0.65,2015,,3.8999999999999986,100100.0,NotEligibleForGentrification,true,HaveGentrified
178,178,53033023000,"Census Tract 230, King County, Washington",Bellevue,9,21,517.0,56.5,3709.0,104013,10,202.0,36.2,533200,0,11,483,0.72,2015,,2.299999999999997,-54400.0,NotEligibleForGentrification,false,NotCurrentlyGentrifying
179,179,53033023100,"Census Tract 231, King County, Washington",Bellevue,11,25,435.0,56.5,2732.0,92283,25,720.0,38.1,537600,62,56,312,0.61,2015,,5.200000000000003,-98800.0,NotEligibleForGentrification,false,NotCurrentlyGentrifying
180,180,53033023201,"Census Tract 232.01, King County, Washington",Bellevue,29,41,778.0,72.0,4214.0,78119,70,185.0,26.1,391900,86,1947,200,0.33,2015,,1.2999999999999972,-75600.0,NotEligibleForGentrification,false,NotCurrentlyGentrifying
181,181,53033023202,"Census Tract 232.02, King County, Washington",Bellevue,13,48,418.0,39.7,2861.0,46719,70,347.0,38.0,350000,227,1146,156,0.36,2015,,-0.5,141800.0,EligibleForGentrification,false,NotCurrentlyGentrifying
182,182,53033023300,"Census Tract 233, King County, Washington",Bellevue,12,29,477.0,49.2,4149.0,76500,23,1804.0,41.0,403900,85,134,684,0.74,2015,,7.299999999999997,-300100.0,EligibleForGentrification,false,NotCurrentlyGentrifying
183,183,53033023401,"Census Tract 234.01, King County, Washington",Bellevue,9,39,319.0,64.0,2298.0,71269,44,1247.0,15.4,398100,60,440,220,0.5,2015,,-3.1000000000000014,-71400.0,EligibleForGentrification,false,NotCurrentlyGentrifying
184,184,53033023403,"Census Tract 234.03, King County, Washington",Bellevue,9,28,404.0,58.8,2877.0,93387,24,522.0,21.1,546400,8,272,360,0.67,2015,,6.700000000000003,158200.0,HaveGentrified,true,HaveGentrified
185,185,53033023404,"Census Tract 234.04, King County, Washington",Bellevue,6,18,412.0,74.1,2231.0,146875,13,649.0,10.3,560700,7,196,435,0.79,2015,,3.0,-92900.0,NotEligibleForGentrification,false,NotCurrentlyGentrifying
186,186,53033023500,"Census Tract 235, King County, Washington",Bellevue,6,30,445.0,62.8,2543.0,110568,22,375.0,25.2,591600,136,196,294,0.62,2015,,1.2000000000000028,101400.0,NotEligibleForGentrification,false,NotCurrentlyGentrifying
187,187,53033023601,"Census Tract 236.01, King County, Washington",Bellevue,11,40,301.0,64.9,2575.0,78155,47,155.0,33.0,461000,70,816,135,0.52,2015,,0.8999999999999986,-23000.0,NotEligibleForGentrification,false,NotCurrentlyGentrifying
188,188,53033023603,"Census Tract 236.03, King County, Washington",Bellevue,20,34,566.0,59.8,3934.0,87236,73,318.0,11.4,554400,570,1263,290,0.4,2015,,4.6000000000000085,-122800.0,NotEligibleForGentrification,false,NotCurrentlyGentrifying
189,189,53033023604,"Census Tract 236.04, King County, Washington",Bellevue,17,41,471.0,50.2,4003.0,72383,60,808.0,31.5,463700,449,1193,409,0.43,2015,,3.4000000000000057,3300.0,NotEligibleForGentrification,false,NotCurrentlyGentrifying
190,190,53033023700,"Census Tract 237, King County, Washington",Bellevue,11,32,448.0,71.3,2713.0,96268,34,1753.0,26.5,661400,88,515,247,0.68,2015,,8.099999999999994,-122000.0,NotEligibleForGentrification,false,NotCurrentlyGentrifying
191,191,53033023801,"Census Tract 238.01, King County, Washington",Bellevue,8,50,201.0,66.4,2053.0,97674,52,1462.0,26.8,542800,147,546,99,0.57,2015,,-8.400000000000006,43400.0,NotEligibleForGentrification,false,NotCurrentlyGentrifying
192,192,53033023803,"Census Tract 238.03, King County, Washington",Bellevue,13,58,311.0,76.1,1870.0,96975,90,570.0,26.3,383100,18,3390,17,0.53,2015,,13.100000000000009,-91600.0,NotEligibleForGentrification,false,NotCurrentlyGentrifying
193,193,53033023804,"Census Tract 238.04, King County, Washington",Bellevue,7,63,242.0,69.8,2428.0,89479,73,594.0,27.8,441900,0,4409,81,0.56,2015,,-2.3999999999999986,-26700.0,NotEligibleForGentrification,false,NotCurrentlyGentrifying
194,194,53033023900,"Census Tract 239, King County, Washington",Bellevue,12,34,731.0,67.5,4801.0,117308,32,2523.0,24.1,857500,97,745,522,0.73,2015,,10.500000000000007,302200.0,HaveGentrified,true,HaveGentrified
195,195,53033024000,"Census Tract 240, King County, Washington",Bellevue,9,43,798.0,72.0,4995.0,107479,44,2876.0,29.4,807500,197,1203,541,0.6,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
203,203,53033024701,"Census Tract 247.01, King County, Washington",Bellevue,9,29,458.0,55.4,2313.0,83712,33,66.0,30.6,448200,81,304,267,0.59,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
206,206,53033024901,"Census Tract 249.01, King County, Washington",Bellevue,8,12,660.0,69.2,3652.0,135625,7,570.0,34.6,744000,0,49,508,0.48,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
207,207,53033024902,"Census Tract 249.02, King County, Washington",Bellevue,5,25,452.0,68.9,2732.0,102616,20,953.0,45.1,610100,7,91,318,0.59,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
208,208,53033024903,"Census Tract 249.03, King County, Washington",Bellevue,8,8,825.0,73.3,4316.0,152458,9,130.0,36.2,698700,30,20,779,0.53,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
210,210,53033025003,"Census Tract 250.03, King County, Washington",Bellevue,6,20,759.0,63.9,4881.0,126089,30,210.0,21.5,786000,92,807,765,0.62,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
212,212,53033025006,"Census Tract 250.06, King County, Washington",Bellevue,4,22,714.0,71.8,3210.0,148750,28,756.0,35.3,610200,39,604,448,0.61,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
356,356,53033032103,"Census Tract 321.03, King County, Washington",Issaquah,11,48,297.0,43.0,3025.0,64474,53,247.0,26.5,433900,195,826,360,0.8,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
357,357,53033032104,"Census Tract 321.04, King County, Washington",Issaquah,5,37,604.0,49.8,4441.0,82456,35,175.0,26.0,580800,17,1007,424,0.8,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
358,358,53033032203,"Census Tract 322.03, King County, Washington",Sammamish,6,12,1103.0,67.6,4139.0,125636,9,1081.0,37.3,632800,0,122,762,0.68,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
359,359,53033032207,"Census Tract 322.07, King County, Washington",Sammamish,3,16,502.0,66.1,2219.0,142470,7,871.0,58.6,414000,0,59,388,0.81,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
360,360,53033032208,"Census Tract 322.08, King County, Washington",Issaquah,8,48,895.0,62.4,5652.0,77226,41,241.0,33.6,502100,500,1812,519,0.73,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
361,361,53033032210,"Census Tract 322.10, King County, Washington",Issaquah,10,18,1732.0,65.5,5482.0,116732,29,75.0,15.7,509000,75,1154,531,0.63,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
362,362,53033032211,"Census Tract 322.11, King County, Washington",Sammamish,10,20,728.0,66.7,2981.0,117250,23,1663.0,35.7,459700,27,245,338,0.64,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
364,364,53033032213,"Census Tract 322.13, King County, Washington",Sammamish,6,15,645.0,69.6,2599.0,143585,6,396.0,0.0,580100,19,140,421,0.78,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
365,365,53033032214,"Census Tract 322.14, King County, Washington",Sammamish,5,12,1179.0,73.1,3656.0,156481,12,602.0,0.0,726100,0,142,533,0.57,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
366,366,53033032215,"Census Tract 322.15, King County, Washington",Issaquah,4,2,1030.0,83.1,2343.0,190900,7,91.0,6.8,495400,0,0,405,0.6,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
367,367,53033032307,"Census Tract 323.07, King County, Washington",Sammamish,5,23,818.0,51.3,3997.0,121402,10,248.0,59.2,436800,0,0,1036,0.87,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
368,368,53033032309,"Census Tract 323.09, King County, Washington",Redmond,15,54,660.0,77.2,3035.0,109469,80,103.0,19.6,580900,111,2924,136,0.53,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
369,369,53033032311,"Census Tract 323.11, King County, Washington",Sammamish,2,14,643.0,56.1,3854.0,149087,6,243.0,14.3,521700,0,0,927,0.88,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
370,370,53033032313,"Census Tract 323.13, King County, Washington",Sammamish,3,38,844.0,60.0,4262.0,96573,60,2484.0,20.0,610100,140,1245,310,0.32,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
371,371,53033032315,"Census Tract 323.15, King County, Washington",Issaquah,6,19,611.0,57.1,3511.0,131992,13,126.0,23.5,626700,0,0,797,0.85,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
372,372,53033032316,"Census Tract 323.16, King County, Washington",Sammamish,4,14,818.0,77.9,3271.0,164599,10,1460.0,31.3,563300,0,0,558,0.74,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
373,373,53033032317,"Census Tract 323.17, King County, Washington",Sammamish,3,8,935.0,71.5,3691.0,138854,17,252.0,18.8,549300,0,240,564,0.81,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
374,374,53033032318,"Census Tract 323.18, King County, Washington",Sammamish,8,14,983.0,77.8,3196.0,153098,12,189.0,14.9,442700,31,79,397,0.63,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
376,376,53033032320,"Census Tract 323.20, King County, Washington",Redmond,4,14,536.0,59.3,2488.0,149519,3,222.0,0.0,706600,0,0,789,0.87,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
379,379,53033032323,"Census Tract 323.23, King County, Washington",Redmond,4,29,754.0,70.9,3511.0,119773,31,110.0,26.1,406900,22,623,277,0.72,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
380,380,53033032324,"Census Tract 323.24, King County, Washington",Redmond,5,43,464.0,45.0,3436.0,86600,44,86.0,20.5,399700,157,757,454,0.66,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
381,381,53033032325,"Census Tract 323.25, King County, Washington",Redmond,10,41,474.0,64.4,3507.0,107727,51,689.0,25.8,707900,469,916,176,0.56,2015,,,,NotEligibleForGentrification,,NotCurrentlyGentrifying
394,394,53033000100,"Census Tract 1, King County, Washington",Seattle,22,59,,46.9,,47518,71,347.0,625.0,497300,111,1967,290,0.58,2010,537084.0,,,None,,None
395,395,53033000200,"Census Tract 2, King County, Washington",Seattle,15,48,,49.3,,54797,44,761.0,554.0,358700,160,1433,398,0.7,2010,387396.0,,,None,,None
396,396,53033000300,"Census Tract 3, King County, Washington",Seattle,15,37,,38.0,,61966,24,129.0,191.0,346500,0,81,182,0.73,2010,374220.0,,,None,,None
397,397,53033000401,"Census Tract 4.01, King County, Washington",Seattle,9,63,,29.6,,35095,70,0.0,675.0,342100,88,2325,195,0.62,2010,369468.0,,,None,,None
398,398,53033000402,"Census Tract 4.02, King County, Washington",Seattle,15,50,,40.8,,45183,57,,598.0,387400,0,1073,188,0.75,2010,418392.0,,,None,,None
399,399,53033000500,"Census Tract 5, King County, Washington",Seattle,5,21,,62.3,,110125,2,,0.0,596100,0,0,441,0.8,2010,643788.0,,,None,,None
400,400,53033000600,"Census Tract 6, King County, Washington",Seattle,19,52,,37.0,,56944,38,,352.0,366500,85,1167,485,0.55,2010,395820.0,,,None,,None
401,401,53033000700,"Census Tract 7, King County, Washington",Seattle,23,49,,52.5,,44144,68,,797.0,367800,78,1371,230,0.59,2010,397224.0,,,None,,None
402,402,53033000800,"Census Tract 8, King County, Washington",Seattle,19,39,,48.9,,64113,22,,139.0,404200,0,42,243,0.78,2010,436536.0,,,None,,None
403,403,53033000900,"Census Tract 9, King County, Washington",Seattle,11,38,,68.8,,86576,27,,118.0,686600,0,67,227,0.81,2010,741528.0,,,None,,None
404,404,53033001000,"Census Tract 10, King County, Washington",Seattle,11,34,,60.7,,70200,34,,89.0,424000,56,158,83,0.73,2010,457920.00000000006,,,None,,None
405,405,53033001100,"Census Tract 11, King County, Washington",Seattle,15,38,,64.4,,79250,36,,169.0,431900,38,151,173,0.72,2010,466452.00000000006,,,None,,None
406,406,53033001200,"Census Tract 12, King County, Washington",Seattle,29,69,,40.7,,37392,79,,1089.0,315000,146,2693,169,0.58,2010,340200.0,,,None,,None
407,407,53033001300,"Census Tract 13, King County, Washington",Seattle,18,60,,36.7,,40481,70,,535.0,356700,120,1123,137,0.56,2010,385236.0,,,None,,None
408,408,53033001400,"Census Tract 14, King County, Washington",Seattle,13,47,,40.8,,64052,39,,361.0,410300,45,572,297,0.77,2010,443124.00000000006,,,None,,None
409,409,53033001500,"Census Tract 15, King County, Washington",Seattle,6,39,,62.7,,89438,15,,69.0,594200,0,84,244,0.94,2010,641736.0,,,None,,None
410,410,53033001600,"Census Tract 16, King County, Washington",Seattle,10,34,,56.2,,83913,17,,131.0,592600,19,195,267,0.86,2010,640008.0,,,None,,None
411,411,53033001701,"Census Tract 17.01, King County, Washington",Seattle,17,64,,60.1,,55052,45,,343.0,347900,85,1010,208,0.58,2010,375732.0,,,None,,None
412,412,53033001702,"Census Tract 17.02, King County, Washington",Seattle,15,38,,37.6,,53646,45,,270.0,377400,119,483,238,0.66,2010,407592.0,,,None,,None
413,413,53033001800,"Census Tract 18, King County, Washington",Seattle,19,66,,66.2,,73870,58,,538.0,376800,156,698,131,0.77,2010,406944.0,,,None,,None
414,414,53033001900,"Census Tract 19, King County, Washington",Seattle,17,48,,56.5,,63924,36,,256.0,403700,63,598,186,0.74,2010,435996.0,,,None,,None
415,415,53033002000,"Census Tract 20, King County, Washington",Seattle,18,45,,66.1,,65875,34,,239.0,422700,36,355,149,0.79,2010,456516.00000000006,,,None,,None
416,416,53033002100,"Census Tract 21, King County, Washington",Seattle,22,46,,67.2,,74191,26,,177.0,432200,73,262,344,0.7,2010,466776.00000000006,,,None,,None
417,417,53033002200,"Census Tract 22, King County, Washington",Seattle,12,28,,70.5,,101275,17,,188.0,612000,0,210,391,0.79,2010,660960.0,,,None,,None
418,418,53033002400,"Census Tract 24, King County, Washington",Seattle,18,42,,75.5,,83200,34,,230.0,499500,79,213,117,0.81,2010,539460.0,,,None,,None
419,419,53033002500,"Census Tract 25, King County, Washington",Seattle,24,41,,75.8,,100266,26,,165.0,478700,35,76,248,0.78,2010,516996.00000000006,,,None,,None
420,420,53033002600,"Census Tract 26, King County, Washington",Seattle,22,47,,75.2,,100102,26,,282.0,518200,49,272,241,0.83,2010,559656.0,,,None,,None
421,421,53033002700,"Census Tract 27, King County, Washington",Seattle,19,45,,72.4,,89281,28,,436.0,540500,79,393,327,0.77,2010,583740.0,,,None,,None
422,422,53033002800,"Census Tract 28, King County, Washington",Seattle,23,55,,70.7,,62385,42,,296.0,464800,106,507,240,0.81,2010,501984.00000000006,,,None,,None
423,423,53033002900,"Census Tract 29, King County, Washington",Seattle,20,45,,66.8,,91156,29,,109.0,469400,11,338,184,0.87,2010,506952.00000000006,,,None,,None
424,424,53033003000,"Census Tract 30, King County, Washington",Seattle,13,47,,62.8,,83226,25,,305.0,464300,125,200,308,0.89,2010,501444.00000000006,,,None,,None
425,425,53033003100,"Census Tract 31, King County, Washington",Seattle,14,38,,63.6,,80167,14,,197.0,512300,8,218,597,0.89,2010,553284.0,,,None,,None
