,Id,Geography,neighborhood,city,year,total population,total households,median house value,percent public transportation,percent white not hispanic,median income,median family income,percent nonfamily household,median gross rent,median_contract_rent,percent renter-occupied housing units,monthly housing costs 30+ percent of renter householdhold income,rent 35-39.9 percent of household income,rent 40-49.9 percent of household income,rent 50 percent of household income,not computed rent as percent of household income,3-4 dwelling units,5+ dwelling units,3+ vehicles available,percent bachelors degree or higher,bachelor deg 25yr+,percent bachelor deg 25yr+,children under18 in family household,children under18 in married household,"household income 20,000-29,999","household income 30,000-39,999","household income 40,000-49,999","household income 50,000-59,999","household income 60,000-74,999","household income 75,000-99,999","household income 100,000-124,999","household income 125,000-149,999","household income 150,000-199,999","household income 200,000+",total count household income,total population 25yr+,total female 25-29yr,total female 30-39yr,total female 40-49yr,total female 50-59yr,total female 60-64yr,total female 65-69yr,total female 70yr+,total male 25-29yr,total male 30-39yr,total male 40-49yr,total male 50-59yr,total male 60-64yr,total male 65-69yr,total male 70yr+,inflation_adj_median_house_value,increase_in_edu_attainment_2015,increase_in_house_value_2015,def_1,increase_in_rent_2015,increase_in_home_price_distribution_2015,def_2
86,53033004302,"Census Tract 43.02, King County, Washington",Ravenna,Seattle,2015,3703,1440,439100,0.249182472,0.6170672429999999,18908,47548,0.8534722220000001,1015,958.0,0.918055556,26.0,53,138,532,222,102,1357,55,71.4,449,0.398756661,88,34,179,97,115,60,85,95,26,17,8,0,1440,1126,104,86,53,24,29,61,193,208,109,77,62,24,33,63,474228.00000000006,0.3999999999999986,-196668.0,NotEligibleForGentrification,303.0,false,CurrentlyGentrifying
87,53033004302,"Census Tract 43.02, King County, Washington",Ravenna,Seattle,2010,3140,1202,0,0.195183777,0.73089172,16434,106,0.9118136440000001,898,886.0,0.985856905,358.0,115,154,657,37,138,1090,67,58.6,158,0.249605055,77,17,194,204,18,27,84,22,12,0,0,0,1202,633,138,88,0,33,11,45,64,112,39,31,26,0,0,46,0.0,8.800000000000004,-1944.0,None,143.0,false,None
88,53033004400,"Census Tract 44, King County, Washington",Ravenna,Seattle,2015,6607,2382,592800,0.266437572,0.761313758,50500,126875,0.7296389590000001,1137,1063.0,0.750209908,25.4,64,86,684,15,235,1317,346,78.4,1591,0.464661215,376,340,146,210,203,181,191,91,227,95,206,206,2382,3424,596,262,262,103,102,86,216,662,348,311,220,130,0,126,640224.0,15.4,37476.0,HaveGentrified,182.0,false,NotCurrentlyGentrifying
89,53033004400,"Census Tract 44, King County, Washington",Ravenna,Seattle,2010,6387,2459,627500,0.180344478,0.7887897290000001,47299,819,0.66693778,875,803.0,0.6921512809999999,475.0,155,83,639,40,122,1182,262,74.9,949,0.35318198700000003,505,505,305,155,195,245,166,183,97,126,169,224,2459,2687,295,265,231,212,60,50,71,534,272,287,249,35,56,70,677700.0,17.6,18576.0,None,228.0,false,None
90,53033004500,"Census Tract 45, King County, Washington",Wallingford,Seattle,2015,3052,1015,504100,0.29128672699999997,0.79259502,88914,108333,0.5073891629999999,1540,1364.0,0.384236453,23.4,31,26,66,0,27,33,201,70.8,848,0.409266409,339,323,18,87,78,68,71,159,93,51,122,183,1015,2072,169,222,235,119,68,32,71,309,301,260,189,36,28,33,544428.0,1.8000000000000043,-64476.00000000006,NotEligibleForGentrification,60.0,false,NotCurrentlyGentrifying
91,53033004500,"Census Tract 45, King County, Washington",Wallingford,Seattle,2010,2782,975,532400,0.17560700199999998,0.8486700220000001,96250,485,0.502564103,1733,1578.0,0.407179487,314.0,32,0,133,13,0,45,256,69.6,667,0.33686868700000006,309,226,19,97,89,35,63,141,88,138,142,107,975,1980,315,290,103,124,79,7,46,238,403,120,187,25,25,18,574992.0,10.600000000000001,77004.0,None,220.0,true,None
92,53033004600,"Census Tract 46, King County, Washington",Wallingford,Seattle,2015,3464,1420,643200,0.160395108,0.8360277140000001,113906,128750,0.384507042,1643,1583.0,0.31760563399999997,20.2,13,23,54,9,63,135,187,80.1,1125,0.43469860899999996,651,547,78,57,120,46,119,152,139,122,194,309,1420,2588,153,382,263,251,121,83,85,165,379,283,183,77,29,134,694656.0,6.200000000000003,7668.0,NotEligibleForGentrification,153.0,false,NotCurrentlyGentrifying
93,53033004600,"Census Tract 46, King County, Washington",Wallingford,Seattle,2010,3079,1429,615600,0.072988812,0.825267944,100950,733,0.487053884,999,916.0,0.319104269,277.0,82,13,31,48,53,200,126,75.5,897,0.38647134899999996,484,416,98,111,93,80,126,101,189,164,213,158,1429,2321,126,300,257,322,98,45,61,171,211,293,234,101,29,73,664848.0,9.300000000000004,-43200.0,None,375.0,false,None
94,53033004700,"Census Tract 47, King County, Washington",Queen Anne,Seattle,2015,8395,4922,427200,0.22184124800000002,0.817867778,72396,97917,0.680617635,1290,1243.0,0.7939861840000001,28.0,444,409,271,216,286,3947,23,64.7,2991,0.40099209,656,505,309,492,369,383,584,690,554,471,278,268,4922,7459,1045,1293,391,313,81,114,471,888,1541,540,400,70,92,220,461376.00000000006,4.699999999999999,-118260.0,NotEligibleForGentrification,238.0,false,NotCurrentlyGentrifying
95,53033004700,"Census Tract 47, King County, Washington",Queen Anne,Seattle,2010,5764,3463,354900,0.24033613399999998,0.7964954890000001,54002,979,0.717297141,943,881.0,0.728270286,1173.0,200,124,330,165,346,2429,313,56.1,2135,0.447776846,381,251,376,279,375,426,333,511,313,87,129,132,3463,4768,376,581,398,252,160,62,320,705,769,521,283,151,74,116,383292.0,8.0,36288.0,None,340.0,false,None
96,53033004800,"Census Tract 48, King County, Washington",Phinney Ridge,Seattle,2015,4772,2115,535100,0.214607755,0.8891450129999999,93155,113250,0.543735225,1487,1370.0,0.424586288,10.7,0,70,91,48,220,352,427,72.8,1795,0.44863784100000004,605,566,41,144,116,136,152,373,377,207,214,213,2115,4001,400,728,287,177,192,60,57,437,690,433,216,142,101,81,577908.0,2.299999999999997,-47736.0,NotEligibleForGentrification,174.0,false,NotCurrentlyGentrifying
97,53033004800,"Census Tract 48, King County, Washington",Phinney Ridge,Seattle,2010,4597,2186,494600,0.21297894399999998,0.863824233,79563,1024,0.531564501,1130,1028.0,0.392955169,499.0,119,19,186,32,322,186,223,63.6,1612,0.45485327299999995,750,584,49,78,242,380,87,336,277,178,211,132,2186,3544,316,538,409,278,47,11,161,353,482,420,341,46,73,69,534168.0,5.0,60588.0,None,86.0,false,None
98,53033004900,"Census Tract 49, King County, Washington",Wallingford,Seattle,2015,6923,3627,510500,0.326676714,0.8236313740000001,71809,107419,0.6945133720000001,1187,1076.0,0.76509512,27.9,144,236,256,14,231,2119,249,77.4,2919,0.526990431,560,456,172,340,430,233,619,415,279,382,297,289,3627,5539,1024,1017,240,278,89,30,124,746,1063,366,306,50,85,121,551340.0,3.299999999999997,-22464.0,NotEligibleForGentrification,217.0,false,NotCurrentlyGentrifying
99,53033004900,"Census Tract 49, King County, Washington",Wallingford,Seattle,2010,5736,3535,483900,0.26680244399999997,0.8594839609999999,59022,768,0.7827439890000001,948,893.0,0.7125884020000001,1026.0,223,134,370,17,381,2102,210,75.6,2467,0.519259103,371,285,233,460,368,322,562,422,255,123,184,191,3535,4751,711,584,365,275,78,62,90,671,810,527,312,135,86,45,522612.00000000006,4.799999999999997,12636.0,None,257.0,false,None
100,53033005000,"Census Tract 50, King County, Washington",Wallingford,Seattle,2015,3695,1890,562300,0.267350158,0.863328823,65625,114125,0.631216931,1242,1192.0,0.711640212,37.7,105,103,276,0,166,1155,102,77.4,1398,0.47181910200000005,432,285,254,147,114,153,226,224,200,164,117,142,1890,2963,445,419,229,182,79,42,143,332,413,309,160,54,63,93,607284.0,4.799999999999997,-23112.0,NotEligibleForGentrification,20.0,false,NotCurrentlyGentrifying
101,53033005000,"Census Tract 50, King County, Washington",Wallingford,Seattle,2010,4313,1849,561500,0.18379790899999998,0.82100626,55378,588,0.681990265,1004,944.0,0.705786912,553.0,86,68,308,13,138,1097,128,56.3,1170,0.35433070899999997,451,263,153,199,180,162,115,195,134,126,210,98,1849,3302,288,301,177,325,81,9,182,458,403,414,218,330,70,46,606420.0,6.1000000000000085,1836.0,None,508.0,false,None
102,53033005100,"Census Tract 51, King County, Washington",Wallingford,Seattle,2015,3726,1640,649000,0.164746052,0.819645733,99083,129632,0.435365854,1388,1240.0,0.360365854,34.1,105,39,39,32,95,269,183,77.4,1052,0.374244041,661,538,75,105,86,58,197,216,157,175,216,261,1640,2811,160,364,278,275,99,117,83,139,331,414,236,185,70,60,700920.0,2.0,-24084.0,NotEligibleForGentrification,60.0,false,NotCurrentlyGentrifying
103,53033005100,"Census Tract 51, King County, Washington",Wallingford,Seattle,2010,3437,1649,640500,0.125057261,0.848414315,82829,720,0.56337174,1085,1001.0,0.37537901799999995,257.0,87,25,77,20,255,268,201,78.2,1099,0.40688633799999996,581,538,135,124,127,94,100,210,91,127,218,212,1649,2701,228,326,261,276,101,63,87,227,438,320,171,93,44,66,691740.0,7.899999999999999,-89208.00000000006,None,16.0,false,None
104,53033005200,"Census Tract 52, King County, Washington",Wallingford,Seattle,2015,6644,2865,450500,0.27646590600000004,0.57269717,38487,119427,0.738568935,1250,1210.0,0.757417103,21.7,119,110,964,160,167,1979,187,69.0,1174,0.36802507799999995,566,440,216,104,325,88,110,199,244,142,102,211,2865,3190,437,287,333,114,113,27,178,351,642,235,233,87,60,93,486540.00000000006,3.9999999999999964,-19440.0,NotEligibleForGentrification,400.0,false,NotCurrentlyGentrifying
105,53033005200,"Census Tract 52, King County, Washington",Wallingford,Seattle,2010,6347,2915,445700,0.30201685,0.621711045,36563,643,0.77941681,1102,1025.0,0.747855918,796.0,81,223,875,52,167,1993,175,69.4,1044,0.372724027,444,400,293,450,131,121,327,222,144,102,80,143,2915,2801,543,396,150,80,102,20,94,377,413,176,238,68,50,94,481356.00000000006,5.200000000000003,14904.0,None,186.0,false,None
106,53033005301,"Census Tract 53.01, King County, Washington",University District,Seattle,2015,7377,2678,145000,0.349520978,0.513352311,12269,50511,0.892083645,1020,930.0,0.967886482,20.4,153,102,1371,390,61,2708,81,47.5,451,0.234164071,44,18,310,123,162,151,52,126,75,13,0,15,2678,1926,324,214,106,101,42,5,83,433,185,177,110,73,0,73,156600.0,5.5,68796.00000000006,EligibleForGentrification,192.0,true,HaveGentrified
107,53033005301,"Census Tract 53.01, King County, Washington",University District,Seattle,2010,7011,2627,225000,0.281564246,0.661531878,17186,290,0.8896079179999999,783,750.0,0.9828701940000001,690.0,173,195,1272,216,40,2631,126,65.2,899,0.437682571,61,0,481,89,104,122,215,103,65,21,0,31,2627,2054,270,162,168,53,0,0,14,342,272,205,215,168,35,150,243000.00000000003,7.299999999999997,-18144.0,None,272.0,false,None
108,53033005302,"Census Tract 53.02, King County, Washington",Bryant,Seattle,2015,5178,126,0,0.194132873,0.47161066,0,0,0.8888888890000001,1095,1095.0,0.968253968,18.0,0,9,57,29,4,99,0,66.1,94,0.398305085,0,0,17,0,14,12,0,5,0,9,0,0,126,236,37,41,0,19,13,0,7,55,22,7,23,12,0,0,0.0,-1.1000000000000014,-5616.0,EligibleForGentrification,153.0,false,NotCurrentlyGentrifying
109,53033005302,"Census Tract 53.02, King County, Washington",Bryant,Seattle,2010,5392,156,1000001,0.146014735,0.548961424,5000,10,0.935897436,886,886.0,0.935897436,9.0,0,0,87,38,0,170,0,68.1,88,0.475675676,0,0,0,0,0,0,0,0,0,0,0,19,156,185,29,0,0,0,9,0,0,69,37,0,32,0,0,9,1080001.08,-0.30000000000000426,-50220.0,None,460.0,false,None
110,53033005400,"Census Tract 54, King County, Washington",East Queen Anne,Seattle,2015,5022,2766,460400,0.231015188,0.795898049,84728,123102,0.669920463,1339,1238.0,0.54483008,28.9,106,101,181,34,269,1178,185,78.8,1892,0.469478908,572,366,150,144,270,264,291,371,319,168,411,245,2766,4030,841,514,193,251,101,39,139,367,805,277,185,161,116,41,497232.00000000006,-2.1000000000000014,-42984.0,NotEligibleForGentrification,376.0,false,NotCurrentlyGentrifying
111,53033005400,"Census Tract 54, King County, Washington",East Queen Anne,Seattle,2010,4238,2437,471900,0.221192053,0.8482774890000001,63621,860,0.647107099,1134,1060.0,0.597866229,727.0,137,99,138,49,267,1305,145,78.7,1429,0.43003310299999997,431,271,220,251,293,214,373,258,329,127,78,139,2437,3323,410,542,304,267,51,46,24,384,662,367,195,21,29,21,509652.00000000006,2.5,-58752.00000000006,None,317.0,false,None
112,53033005600,"Census Tract 56, King County, Washington",Southeast Magnolia,Seattle,2015,6424,2565,714400,0.104860186,0.865348692,157292,173667,0.238986355,2432,2025.0,0.078362573,22.5,12,16,50,21,0,0,483,76.9,1820,0.380196365,1421,1320,48,88,80,101,113,178,210,174,522,893,2565,4787,87,351,482,601,361,200,428,79,287,514,525,358,153,361,771552.0,9.799999999999997,-19980.0,NotEligibleForGentrification,92.0,false,NotCurrentlyGentrifying
113,53033005600,"Census Tract 56, King County, Washington",Southeast Magnolia,Seattle,2010,6430,2687,804800,0.075888569,0.911197512,138472,1897,0.294008188,2001,1958.0,0.083736509,71.0,29,10,46,50,0,0,463,75.8,1995,0.42097488899999996,1517,1419,112,66,111,69,119,300,348,231,390,813,2687,4739,82,328,699,622,259,150,331,35,270,597,604,260,304,198,869184.0,9.600000000000001,-47412.0,None,135.0,false,None
114,53033005700,"Census Tract 57, King County, Washington",Southeast Magnolia,Seattle,2015,6633,2741,605300,0.152336988,0.82963968,90951,107404,0.394016782,1326,1215.0,0.366289675,27.3,78,80,134,46,100,551,456,67.5,1905,0.400546678,1418,1159,63,142,311,162,174,414,234,249,452,368,2741,4756,284,474,403,584,238,218,221,198,452,407,523,283,195,276,653724.0,-7.800000000000004,-47412.0,NotEligibleForGentrification,47.0,false,NotCurrentlyGentrifying
115,53033005700,"Census Tract 57, King County, Washington",Southeast Magnolia,Seattle,2010,6388,2944,592300,0.191748983,0.838447088,88828,1469,0.501019022,1050,952.0,0.284307065,381.0,28,47,196,13,0,538,374,70.1,1892,0.418306434,1327,1149,183,161,124,278,275,291,438,260,279,380,2944,4523,192,390,582,544,121,54,396,95,523,663,554,106,80,223,639684.0,9.8,-7992.0,None,7.0,false,None
116,53033005801,"Census Tract 58.01, King County, Washington",Queen Anne,Seattle,2015,5212,2613,459200,0.181551116,0.7173829620000001,66563,95750,0.645235362,1269,1137.0,0.599693838,37.2,161,82,235,67,162,1513,194,55.8,1645,0.41166166200000004,739,531,266,166,256,263,424,399,160,178,163,153,2613,3996,287,582,405,232,221,52,186,294,651,443,316,96,120,111,495936.00000000006,28.300000000000004,-16740.0,NotEligibleForGentrification,-52.0,false,NotCurrentlyGentrifying
117,53033005801,"Census Tract 58.01, King County, Washington",Queen Anne,Seattle,2010,4946,2733,408600,0.20374348,0.837040032,57993,1095,0.599341383,1063,983.0,0.611416026,914.0,19,194,239,90,157,1671,189,60.6,1543,0.39788550799999994,624,512,264,423,285,338,366,373,231,109,32,164,2733,3878,438,580,348,324,139,54,207,385,395,498,280,74,45,111,441288.0,-7.300000000000001,-54432.0,None,266.0,false,None
118,53033005802,"Census Tract 58.02, King County, Washington",Lower Queen Anne,Seattle,2015,5216,2701,470700,0.168548609,0.740030675,62639,91094,0.687893373,1301,1208.0,0.627545354,27.8,96,178,189,47,365,1522,194,68.2,1839,0.434135977,561,318,143,384,355,246,286,319,209,140,146,294,2701,4236,571,666,391,250,152,141,237,580,516,252,189,71,49,171,508356.00000000006,-8.8,8748.0,NotEligibleForGentrification,-103.0,false,NotCurrentlyGentrifying
119,53033005802,"Census Tract 58.02, King County, Washington",Lower Queen Anne,Seattle,2010,4411,2568,508000,0.17706919899999998,0.799365223,60972,886,0.654984424,961,873.0,0.568535826,521.0,93,164,212,38,293,1351,94,61.9,1474,0.40684515600000004,497,403,172,248,286,334,263,350,147,140,188,210,2568,3623,282,472,323,279,118,58,290,276,514,497,253,74,66,121,548640.0,6.599999999999998,18360.0,None,219.0,false,None
120,53033005900,"Census Tract 59, King County, Washington",West Queen Anne,Seattle,2015,7705,2658,671100,0.070869565,0.811421155,87667,160890,0.468021068,1275,1165.0,0.427765237,40.5,132,12,324,0,120,725,370,77.5,1728,0.408703879,879,790,123,185,125,171,273,351,242,59,260,658,2658,4228,311,449,343,470,182,129,190,411,507,448,355,169,143,121,724788.0,5.899999999999999,11556.0,NotEligibleForGentrification,81.0,false,NotCurrentlyGentrifying
121,53033005900,"Census Tract 59, King County, Washington",West Queen Anne,Seattle,2010,7188,2713,632700,0.180008654,0.859905398,69953,1270,0.5318835239999999,1050,973.0,0.474751198,451.0,0,38,255,63,245,703,252,64.1,1366,0.33211767600000003,827,674,221,192,157,183,363,386,272,123,275,258,2713,4113,263,452,441,408,181,97,251,314,485,516,398,127,43,137,683316.0,4.5,-8424.0,None,-114.0,false,None
122,53033006000,"Census Tract 60, King County, Washington",Westlake,Seattle,2015,5564,2492,576500,0.237923017,0.8540618259999999,96538,160104,0.589085072,1644,1514.0,0.47471910100000003,32.0,40,174,121,0,269,1035,262,73.4,1485,0.361050328,661,612,93,68,145,210,196,457,197,376,188,480,2492,4113,364,584,316,302,172,192,239,369,486,368,305,158,126,132,622620.0,-5.899999999999999,-63396.0,NotEligibleForGentrification,-65.0,false,NotCurrentlyGentrifying
123,53033006000,"Census Tract 60, King County, Washington",Westlake,Seattle,2010,4750,2350,650600,0.14386211699999998,0.823789474,77708,1051,0.552765957,1052,1024.0,0.451489362,445.0,51,29,110,54,248,1244,159,70.4,1416,0.380849919,646,646,125,186,194,139,264,394,223,165,209,234,2350,3718,211,552,255,330,178,94,279,184,459,359,272,186,70,289,702648.0,-7.299999999999997,-43092.0,None,260.0,false,None
124,53033006100,"Census Tract 61, King County, Washington",Broadway,Seattle,2015,5219,2925,637800,0.205256242,0.813182602,76980,140147,0.6526495729999999,1298,1208.0,0.622905983,31.8,256,155,170,54,290,1478,181,78.6,1994,0.48515815100000004,441,361,117,165,267,259,427,391,329,178,266,369,2925,4110,461,608,273,318,88,170,191,424,655,301,211,132,85,193,688824.0,2.6999999999999993,-68904.0,NotEligibleForGentrification,131.0,false,NotCurrentlyGentrifying
125,53033006100,"Census Tract 61, King County, Washington",Broadway,Seattle,2010,4794,2768,618100,0.243220097,0.8644138509999999,67984,896,0.676300578,1099,984.0,0.5997109829999999,829.0,248,130,138,98,302,1518,96,70.2,1857,0.47155916700000006,254,198,171,180,341,328,338,425,102,136,175,393,2768,3938,546,388,230,393,154,153,121,416,586,322,302,86,104,137,667548.0,-6.5,-18036.0,None,93.0,false,None
126,53033006200,"Census Tract 62, King County, Washington",Broadway,Seattle,2015,4063,1594,772800,0.208619899,0.8279596359999999,131429,155547,0.304265997,1449,1439.0,0.19573400300000002,21.8,0,10,64,26,10,150,201,83.9,960,0.327868852,818,658,43,69,82,33,142,177,147,201,198,462,1594,2928,95,341,286,307,144,144,157,85,342,219,303,160,206,139,834624.0,1.0,31752.0,NotEligibleForGentrification,282.0,false,NotCurrentlyGentrifying
127,53033006200,"Census Tract 62, King County, Washington",Broadway,Seattle,2010,4195,1581,791700,0.162846803,0.8555423120000001,130820,1091,0.309930424,1882,1722.0,0.170777989,122.0,0,22,43,0,11,89,332,79.3,1073,0.358622995,861,739,54,64,83,35,109,159,222,115,164,533,1581,2992,243,258,328,339,144,57,212,126,251,384,336,133,69,112,855036.0,8.400000000000002,-72036.0,None,-434.0,false,None
128,53033006300,"Census Tract 63, King County, Washington",Central District,Seattle,2015,4988,2478,1050700,0.108312343,0.844226143,132000,201333,0.455205811,1420,1358.0,0.38740920100000004,21.6,37,55,138,54,112,1151,298,78.6,1408,0.3599182,854,744,70,141,100,245,150,159,190,147,368,754,2478,3912,121,288,330,291,246,281,436,56,226,490,214,241,191,501,1134756.0,3.3999999999999986,-1512.0,NotEligibleForGentrification,5.0,false,NotCurrentlyGentrifying
129,53033006300,"Census Tract 63, King County, Washington",Central District,Seattle,2010,5190,2723,964300,0.099727308,0.905009634,90699,1193,0.561880279,1305,1223.0,0.46309217799999997,690.0,129,41,267,76,52,1418,421,79.4,1763,0.438557214,928,799,217,237,261,153,152,246,280,234,187,588,2723,4020,305,261,519,385,240,91,532,230,214,380,254,254,74,281,1041444.0000000001,-3.6999999999999993,-61236.0,None,38.0,false,None
130,53033006400,"Census Tract 64, King County, Washington",Broadway,Seattle,2015,3341,1288,879600,0.144205558,0.8662077220000001,154868,183889,0.35093167700000005,1836,1723.0,0.224378882,21.5,21,9,12,17,23,99,158,83.1,1021,0.41571661200000004,802,700,0,35,29,28,52,95,179,124,203,485,1288,2456,157,233,336,219,127,87,104,91,273,273,276,112,56,112,949968.0000000001,9.600000000000001,-29484.0,NotEligibleForGentrification,-232.0,false,NotCurrentlyGentrifying
131,53033006400,"Census Tract 64, King County, Washington",Broadway,Seattle,2010,3322,1278,841500,0.155984118,0.852197471,110547,866,0.322378717,1208,1152.0,0.274647887,145.0,0,20,34,20,58,111,201,74.1,814,0.336224701,717,648,42,85,39,89,124,116,265,61,162,283,1278,2421,58,251,263,263,108,54,106,120,212,434,256,117,54,125,908820.0000000001,8.300000000000004,-113615.99999999994,None,79.0,false,None
132,53033006500,"Census Tract 65, King County, Washington",Broadway,Seattle,2015,4449,2434,833600,0.1496761,0.895482131,98617,152778,0.625308135,1387,1307.0,0.5698438779999999,20.8,50,116,156,13,190,1246,154,73.6,1164,0.320926385,584,566,105,146,150,121,213,346,236,208,177,570,2434,3627,197,574,106,256,128,75,101,308,619,480,359,124,158,142,900288.0000000001,,,NotEligibleForGentrification,,,NotCurrentlyGentrifying
133,53033006500,"Census Tract 65, King County, Washington",Broadway,Seattle,2010,3798,2171,765200,0.21452266899999997,0.804107425,72863,700,0.677567941,980,925.0,0.497466605,387.0,41,74,198,24,102,1249,148,73.9,1259,0.393806694,321,288,142,239,133,203,185,278,178,78,218,307,2171,3197,275,337,219,341,92,137,50,288,502,483,208,123,66,76,826416.0,,,None,,,None
134,53033006600,"Census Tract 66, King County, Washington",Broadway,Seattle,2015,3585,2167,472900,0.26191316600000003,0.748953975,82154,101949,0.734656207,1427,1378.0,0.8089524690000001,28.0,61,92,361,19,304,1659,0,75.1,1376,0.446753247,216,98,74,121,180,195,178,392,274,169,160,221,2167,3080,226,424,80,327,43,46,84,641,671,334,75,31,14,84,510732.00000000006,,,NotEligibleForGentrification,,,NotCurrentlyGentrifying
135,53033006600,"Census Tract 66, King County, Washington",Broadway,Seattle,2010,3070,2110,550600,0.233877902,0.8172638440000001,62258,427,0.797630332,970,911.0,0.7706161140000001,691.0,66,52,157,114,114,1646,101,68.6,1214,0.450965825,102,30,166,277,127,274,270,374,127,80,101,131,2110,2692,483,411,136,149,57,48,104,445,472,61,207,0,37,82,594648.0,,,None,,,None
136,53033006700,"Census Tract 67, King County, Washington",Westlake,Seattle,2015,7600,4254,401300,0.212326262,0.6855263159999999,88719,110881,0.688058298,1538,1437.0,0.6934649740000001,23.8,244,171,279,15,257,3660,126,72.5,2585,0.39904291399999997,549,540,178,196,321,342,474,645,594,483,537,290,4254,6478,593,895,343,395,182,114,354,1353,1060,415,246,181,95,252,433404.0,,,NotEligibleForGentrification,,,NotCurrentlyGentrifying
137,53033006700,"Census Tract 67, King County, Washington",Westlake,Seattle,2010,6328,3809,431500,0.23681797300000001,0.7476295829999999,65963,1027,0.730375427,1189,1145.0,0.6151220789999999,987.0,146,113,433,40,244,3155,157,68.7,2559,0.47040441200000005,458,367,185,297,415,364,479,625,444,147,126,336,3809,5440,829,725,394,296,100,146,304,528,928,504,378,132,34,142,466020.00000000006,,,None,,,None
138,53033006800,"Census Tract 68, King County, Washington",East Queen Anne,Seattle,2015,3206,1394,766200,0.14718384699999998,0.852776045,98750,156786,0.49641319899999997,1373,1324.0,0.530846485,21.1,26,44,66,9,161,545,150,77.4,1112,0.476843911,674,598,47,106,38,145,112,167,142,89,180,286,1394,2332,202,246,239,245,75,66,84,189,320,256,197,105,69,39,827496.0,,,NotEligibleForGentrification,,,NotCurrentlyGentrifying
139,53033006800,"Census Tract 68, King County, Washington",East Queen Anne,Seattle,2010,2652,1229,725700,0.188055909,0.90158371,92083,649,0.47192839700000005,1150,1110.0,0.429617575,303.0,22,57,38,0,156,272,98,79.0,818,0.41167589299999996,554,518,100,82,43,127,84,163,204,105,68,173,1229,1987,165,316,168,213,17,87,14,122,236,312,179,62,15,81,783756.0,,,None,,,None
140,53033006900,"Census Tract 69, King County, Washington",Lower Queen Anne,Seattle,2015,4727,2186,717300,0.165869805,0.871377195,100172,145040,0.5,1338,1227.0,0.46706312899999997,33.6,93,46,139,38,284,783,166,73.6,1564,0.42534675,824,795,186,157,210,149,107,153,193,253,209,440,2186,3677,280,507,303,353,204,119,203,253,393,346,306,166,58,186,774684.0,,,NotEligibleForGentrification,,,NotCurrentlyGentrifying
141,53033006900,"Census Tract 69, King County, Washington",Lower Queen Anne,Seattle,2010,3965,2048,644900,0.158361486,0.8325346779999999,78559,817,0.601074219,1079,955.0,0.391601563,256.0,29,49,190,27,176,806,288,66.7,956,0.3248386,719,544,152,230,81,210,123,206,185,119,285,296,2048,2943,257,354,247,312,173,56,118,156,363,332,379,64,55,77,696492.0,,,None,,,None
142,53033007000,"Census Tract 70, King County, Washington",East Queen Anne,Seattle,2015,7503,5116,402000,0.282114437,0.768492603,67572,127210,0.764464425,1070,1011.0,0.728498827,24.1,184,277,353,157,48,4775,111,66.6,2964,0.45203599200000005,356,250,313,604,574,379,414,734,522,259,375,395,5116,6557,863,910,336,368,153,237,361,512,1072,345,533,237,270,360,434160.0,,,NotEligibleForGentrification,,,NotCurrentlyGentrifying
143,53033007000,"Census Tract 70, King County, Washington",East Queen Anne,Seattle,2010,6993,4683,387100,0.30715146600000004,0.795938796,52252,1058,0.774076447,936,895.0,0.780269058,1552.0,258,298,426,75,71,4686,130,70.0,2587,0.440565395,322,230,447,609,524,617,319,678,369,73,200,226,4683,5872,888,906,206,356,146,135,404,684,957,497,283,103,85,222,418068.0,,,None,,,None
144,53033007100,"Census Tract 71, King County, Washington",Cascade,Seattle,2015,3780,2490,285100,0.237183869,0.7306878309999999,74143,111731,0.780722892,1434,1357.0,0.813253012,24.4,134,77,297,80,92,2495,7,69.4,1348,0.41022519799999996,135,121,161,137,201,199,299,470,284,85,114,268,2490,3286,558,519,187,111,105,14,39,495,506,292,272,99,82,7,307908.0,,,NotEligibleForGentrification,,,NotCurrentlyGentrifying
145,53033007100,"Census Tract 71, King County, Washington",Cascade,Seattle,2010,2521,1990,309000,0.210191083,0.821499405,54409,269,0.864824121,1064,1016.0,0.7356783920000001,694.0,77,81,247,12,62,2106,0,63.3,864,0.397973284,46,5,205,314,123,143,212,215,215,63,142,82,1990,2171,300,336,152,169,30,25,42,291,384,80,119,116,8,119,333720.0,,,None,,,None
146,53033007200,"Census Tract 72, King County, Washington",Cascade,Seattle,2015,6798,4836,367200,0.229433962,0.5766401879999999,74559,126827,0.803349876,1393,1343.0,0.879032258,21.1,128,299,782,185,0,5148,79,68.0,2127,0.387997081,223,143,266,363,364,147,362,796,394,345,449,422,4836,5482,715,665,412,259,92,65,129,749,1384,400,319,66,127,100,396576.0,,,NotEligibleForGentrification,,,NotCurrentlyGentrifying
147,53033007200,"Census Tract 72, King County, Washington",Cascade,Seattle,2010,3867,3177,361700,0.21625544300000002,0.6702870439999999,42043,342,0.892351275,1014,987.0,0.9276046579999999,1185.0,168,169,603,65,0,3578,0,58.7,1034,0.334303265,0,0,218,447,195,262,210,442,261,68,61,132,3177,3093,480,372,274,131,69,50,125,499,503,267,205,45,31,42,390636.0,,,None,,,None
