,Id,Geography,neighborhood,city,year,total population,total households,median house value,percent public transportation,percent white not hispanic,median income,median family income,percent nonfamily household,median gross rent,median_contract_rent,percent renter-occupied housing units,monthly housing costs 30+ percent of renter householdhold income,rent 35-39.9 percent of household income,rent 40-49.9 percent of household income,rent 50 percent of household income,not computed rent as percent of household income,3-4 dwelling units,5+ dwelling units,3+ vehicles available,percent bachelors degree or higher,bachelor deg 25yr+,percent bachelor deg 25yr+,children under18 in family household,children under18 in married household,"household income 20,000-29,999","household income 30,000-39,999","household income 40,000-49,999","household income 50,000-59,999","household income 60,000-74,999","household income 75,000-99,999","household income 100,000-124,999","household income 125,000-149,999","household income 150,000-199,999","household income 200,000+",total count household income,total population 25yr+,total female 25-29yr,total female 30-39yr,total female 40-49yr,total female 50-59yr,total female 60-64yr,total female 65-69yr,total female 70yr+,total male 25-29yr,total male 30-39yr,total male 40-49yr,total male 50-59yr,total male 60-64yr,total male 65-69yr,total male 70yr+,inflation_adj_median_house_value,increase_in_edu_attainment_2015,increase_in_house_value_2015,def_1,increase_in_rent_2015,increase_in_home_price_distribution_2015,def_2
148,53033007300,"Census Tract 73, King County, Washington",Broadway,Seattle,2015,5594,3761,464700,0.145088615,0.6553450129999999,76582,134708,0.802712045,1537,1430.0,0.883275725,21.7,254,179,578,68,16,4165,0,60.2,1559,0.330997877,156,76,258,293,120,192,162,457,368,265,354,477,3761,4710,307,641,194,145,199,85,246,634,832,437,461,77,139,313,501876.00000000006,,,NotEligibleForGentrification,,,NotCurrentlyGentrifying
149,53033007300,"Census Tract 73, King County, Washington",Broadway,Seattle,2010,3463,2358,375800,0.14821509300000002,0.645682934,30317,502,0.787107718,845,746.0,0.958863444,771.0,181,151,464,69,18,2836,141,45.9,906,0.319915254,197,86,476,213,141,119,123,219,200,82,47,51,2358,2832,414,321,203,75,16,47,76,475,583,236,127,140,62,57,405864.0,,,None,,,None
150,53033007401,"Census Tract 74.01, King County, Washington",Broadway,Seattle,2015,5019,3511,263400,0.28158668,0.7274357440000001,67834,106719,0.8160068359999999,1263,1200.0,0.767017944,18.2,103,67,251,179,39,3360,52,68.9,1898,0.426229508,59,32,217,267,222,274,426,425,388,356,201,198,3511,4453,811,448,174,106,134,66,177,512,966,434,317,174,30,104,284472.0,,,NotEligibleForGentrification,,,NotCurrentlyGentrifying
151,53033007401,"Census Tract 74.01, King County, Washington",Broadway,Seattle,2010,3823,2859,303800,0.259411579,0.7624901909999999,45777,330,0.8845750259999999,951,904.0,0.7733473240000001,838.0,71,111,399,92,19,3109,13,62.9,1486,0.45582822100000003,61,30,205,524,391,301,154,315,310,48,96,83,2859,3260,575,454,138,146,141,25,50,465,612,290,147,101,23,93,328104.0,,,None,,,None
152,53033007402,"Census Tract 74.02, King County, Washington",Broadway,Seattle,2015,5210,3448,281300,0.28474831,0.662380038,41842,116179,0.900812065,1106,1040.0,0.787412993,37.9,412,265,554,31,51,3554,58,57.7,1589,0.358448004,139,119,542,509,205,191,184,402,241,297,107,111,3448,4433,569,579,148,113,135,3,60,844,1019,281,421,94,117,50,303804.0,,,EligibleForGentrification,,,NotCurrentlyGentrifying
153,53033007402,"Census Tract 74.02, King County, Washington",Broadway,Seattle,2010,5161,3657,310800,0.21494396,0.655493121,41067,452,0.876401422,847,816.0,0.7845228329999999,1011.0,196,295,610,134,160,3667,119,49.4,1510,0.37256353299999995,192,177,559,319,459,253,404,371,255,30,14,95,3657,4053,626,434,190,107,88,0,54,941,742,517,250,60,12,32,335664.0,,,None,,,None
154,53033007500,"Census Tract 75, King County, Washington",Broadway,Seattle,2015,7783,4905,483000,0.27352068399999996,0.681613774,63419,100463,0.7688073390000001,1246,1191.0,0.8093781859999999,28.4,416,336,616,184,289,3750,0,67.0,2776,0.438269656,536,366,392,469,372,206,606,631,583,381,249,235,4905,6334,765,1065,392,202,148,117,138,896,1355,556,376,217,105,2,521640.00000000006,,,NotEligibleForGentrification,,,NotCurrentlyGentrifying
155,53033007500,"Census Tract 75, King County, Washington",Broadway,Seattle,2010,5947,3819,400800,0.295444779,0.82512191,46743,806,0.7889499870000001,904,871.0,0.84655669,1531.0,309,144,561,44,442,3402,44,64.9,2069,0.417137097,289,156,484,439,414,285,346,562,252,239,65,75,3819,4960,1094,677,274,303,65,78,102,692,813,391,298,118,17,38,432864.0,,,None,,,None
156,53033007600,"Census Tract 76, King County, Washington",Central District,Seattle,2015,3871,1999,471900,0.343289689,0.73314389,68199,97738,0.698849425,1292,1223.0,0.660330165,27.9,102,73,106,47,145,1230,70,70.9,1164,0.382768826,395,365,154,85,213,212,260,250,226,154,152,149,1999,3041,314,391,284,201,118,78,106,412,396,275,228,79,75,84,509652.00000000006,,,NotEligibleForGentrification,,,NotCurrentlyGentrifying
157,53033007600,"Census Tract 76, King County, Washington",Central District,Seattle,2010,3608,1954,440300,0.223358909,0.6967849220000001,51827,522,0.732855681,979,904.0,0.669396111,503.0,82,70,189,29,190,1233,113,63.6,1099,0.379751209,490,373,175,168,264,242,124,127,150,237,60,75,1954,2894,460,494,128,155,79,34,75,326,609,232,131,77,22,72,475524.00000000006,,,None,,,None
158,53033007700,"Census Tract 77, King County, Washington",Central District,Seattle,2015,5123,2260,431000,0.286748505,0.70622682,104632,137500,0.515929204,1182,1154.0,0.446017699,32.9,95,165,65,16,96,600,241,65.1,1338,0.366876885,957,564,97,151,34,137,204,282,278,215,313,397,2260,3647,183,553,407,201,142,98,93,276,599,619,299,83,50,44,465480.00000000006,,,NotEligibleForGentrification,,,NotCurrentlyGentrifying
159,53033007700,"Census Tract 77, King County, Washington",Central District,Seattle,2010,3947,1954,471200,0.20441989,0.68710413,63704,864,0.557830092,1104,1007.0,0.384339816,261.0,54,20,302,0,53,489,96,63.7,894,0.300302318,632,300,118,179,208,100,171,177,172,120,189,178,1954,2977,327,379,290,258,93,122,82,222,559,382,145,34,15,69,508896.00000000006,,,None,,,None
160,53033007800,"Census Tract 78, King County, Washington",Leschi,Seattle,2015,5641,2173,740300,0.17147541,0.667257578,137358,171976,0.330418776,1563,1357.0,0.243902439,27.8,0,50,99,57,29,160,259,79.1,1408,0.340343244,1204,947,139,139,15,111,79,90,124,253,323,713,2173,4137,175,433,534,481,180,182,216,53,319,481,591,142,263,87,799524.0,,,NotEligibleForGentrification,,,NotCurrentlyGentrifying
161,53033007800,"Census Tract 78, King County, Washington",Leschi,Seattle,2010,5263,2183,840800,0.112318841,0.726201786,134327,1465,0.328905176,1225,1090.0,0.167201099,230.0,38,51,23,0,45,221,464,81.2,1319,0.332074522,1097,903,87,118,129,54,201,163,169,108,330,700,2183,3972,69,381,425,460,286,68,236,80,390,388,494,304,170,221,908064.0000000001,,,None,,,None
162,53033007900,"Census Tract 79, King County, Washington",Central District,Seattle,2015,6216,3105,403400,0.26455729899999997,0.721525097,57786,93545,0.739130435,1267,1189.0,0.683413849,22.0,69,244,450,99,112,2116,161,66.7,2186,0.439750553,530,282,253,288,222,148,236,397,239,186,156,296,3105,4971,504,660,323,297,88,245,284,726,717,507,279,91,85,165,435672.0,,,NotEligibleForGentrification,,,NotCurrentlyGentrifying
163,53033007900,"Census Tract 79, King County, Washington",Central District,Seattle,2010,4997,2917,367300,0.219235364,0.620372223,46393,612,0.7901954059999999,934,854.0,0.7648268770000001,895.0,119,245,353,55,188,2134,242,54.7,1337,0.334333583,374,211,363,255,293,278,246,272,210,167,95,69,2917,3999,415,515,341,334,148,121,259,334,576,474,266,36,88,92,396684.0,,,None,,,None
164,53033008001,"Census Tract 80.01, King County, Washington",Lower Queen Anne,Seattle,2015,5967,3981,378400,0.157604955,0.6475615889999999,88068,128693,0.7209243909999999,1466,1425.0,0.7302185379999999,15.8,27,243,240,128,0,4175,38,67.0,1727,0.31676449,269,269,107,216,127,250,265,717,548,164,300,559,3981,5452,424,887,507,225,99,82,196,970,772,652,208,234,42,154,408672.0,,,NotEligibleForGentrification,,,NotCurrentlyGentrifying
165,53033008001,"Census Tract 80.01, King County, Washington",Lower Queen Anne,Seattle,2010,5003,3838,410900,0.127611519,0.718768739,70641,569,0.8517457009999999,1213,1178.0,0.675091193,1082.0,125,81,431,89,23,4245,63,69.0,1601,0.36940470700000005,55,0,146,356,262,265,439,516,436,219,333,244,3838,4334,331,583,254,249,35,37,94,642,814,518,331,245,85,116,443772.00000000006,,,None,,,None
166,53033008002,"Census Tract 80.02, King County, Washington",Central Business District,Seattle,2015,3469,2263,463600,0.153056235,0.695012972,37466,66393,0.808661069,788,749.0,0.806451613,12.6,137,16,540,100,0,2421,16,50.4,912,0.324093817,111,44,134,152,123,129,205,195,95,89,107,167,2263,2814,370,192,183,183,114,74,163,214,292,334,262,177,87,169,500688.00000000006,,,NotEligibleForGentrification,,,NotCurrentlyGentrifying
167,53033008002,"Census Tract 80.02, King County, Washington",Central Business District,Seattle,2010,2731,2221,690400,0.102863822,0.7195166609999999,41197,296,0.8667267,662,617.0,0.8023412879999999,398.0,112,97,422,112,10,2351,0,57.8,980,0.42114310299999996,76,16,108,146,193,74,45,406,121,34,59,201,2221,2327,205,251,150,132,131,84,53,229,277,342,135,150,65,123,745632.0,,,None,,,None
168,53033008100,"Census Tract 81, King County, Washington",Central Business District,Seattle,2015,4435,2478,598600,0.175298805,0.6390078920000001,75531,121964,0.712267958,1570,1450.0,0.795803067,19.7,130,63,266,28,0,3251,0,52.2,1130,0.28306613199999997,133,75,157,83,53,52,188,300,184,154,360,258,2478,3992,363,312,248,280,130,170,183,394,590,374,366,220,220,142,646488.0,,,NotEligibleForGentrification,,,NotCurrentlyGentrifying
169,53033008100,"Census Tract 81, King County, Washington",Central Business District,Seattle,2010,4399,2498,482400,0.240022805,0.6592407370000001,33592,542,0.783026421,752,737.0,0.7646116890000001,705.0,24,222,286,181,0,2910,9,47.9,1145,0.287616177,81,81,176,212,38,44,116,135,170,166,77,404,2498,3981,257,343,239,248,121,67,157,240,436,830,558,170,130,185,520992.00000000006,,,None,,,None
170,53033008200,"Census Tract 82, King County, Washington",First Hill,Seattle,2015,3866,2557,503600,0.181515404,0.640455251,56318,121942,0.768869769,1337,1292.0,0.862729761,17.1,66,135,554,167,17,2810,6,66.9,1246,0.387437811,61,61,260,192,57,192,133,323,213,200,89,271,2557,3216,347,315,99,163,17,42,467,445,581,184,227,43,66,220,543888.0,,,NotEligibleForGentrification,,,NotCurrentlyGentrifying
171,53033008200,"Census Tract 82, King County, Washington",First Hill,Seattle,2010,2844,2029,291400,0.29896313399999996,0.738045007,41250,211,0.8960078859999999,1100,1041.0,0.8841793990000001,749.0,84,170,461,80,0,2166,28,59.3,920,0.360642885,15,0,291,221,194,123,153,295,95,17,43,110,2029,2551,144,194,179,174,85,155,374,228,381,221,151,34,24,207,314712.0,,,None,,,None
172,53033008300,"Census Tract 83, King County, Washington",Broadway,Seattle,2015,2794,1975,315700,0.17439516100000002,0.750536865,49291,86389,0.819746835,1161,1116.0,0.774177215,35.5,167,139,345,8,16,2012,15,56.5,857,0.344869215,17,10,222,168,288,144,154,244,150,78,99,89,1975,2485,203,261,130,112,80,71,261,440,238,155,164,116,129,125,340956.0,,,EligibleForGentrification,,,NotCurrentlyGentrifying
173,53033008300,"Census Tract 83, King County, Washington",Broadway,Seattle,2010,2397,1785,497800,0.117647059,0.851898206,44637,294,0.835294118,858,803.0,0.764145658,515.0,66,105,299,33,0,1997,19,56.1,708,0.312859037,0,0,210,211,78,110,183,206,172,55,36,95,1785,2263,367,286,201,121,88,90,157,118,268,231,52,115,30,139,537624.0,,,None,,,None
174,53033008400,"Census Tract 84, King County, Washington",Broadway,Seattle,2015,4127,2978,364700,0.314450475,0.72328568,42339,72333,0.817327065,1021,985.0,0.88952317,25.9,179,302,507,58,15,3112,8,62.2,1246,0.386356589,198,59,461,288,300,210,143,295,225,110,77,187,2978,3225,444,389,196,64,43,84,168,581,410,351,222,121,38,114,393876.0,,,EligibleForGentrification,,,NotCurrentlyGentrifying
175,53033008400,"Census Tract 84, King County, Washington",Broadway,Seattle,2010,4035,3021,366500,0.236037935,0.7001239159999999,37859,419,0.8613042040000001,878,833.0,0.829526647,882.0,161,224,634,45,0,3001,12,53.4,845,0.264558547,215,36,392,452,269,275,266,257,88,62,119,100,3021,3194,386,441,270,93,43,69,223,383,605,178,289,51,60,103,395820.0,,,None,,,None
176,53033008500,"Census Tract 85, King County, Washington",Yesler Terrace,Seattle,2015,4311,1875,325800,0.218216319,0.47993505,29883,51719,0.7626666670000001,882,848.0,0.8906666670000001,26.2,165,166,423,95,91,1841,11,30.5,607,0.17283599100000002,162,10,201,225,99,153,111,106,62,51,44,85,1875,3512,259,115,118,96,111,58,491,337,639,343,404,86,100,355,351864.0,,,EligibleForGentrification,,,NotCurrentlyGentrifying
177,53033008500,"Census Tract 85, King County, Washington",Yesler Terrace,Seattle,2010,3890,1431,291100,0.242077465,0.393316195,20148,333,0.767295597,700,646.0,0.9475890990000001,295.0,87,64,274,34,37,1573,9,15.1,303,0.099311701,295,12,195,171,71,111,30,102,30,0,11,0,1431,3051,202,245,247,132,77,32,112,332,726,470,320,63,7,86,314388.0,,,None,,,None
178,53033008600,"Census Tract 86, King County, Washington",Broadway,Seattle,2015,4890,1870,398800,0.19796215399999997,0.594887526,43375,54444,0.806417112,1192,1098.0,0.8026737970000001,27.1,161,83,469,100,269,1419,80,65.2,925,0.401475694,102,29,98,195,193,91,274,216,46,29,81,73,1870,2304,288,263,111,99,14,25,107,292,414,398,109,69,56,59,430704.0,,,EligibleForGentrification,,,NotCurrentlyGentrifying
179,53033008600,"Census Tract 86, King County, Washington",Broadway,Seattle,2010,5371,1703,381600,0.191377921,0.5544591320000001,30069,415,0.75631239,964,872.0,0.862008221,434.0,92,74,604,74,234,1311,58,47.6,642,0.326053834,258,207,141,173,193,129,65,123,86,51,0,34,1703,1969,306,133,256,9,53,28,96,245,270,286,175,19,66,27,412128.0,,,None,,,None
180,53033008700,"Census Tract 87, King County, Washington",Atlantic,Seattle,2015,4440,1806,403500,0.208318891,0.495045045,56700,64205,0.621816168,1116,1070.0,0.635105205,32.9,76,174,248,60,170,697,190,49.6,993,0.319395304,562,267,225,111,228,191,115,157,166,139,146,93,1806,3109,292,462,210,118,151,88,82,490,463,303,243,103,39,65,435780.0,,,NotEligibleForGentrification,,,NotCurrentlyGentrifying
181,53033008700,"Census Tract 87, King County, Washington",Atlantic,Seattle,2010,4058,1641,463200,0.236244541,0.424593396,58229,729,0.555758684,1056,879.0,0.523461304,314.0,15,18,211,25,201,626,155,47.8,989,0.343880389,731,392,225,150,141,68,226,233,128,77,85,63,1641,2876,269,407,300,179,129,30,122,142,415,393,292,49,74,75,500256.00000000006,,,None,,,None
182,53033008800,"Census Tract 88, King County, Washington",Atlantic,Seattle,2015,3867,1494,483100,0.304927302,0.623222136,76524,105333,0.489959839,1370,1227.0,0.49330656,28.6,53,98,77,9,83,270,121,59.1,1117,0.39028651299999995,629,506,36,109,118,124,188,204,217,152,83,116,1494,2862,386,478,196,238,68,36,146,189,513,302,116,117,13,64,521748.00000000006,,,NotEligibleForGentrification,,,NotCurrentlyGentrifying
183,53033008800,"Census Tract 88, King County, Washington",Atlantic,Seattle,2010,3393,1448,411800,0.16927593,0.484821692,61181,761,0.47444751399999996,1150,1040.0,0.39502762399999997,293.0,0,78,79,50,103,190,243,48.5,733,0.29955047,599,275,215,71,170,106,142,254,151,110,48,53,1448,2447,180,333,164,337,129,60,233,123,232,215,243,91,48,59,444744.00000000006,,,None,,,None
184,53033008900,"Census Tract 89, King County, Washington",Atlantic,Seattle,2015,4686,2058,483200,0.12223914699999999,0.476739223,79953,93344,0.491253644,1224,1188.0,0.513119534,23.9,20,126,194,14,133,602,201,59.1,1308,0.367725611,789,508,151,78,115,113,206,275,200,137,132,351,2058,3557,172,494,459,179,61,83,409,216,360,319,426,55,119,205,521856.00000000006,,,NotEligibleForGentrification,,,NotCurrentlyGentrifying
185,53033008900,"Census Tract 89, King County, Washington",Atlantic,Seattle,2010,5312,2167,476100,0.188390313,0.409826807,72005,1144,0.47208121799999997,1071,953.0,0.460544532,499.0,69,95,261,38,152,587,244,52.9,1139,0.310185185,1064,515,113,278,204,142,114,373,182,81,150,259,2167,3672,135,496,411,398,76,56,252,175,562,351,201,259,128,172,514188.00000000006,,,None,,,None
186,53033009000,"Census Tract 90, King County, Washington",Atlantic,Seattle,2015,3478,1742,302100,0.254218835,0.37837837799999996,44571,65357,0.665901263,1034,970.0,0.721010333,25.0,64,146,307,35,125,1126,42,43.1,663,0.244378916,465,378,190,113,103,151,108,203,79,141,121,28,1742,2713,159,368,224,92,45,58,387,222,314,248,206,93,133,164,326268.0,,,EligibleForGentrification,,,NotCurrentlyGentrifying
187,53033009000,"Census Tract 90, King County, Washington",Atlantic,Seattle,2010,2327,1412,342100,0.336236934,0.181349377,26750,310,0.780453258,659,571.0,0.72733711,193.0,77,113,300,33,70,1070,61,33.8,489,0.254158004,233,170,135,112,145,89,137,106,53,8,16,0,1412,1924,125,177,88,202,32,40,365,160,146,199,101,43,64,182,369468.0,,,None,,,None
188,53033009100,"Census Tract 91, King County, Washington",Yesler Terrace,Seattle,2015,2693,1421,251400,0.46618037100000004,0.160787226,29464,32582,0.671358198,633,572.0,0.9324419420000001,21.3,69,202,176,45,70,1375,8,24.4,362,0.182184197,440,310,250,238,64,65,45,117,47,54,52,6,1421,1987,179,152,217,73,106,62,186,214,209,213,156,47,30,143,271512.0,,,EligibleForGentrification,,,NotCurrentlyGentrifying
189,53033009100,"Census Tract 91, King County, Washington",Yesler Terrace,Seattle,2010,2319,1317,360900,0.404482391,0.11901681800000001,18838,481,0.6347760060000001,395,392.0,0.949126803,242.0,94,86,187,73,7,1448,0,19.7,207,0.11442786099999999,286,142,149,102,97,40,91,55,40,20,13,12,1317,1809,48,90,94,167,81,30,361,36,125,160,273,77,87,180,389772.0,,,None,,,None
190,53033009200,"Census Tract 92, King County, Washington",Yesler Terrace,Seattle,2015,2637,1734,353600,0.326153846,0.48350398200000005,25625,0,0.831026528,776,759.0,0.956170704,18.0,164,98,254,77,0,1863,9,34.9,580,0.265324794,136,136,182,202,97,74,129,114,44,28,6,61,1734,2186,53,133,119,169,67,85,143,162,280,231,313,136,119,176,381888.0,,,EligibleForGentrification,,,NotCurrentlyGentrifying
191,53033009200,"Census Tract 92, King County, Washington",Yesler Terrace,Seattle,2010,2187,1622,320000,0.311154599,0.475537266,13667,189,0.883477189,436,414.0,0.9593094940000001,290.0,114,134,336,102,26,1668,7,26.9,409,0.202575532,49,15,227,33,81,29,87,93,55,0,25,10,1622,2019,81,143,123,196,82,60,85,63,273,128,407,82,41,255,345600.0,,,None,,,None
192,53033009300,"Census Tract 93, King County, Washington",Industrial District,Seattle,2015,2832,1069,347500,0.257762156,0.468220339,70458,93911,0.596819457,1131,1023.0,0.47895229200000006,27.2,32,33,128,4,18,698,120,43.4,645,0.288461538,273,156,44,90,134,65,97,111,132,55,100,103,1069,2236,119,185,152,101,78,15,167,206,423,279,245,114,52,100,375300.0,,,NotEligibleForGentrification,,,NotCurrentlyGentrifying
193,53033009300,"Census Tract 93, King County, Washington",Industrial District,Seattle,2010,2007,955,391700,0.21145374399999997,0.434977578,54158,297,0.689005236,957,925.0,0.437696335,193.0,0,96,54,47,49,695,114,41.1,348,0.198064883,157,147,24,121,162,154,110,108,41,32,11,80,955,1757,71,130,41,143,60,0,132,102,233,128,400,134,137,46,423036.0,,,None,,,None
194,53033009400,"Census Tract 94, King County, Washington",Atlantic,Seattle,2015,5824,2527,359500,0.23228589,0.322458791,47737,64901,0.444004749,864,774.0,0.592402058,16.2,21,122,406,69,565,728,245,40.6,1377,0.31459904,980,583,157,81,274,145,311,151,207,124,184,70,2527,4377,275,465,520,213,129,149,416,333,520,546,335,106,101,269,388260.0,,,EligibleForGentrification,,,NotCurrentlyGentrifying
195,53033009400,"Census Tract 94, King County, Washington",Atlantic,Seattle,2010,5458,2390,303400,0.245508982,0.302674973,41148,1151,0.5184100420000001,778,677.0,0.5832635979999999,430.0,101,99,274,116,242,759,99,35.6,985,0.247238956,938,527,203,310,158,167,351,269,169,45,40,24,2390,3984,213,260,377,288,212,87,295,176,706,437,319,211,154,249,327672.0,,,None,,,None
196,53033009500,"Census Tract 95, King County, Washington",Atlantic,Seattle,2015,6301,2577,503600,0.17830941,0.6173623229999999,81676,112955,0.43733022899999996,915,596.0,0.303841676,17.6,41,137,98,42,47,324,217,58.4,1405,0.304310158,1262,839,89,199,165,90,212,272,207,150,257,512,2577,4617,226,373,631,528,155,252,241,132,358,779,480,121,123,218,543888.0,,,NotEligibleForGentrification,,,NotCurrentlyGentrifying
197,53033009500,"Census Tract 95, King County, Washington",Atlantic,Seattle,2010,5638,2355,524400,0.17320608,0.5212841429999999,81506,1544,0.344373673,698,637.0,0.295116773,235.0,10,91,183,51,41,470,426,55.1,844,0.21005475399999998,1356,902,189,186,126,134,59,314,186,131,225,371,2355,4018,205,255,651,661,216,79,249,106,276,413,521,168,106,112,566352.0,,,None,,,None
198,53033009600,"Census Tract 96, King County, Washington",North Admiral,Seattle,2015,5342,2727,621100,0.122165821,0.812429802,77808,138462,0.533553355,1236,1191.0,0.491749175,20.7,31,81,333,92,344,1131,351,60.5,1648,0.37946120200000005,783,733,235,144,136,168,247,351,179,169,370,379,2727,4343,246,515,373,528,298,189,303,76,391,383,455,221,108,257,670788.0,,,NotEligibleForGentrification,,,NotCurrentlyGentrifying
199,53033009600,"Census Tract 96, King County, Washington",North Admiral,Seattle,2010,5714,2757,609400,0.130101151,0.886769338,76901,1274,0.537903518,979,937.0,0.40551323899999997,466.0,26,31,182,0,232,1410,256,55.7,1687,0.363029912,833,780,122,289,165,153,239,337,284,257,183,373,2757,4647,193,364,475,407,210,171,527,327,375,444,323,306,227,298,658152.0,,,None,,,None
200,53033009701,"Census Tract 97.01, King County, Washington",North Admiral,Seattle,2015,5751,2926,618400,0.147713598,0.84054947,82333,133354,0.515721121,1175,1120.0,0.47915242700000005,36.8,90,96,190,0,199,1146,280,64.6,1960,0.42277825700000005,902,649,297,253,317,183,238,269,212,184,513,343,2926,4636,154,442,566,481,92,263,362,266,514,435,376,369,131,185,667872.0,,,NotEligibleForGentrification,,,NotCurrentlyGentrifying
201,53033009701,"Census Tract 97.01, King County, Washington",North Admiral,Seattle,2010,5622,2974,639800,0.09827586199999999,0.846318036,75463,1279,0.569939475,1155,1047.0,0.5272360460000001,817.0,58,56,272,33,335,972,321,59.8,1808,0.394932285,747,574,208,157,278,206,344,421,272,222,282,305,2974,4578,345,486,513,460,319,70,271,213,360,581,532,99,139,190,690984.0,,,None,,,None
202,53033009702,"Census Tract 97.02, King County, Washington",North Admiral,Seattle,2015,5626,2241,457500,0.157472739,0.859225027,106319,122830,0.316822847,1771,1707.0,0.15394913,48.6,14,43,98,26,47,161,373,64.9,1725,0.41696881799999996,1356,1159,208,95,101,87,94,329,338,304,357,238,2241,4137,153,396,505,453,182,193,226,166,322,570,466,193,145,167,494100.00000000006,,,NotEligibleForGentrification,,,NotCurrentlyGentrifying
203,53033009702,"Census Tract 97.02, King County, Washington",North Admiral,Seattle,2010,5186,2263,455800,0.134950461,0.8548013879999999,78469,1377,0.39151568700000006,1263,1051.0,0.206363235,163.0,40,14,104,0,29,61,403,58.8,1524,0.40317460299999996,1118,951,110,114,173,246,224,408,164,254,332,52,2263,3780,142,545,430,408,137,69,259,68,471,393,414,196,89,159,492264.00000000006,,,None,,,None
204,53033009800,"Census Tract 98, King County, Washington",North Admiral,Seattle,2015,6902,3026,459700,0.12704577,0.838307737,71705,112581,0.40118968899999996,1052,1007.0,0.350958361,17.2,61,13,119,71,34,669,336,58.8,1891,0.376618204,1584,1259,96,229,444,262,258,204,368,95,444,339,3026,5021,221,562,849,382,256,206,252,49,666,741,321,240,99,177,496476.00000000006,,,NotEligibleForGentrification,,,NotCurrentlyGentrifying
205,53033009800,"Census Tract 98, King County, Washington",North Admiral,Seattle,2010,6127,2964,482000,0.18304635800000002,0.8438061040000001,78200,1444,0.512820513,992,883.0,0.319500675,383.0,52,21,166,27,76,703,390,56.8,1627,0.346982299,1133,954,113,267,267,350,153,442,356,374,282,121,2964,4689,295,635,475,530,172,109,220,265,581,510,491,123,142,141,520560.00000000006,,,None,,,None
206,53033009900,"Census Tract 99, King County, Washington",North Admiral,Seattle,2015,5054,2610,331700,0.23180428100000003,0.65294816,67277,88382,0.550191571,1124,997.0,0.42567049799999995,23.6,150,15,92,14,91,1070,244,59.1,1720,0.41696969700000003,757,481,197,137,279,329,325,288,285,74,398,98,2610,4125,320,610,514,246,145,70,144,267,718,555,259,105,103,69,358236.0,,,NotEligibleForGentrification,,,NotCurrentlyGentrifying
207,53033009900,"Census Tract 99, King County, Washington",North Admiral,Seattle,2010,5091,2404,414300,0.18242831,0.700648203,67672,1001,0.583610649,1108,967.0,0.45590682200000004,503.0,108,18,180,43,174,681,370,51.2,1447,0.359681829,697,487,71,240,220,252,362,346,163,133,277,114,2404,4023,502,590,364,309,121,32,114,280,740,426,271,153,32,89,447444.00000000006,,,None,,,None
208,53033010001,"Census Tract 100.01, King County, Washington",Atlantic,Seattle,2015,4207,1518,367200,0.202848723,0.306631804,51316,59722,0.308300395,859,759.0,0.489459816,34.0,107,12,209,8,18,393,159,35.8,584,0.204553415,1045,515,188,230,115,74,93,187,116,113,78,118,1518,2855,198,371,338,186,196,113,165,184,322,242,187,89,124,140,396576.0,,,EligibleForGentrification,,,NotCurrentlyGentrifying
209,53033010001,"Census Tract 100.01, King County, Washington",Atlantic,Seattle,2010,3781,1521,385200,0.246187364,0.224808252,50054,1042,0.314924392,459,353.0,0.537146614,61.0,21,0,135,122,13,516,135,31.8,651,0.23986735399999998,887,424,147,44,78,111,173,126,187,47,50,67,1521,2714,105,493,118,303,80,35,271,169,345,246,196,224,19,110,416016.0,,,None,,,None
210,53033010002,"Census Tract 100.02, King County, Washington",Beacon Hill,Seattle,2015,4763,1770,383700,0.316821809,0.35880747399999996,66458,66968,0.449717514,1037,895.0,0.536158192,29.6,46,122,148,68,33,605,346,39.6,926,0.258442646,832,545,108,192,181,101,199,304,105,168,119,84,1770,3583,251,354,384,310,73,57,259,282,681,363,345,94,37,93,414396.0,,,NotEligibleForGentrification,,,NotCurrentlyGentrifying
211,53033010002,"Census Tract 100.02, King County, Washington",Beacon Hill,Seattle,2010,4238,1639,369900,0.314296665,0.287871638,58032,994,0.39353264200000004,851,770.0,0.549115314,361.0,0,112,119,22,89,592,280,34.4,704,0.217082948,582,417,108,165,263,156,183,167,137,91,161,12,1639,3243,247,343,310,203,107,131,161,438,501,346,284,50,17,105,399492.0,,,None,,,None
212,53033010100,"Census Tract 101, King County, Washington",Rainier Valley,Seattle,2015,6756,2796,450500,0.134857143,0.430580225,59275,84632,0.48748211700000005,936,844.0,0.42918454899999997,32.5,72,203,364,80,50,716,245,47.3,1289,0.250437148,1359,939,255,122,209,316,173,360,159,124,176,377,2796,5147,209,530,559,553,211,203,274,238,434,651,721,140,129,295,486540.00000000006,,,NotEligibleForGentrification,,,NotCurrentlyGentrifying
213,53033010100,"Census Tract 101, King County, Washington",Rainier Valley,Seattle,2010,6225,2499,386800,0.166448231,0.408674699,49764,1486,0.405362145,744,686.0,0.385354142,278.0,62,22,409,24,50,841,397,41.8,1208,0.27018564100000003,1236,834,240,265,170,82,228,276,290,114,159,97,2499,4471,92,375,679,404,183,192,460,217,377,465,416,112,66,433,417744.0,,,None,,,None
