tract_id,neighborhood,larger_neighborhood,num_college_2000,perc_college_2000,num_grad_deg_2000,perc_grad_deg_2000,perc_bachelor_deg_2010,num_bachelor_deg_2010,num_prof_deg_2010,perc_prof_deg_2010,num_college_masters_PhD_2010,perc_college_masters_PhD_2010,perc_bachelor_deg_2011,num_bachelor_deg_2011,num_prof_deg_2011,perc_prof_deg_2011,num_college_masters_PhD_2011,perc_college_masters_PhD_2011,perc_bachelor_deg_2012,num_bachelor_deg_2012,num_prof_deg_2012,perc_prof_deg_2012,num_college_masters_PhD_2012,perc_college_masters_PhD_2012,perc_bachelor_deg_2013,num_bachelor_deg_2013,num_prof_deg_2013,perc_prof_deg_2013,num_college_masters_PhD_2013,perc_college_masters_PhD_2013,perc_bachelor_deg_2014,num_bachelor_deg_2014,num_prof_deg_2014,perc_prof_deg_2014,num_college_masters_PhD_2014,perc_college_masters_PhD_2014,perc_bachelor_deg_2015,num_bachelor_deg_2015,num_prof_deg_2015,perc_prof_deg_2015,num_college_masters_PhD_2015,perc_college_masters_PhD_2015,perc_bachelor_deg_2016,num_bachelor_deg_2016,num_prof_deg_2016,perc_prof_deg_2016,num_college_masters_PhD_2016,perc_college_masters_PhD_2016,num_bachelor_deg_2017,perc_bachelor_deg_2017,"# Education Attainment,prof_deg_2017","% Education Attainment,prof_deg_2017",num_college_masters_PhD_2017,perc_college_masters_PhD_2017
530330016001,Crown Hill,Seattle,356,35.7789,252,25.3266,34.6708,337,100,10.2881,545,56.07,34.7518,343,102,10.3343,555,56.231,32.205,333,116,11.2186,566,54.7389,33.5878,352,111,10.5916,510,48.6641,35.728,373,153,14.6552,496,47.5096,36.682,398,155,14.2857,529,48.7558,36.6997,407,157,14.1569,541,48.7827,416,37.1097,164,14.6298,551,49.1525
530330016002,Loyal Heights,Ballard,310,30.8151,144,14.3141,38.2236,383,26,2.5948,509,50.7984,38.408,386,26,2.5871,513,51.0448,38.6275,394,25,2.451,525,51.4706,29.4455,308,21,2.0076,513,49.044,27.2556,290,32,3.0075,485,45.5827,27.9452,306,32,2.9224,509,46.484,27.9964,313,33,2.9517,519,46.4222,326,28.4468,34,2.9668,538,46.9459
530330016003,Whittier Heights,Ballard,315,31.25,78,7.7381,32.397,346,10,0.9363,520,48.6891,32.7014,345,10,0.9479,518,49.0995,31.696,342,20,1.8536,553,51.2512,37.1069,413,19,1.7071,593,53.2794,37.0536,415,33,2.9464,614,54.8214,37.8608,446,33,2.8014,656,55.6876,37.9684,456,34,2.831,671,55.8701,466,38.2281,35,2.8712,685,56.1936
530330017011,Greenwood,Seattle,232,28.8917,66,8.2192,39.0713,488,30,2.4019,790,63.2506,39.0167,492,31,2.4584,798,63.2831,39.4951,485,33,2.6873,752,61.2378,38.5909,482,23,1.8415,719,57.5661,36.4479,472,33,2.5483,691,53.3591,37.1166,484,33,2.5307,707,54.2178,37.4439,501,34,2.5411,727,54.3348,503,37.6497,34,2.5449,733,54.8653
530330017012,Greenwood,Seattle,242,28.3372,111,12.9977,37.1396,322,0,0,462,53.2872,37.3425,326,0,0,467,53.4937,36.3135,329,0,0,510,56.2914,48.7648,454,0,0,653,70.1396,42.0335,401,0,0,617,64.675,42.9293,425,0,0,651,65.7576,43.0708,432,0,0,662,66.002,434,43.3566,0,0,664,66.3337
530330017013,Bitter Lake,Seattle,316,40.3576,68,8.6845,44.4183,378,13,1.5276,505,59.3419,44.4965,380,14,1.6393,508,59.4848,41.452,354,0,0,547,64.0515,33.912,293,0,0,452,52.3148,31.2994,277,0,0,436,49.2655,32.1041,296,0,0,463,50.2169,32.0513,300,0,0,469,50.1068,308,32.3529,0,0,482,50.6303
530330017021,Bitter Lake,Seattle,278,29.9247,73,7.8579,38.5496,404,19,1.813,512,48.855,38.5269,408,20,1.8886,519,49.0085,37.3805,391,16,1.5296,490,46.8451,33.8518,370,15,1.3724,505,46.2031,35.4839,385,23,2.1198,507,46.7281,36.4355,415,24,2.1071,542,47.5856,36.4187,421,25,2.1626,550,47.5779,433,36.6019,26,2.1978,566,47.8445
530330017022,Whittier Heights,Ballard,193,25.3947,85,11.1842,28.8235,245,33,3.8824,331,38.9412,29.0398,248,34,3.9813,336,39.3443,28.7589,241,18,2.148,312,37.2315,44.2488,377,0,0,464,54.4601,35.4386,303,12,1.4035,395,46.1988,36.1894,321,12,1.3529,418,47.1251,36.5449,330,11,1.2182,429,47.5083,330,36.7893,12,1.3378,428,47.7146
530330017023,Greenwood,Seattle,157,21.8056,92,12.7778,22.25,178,0,0,215,26.875,22.4566,181,0,0,219,27.1712,21.4555,171,0,0,232,29.1092,15.0311,121,8,0.9938,221,27.4534,17.6185,145,12,1.4581,240,29.1616,18.1818,150,12,1.4545,247,29.9394,18.1601,152,11,1.3142,250,29.8686,154,18.3333,12,1.4286,254,30.2381
530330017024,Greenwood,Seattle,115,17.9969,49,7.6682,33.9542,237,32,4.5845,350,50.1433,34.0909,240,33,4.6875,356,50.5682,29.2683,192,34,5.1829,283,43.1402,22.9385,153,33,4.9475,246,36.8816,31.0294,211,31,4.5588,282,41.4706,31.5864,223,30,4.2493,299,42.3513,31.5789,228,30,4.1551,306,42.3823,234,31.7503,34,4.6133,314,42.6052
530330018001,Green Lake,Seattle,308,32.4552,114,12.0126,50,486,82,8.4362,598,61.5226,50.0511,490,83,8.478,601,61.3892,38.2625,414,119,10.9982,641,59.2421,46.9793,521,31,2.7953,710,64.0216,41.4634,459,49,4.4264,610,55.1039,42.2067,482,51,4.4658,640,56.042,42.7468,498,50,4.2918,658,56.4807,514,43.339,53,4.4688,678,57.1669
530330018002,Green Lake,Seattle,272,28.967,175,18.6368,37.931,440,30,2.5862,752,64.8276,38.0331,437,30,2.611,748,65.1001,40.2586,467,22,1.8966,769,66.2931,34.8371,417,72,6.015,724,60.4845,33.1395,399,119,9.8837,709,58.887,33.758,424,122,9.7134,751,59.793,34.0141,433,122,9.5837,764,60.0157,441,34.0804,127,9.8145,779,60.2009
530330018003,North College Park,Northgate,368,36.8,107,10.7,43.7618,463,15,1.4178,608,57.4669,44.0553,478,16,1.4747,626,57.6959,52.8974,639,11,0.9106,780,64.5695,55.6367,686,27,2.1898,833,67.5588,50.6122,620,39,3.1837,747,60.9796,51.2234,649,40,3.1571,780,61.5627,51.5337,672,41,3.1442,807,61.8865,695,52.0599,44,3.2959,834,62.4719
530330019001,Maple Leaf,Northgate,222,32.7917,111,16.3959,37.3198,440,36,3.0534,633,53.6896,37.5517,454,37,3.0604,652,53.9289,33.4206,383,36,3.1414,629,54.8866,30.2464,356,59,5.0127,645,54.8003,37.7834,450,65,5.4576,664,55.7515,38.5621,472,66,5.3922,692,56.5359,38.6914,479,65,5.2504,701,56.6236,493,38.8495,70,5.5162,722,56.8952
530330019002,Roosevelt,Seattle,387,41.0392,177,18.7699,41.0959,390,21,2.2129,552,58.1665,41.1273,394,21,2.1921,559,58.3507,39.662,399,39,3.8767,610,60.6362,37.9674,396,29,2.7804,622,59.6357,34.5331,355,39,3.7938,592,57.5875,35.2886,379,40,3.7244,630,58.6592,35.4015,388,40,3.6496,642,58.5766,400,35.6824,42,3.7467,661,58.9652
530330019003,Roosevelt,Seattle,356,37.5132,111,11.6965,34.8187,336,23,2.3834,486,50.3627,35.0052,335,23,2.4033,485,50.6792,33.7566,319,23,2.4339,461,48.7831,23.7949,232,44,4.5128,406,41.641,30.2209,301,54,5.4217,422,42.3695,30.8605,312,53,5.2423,437,43.2245,30.8725,322,53,5.0815,450,43.1448,338,31.4126,57,5.2974,471,43.7732
530330020001,Roosevelt,Seattle,401,39.3137,185,18.1373,33.3927,375,18,1.6029,622,55.3874,33.4529,373,18,1.6144,619,55.5157,33.4468,393,8,0.6809,745,63.4043,36.2583,438,26,2.1523,768,63.5762,39.7551,487,27,2.2041,818,66.7755,40.3831,506,28,2.2346,846,67.518,40.708,506,27,2.1722,842,67.7393,532,40.9861,29,2.2342,885,68.1818
530330020002,Maple Leaf,Northgate,198,28.9051,170,24.8175,45.4429,354,0,0,496,63.6714,45.9119,365,0,0,510,64.1509,41.0526,312,0,0,499,65.6579,37.6123,293,14,1.7972,483,62.0026,33.8501,262,20,2.584,422,54.522,34.3247,277,20,2.4783,444,55.0186,35.0061,286,19,2.3256,454,55.5692,297,34.9823,21,2.4735,474,55.8304
530330020003,Maple Leaf,Northgate,274,41.7047,123,18.7215,45.2722,316,34,4.8711,473,67.765,45.5944,326,35,4.8951,487,68.1119,44.8424,313,40,5.7307,494,70.7736,42.8165,301,52,7.3969,474,67.4253,45.6944,329,6,0.8333,597,82.9167,46.3748,339,7,0.9576,610,83.4473,46.6488,348,7,0.9383,624,83.6461,355,46.5269,7,0.9174,640,83.8794
530330021001,Matthews Beach,Lake City,380,34.9586,233,21.4351,42.3684,483,35,3.0702,772,67.7193,42.5258,495,36,3.0928,791,67.9553,38.4821,431,48,4.2857,769,68.6607,33.39,393,33,2.8037,785,66.695,30.1336,361,67,5.5927,755,63.0217,30.6612,371,65,5.3719,771,63.719,30.8191,380,65,5.2717,789,63.9903,393,31.0672,70,5.5336,814,64.3478
530330021002,Maple Leaf,Northgate,187,31.0116,116,19.2371,34.0426,224,36,5.4711,369,56.079,34.3988,226,36,5.4795,372,56.621,32.6379,219,49,7.3025,387,57.6751,41.2791,284,57,8.2849,439,63.8081,42.9371,307,65,9.0909,482,67.4126,43.1345,311,64,8.8766,489,67.8225,43.4483,315,63,8.6897,493,68,325,43.5657,67,8.9812,510,68.3646
530330021003,Maple Leaf,Northgate,362,35.4207,246,24.0705,37.1087,403,28,2.5783,662,60.9576,37.1191,402,28,2.5854,661,61.0342,41.7551,433,29,2.7965,658,63.4523,41.8301,448,42,3.9216,719,67.1335,37.2744,413,48,4.3321,693,62.5451,37.8546,427,48,4.2553,713,63.2092,38.0786,436,49,4.2795,725,63.3188,453,38.5532,51,4.3404,753,64.0851
530330022001,Matthews Beach,Lake City,374,33.5727,317,28.456,32.2609,361,202,18.0518,601,53.7087,32.3241,363,202,17.9875,606,53.9626,28.2098,312,176,15.9132,597,53.9783,30.6353,352,126,10.9661,635,55.2654,37.617,442,103,8.766,744,63.3191,38.3838,456,102,8.5859,759,63.8889,38.5702,464,102,8.4788,771,64.0898,477,38.7175,108,8.7662,794,64.4481
530330022002,Matthews Beach,Lake City,391,39.2177,264,26.4794,29.1262,300,67,6.5049,570,55.3398,29.406,302,66,6.4265,573,55.7936,32.659,339,62,5.973,607,58.4778,29.2891,309,42,3.981,533,50.5213,28.785,308,48,4.486,539,50.3738,29.6533,325,46,4.1971,563,51.3686,29.7565,330,46,4.1479,570,51.3977,342,29.8429,49,4.2757,594,51.8325
530330022003,Sand Point,Seattle,290,35.8911,296,36.6337,33.0169,313,113,11.9198,633,66.7721,33.0875,314,112,11.8019,637,67.1233,23.9108,236,96,9.7264,614,62.2087,26.1929,258,113,11.4721,587,59.5939,27.6617,278,161,16.0199,603,60,28.3927,295,160,15.3994,633,60.924,28.4112,304,164,15.3271,652,60.9346,311,28.69,170,15.6827,666,61.4391
530330022004,Sand Point,Seattle,380,35.9848,305,28.8826,38.5902,323,99,11.828,614,73.3572,38.6091,322,97,11.6307,613,73.5012,41.4352,358,71,8.2176,634,73.3796,33.2592,299,81,9.01,621,69.0768,37.4861,337,52,5.7842,636,70.7453,38.2675,349,49,5.3728,653,71.6009,38.1509,359,50,5.3135,671,71.3071,376,38.5246,54,5.5328,701,71.8238
530330024001,View Ridge,Seattle,228,33.9791,226,33.6811,45.1169,328,57,7.8404,489,67.2627,45.4913,338,59,7.9408,502,67.5639,47.4719,338,57,8.0056,508,71.3483,45.4039,326,49,6.8245,483,67.2702,34.7411,255,63,8.5831,485,66.0763,35.1902,259,60,8.1522,491,66.712,35.6,267,60,8,502,66.9333,277,35.8808,64,8.2902,520,67.3575
530330024002,Bryant,Seattle,177,29.3532,224,37.1476,46.2366,258,22,3.9427,399,71.5054,46.1131,261,22,3.8869,406,71.7314,37.8947,216,9,1.5789,379,66.4912,29.661,175,15,2.5424,374,63.3898,31.0231,188,45,7.4257,339,55.9406,31.4145,191,45,7.4013,345,56.7434,31.5961,194,45,7.329,349,56.8404,204,32.0755,48,7.5472,367,57.7044
530330024003,Ravenna,Seattle,314,38.4804,257,31.4951,34.382,306,83,9.3258,640,71.9101,34.3115,304,83,9.368,638,72.009,39.2246,344,84,9.5781,652,74.3444,37.0737,337,91,10.011,645,70.9571,32.9646,298,94,10.3982,567,62.7212,33.658,311,93,10.0649,588,63.6364,34.0717,323,94,9.9156,608,64.135,325,33.8895,98,10.219,615,64.1293
530330025001,Roosevelt,Seattle,337,33.2675,299,29.5163,51.7703,541,10,0.9569,770,73.6842,51.9268,539,10,0.9634,766,73.7958,50.9259,550,39,3.6111,812,75.1852,48.2791,519,45,4.186,847,78.7907,43.8469,481,48,4.3756,847,77.2106,44.4543,501,49,4.3478,876,77.7285,44.6459,517,50,4.3178,902,77.8929,525,44.7189,52,4.4293,916,78.0239
530330025002,Roosevelt,Seattle,337,37.9505,242,27.2523,39.0268,393,54,5.3625,687,68.2224,39.4175,406,55,5.3398,707,68.6408,39.5914,407,64,6.2257,712,69.2607,43.7269,474,70,6.4576,799,73.7085,42.0434,465,86,7.7758,780,70.5244,42.6025,478,85,7.5758,797,71.0339,42.8447,491,86,7.5044,819,71.466,502,42.9427,90,7.6989,838,71.6852
530330026001,Roosevelt,Seattle,292,40.4993,145,20.111,45.3353,311,64,9.3295,394,57.4344,45.4806,317,66,9.4692,401,57.5323,41.3972,320,64,8.2794,468,60.5433,44.143,358,58,7.1517,476,58.693,36.618,301,46,5.5961,465,56.5693,37.201,311,48,5.7416,479,57.2967,37.3256,321,48,5.5814,495,57.5581,332,37.8132,50,5.6948,509,57.9727
530330026002,Roosevelt,Seattle,400,39.7219,287,28.5005,47.7137,480,60,5.9642,766,76.1431,47.7341,474,59,5.9416,758,76.3343,44.6356,441,18,1.8219,752,76.1134,49.1903,486,6,0.6073,804,81.3765,43.304,443,18,1.7595,731,71.4565,43.8716,451,18,1.751,740,71.9844,44.1926,468,18,1.6997,765,72.238,482,44.506,19,1.7544,789,72.8532
530330026003,Roosevelt,Seattle,282,31.9366,285,32.2763,46.146,455,93,9.4321,712,72.211,46.3826,468,96,9.5144,731,72.448,40.1423,395,140,14.2276,667,67.7846,37.0408,363,99,10.102,666,67.9592,38.3064,380,77,7.7621,662,66.7339,38.9372,403,79,7.6329,698,67.4396,39.1841,413,80,7.5901,712,67.5522,425,39.2066,84,7.7491,735,67.8044
530330026004,Roosevelt,Seattle,222,32.9377,154,22.8487,34.4353,250,38,5.2342,431,59.3664,34.728,249,38,5.2999,429,59.8326,41.3392,284,53,7.7147,464,67.54,39.4548,275,45,6.4562,349,50.0717,39.8017,281,51,7.2238,385,54.5326,40.6548,298,53,7.2306,406,55.3888,41.0667,308,54,7.2,419,55.8667,311,41.3564,55,7.3138,423,56.25
530330027001,Roosevelt,Seattle,344,32.5758,261,24.7159,39.8887,430,106,9.833,648,60.1113,39.794,425,107,10.0187,641,60.0187,34.59,367,92,8.6711,634,59.7549,31.0823,336,105,9.7132,576,53.284,37.2958,411,125,11.343,586,53.176,38.0577,435,130,11.3736,617,53.9808,38.2979,450,131,11.1489,638,54.2979,463,38.5191,137,11.3977,657,54.6589
530330027002,Green Lake,Seattle,310,33.9168,247,27.0241,43.3071,440,74,7.2835,619,60.9252,43.6202,441,73,7.2206,620,61.3254,51.6899,520,61,6.0636,697,69.2843,48.9564,516,53,5.0285,708,67.1727,53.5581,572,35,3.2772,742,69.4757,54.4199,591,35,3.2228,764,70.3499,54.8592,604,34,3.0881,778,70.663,612,54.9372,37,3.3214,790,70.9156
530330027003,Green Lake,Seattle,367,44.6472,209,25.4258,29.7568,208,36,5.1502,399,57.0815,29.7688,206,35,5.0578,397,57.3699,36.2385,316,21,2.4083,650,74.5413,31.9149,285,25,2.7996,625,69.9888,35.5801,322,22,2.4309,634,70.0553,35.8779,329,23,2.5082,646,70.4471,36.2087,340,23,2.4494,664,70.7135,344,36.2487,24,2.529,674,71.0221
530330027004,Green Lake,Seattle,453,44.0661,247,24.0272,37.5906,415,60,5.4348,701,63.4964,37.5774,425,62,5.4819,719,63.5721,39.1659,432,79,7.1623,769,69.7189,35.424,401,93,8.2155,779,68.8163,39.2192,442,96,8.5182,873,77.4623,39.7757,461,96,8.283,905,78.0846,39.7985,474,98,8.2284,931,78.1696,479,39.9167,100,8.3333,938,78.1667
530330028001,Green Lake,Seattle,412,47.907,150,17.4419,44.8017,418,62,6.6452,609,65.2733,44.9686,429,64,6.7086,624,65.4088,54.1226,512,34,3.5941,684,72.3044,49.3236,474,60,6.2435,617,64.204,42.5381,419,80,8.1218,577,58.5787,43.75,441,77,7.6389,605,60.0198,43.9072,454,78,7.5435,623,60.2515,462,44.1683,82,7.8394,634,60.6119
530330028002,Green Lake,Seattle,362,50.8427,118,16.573,42.7978,309,51,7.0637,441,61.0803,42.9371,307,51,7.1329,438,61.2587,26.685,194,0,0,414,56.9464,27.0862,198,0,0,420,57.4555,35.5014,262,19,2.5745,364,49.3225,36.255,273,19,2.5232,377,50.0664,36.74,284,19,2.458,390,50.4528,291,37.2123,20,2.5575,400,51.1509
530330028003,Green Lake,Seattle,313,41.9571,216,28.9544,46.4891,384,34,4.1162,482,58.3535,46.651,397,34,3.9953,499,58.6369,52.2947,433,58,7.0048,490,59.1787,54.1866,453,61,7.2967,513,61.3636,54.3165,453,66,7.9137,527,63.1894,54.9133,475,66,7.6301,551,63.6994,55.3633,480,65,7.4971,556,64.1292,491,55.2306,68,7.649,569,64.0045
530330028004,Green Lake,Seattle,348,35.3659,199,20.2236,51.7992,547,37,3.5038,844,79.9242,51.958,544,37,3.5339,839,80.1337,50.367,549,43,3.945,903,82.844,45.5365,505,43,3.8774,785,70.7845,45.815,520,35,3.0837,778,68.5463,46.383,545,36,3.0638,814,69.2766,46.7728,558,36,3.0176,830,69.5725,575,47.2085,38,3.1199,854,70.1149
530330029001,Whittier Heights,Ballard,386,36.4839,188,17.7694,27.1517,306,41,3.638,583,51.7303,27.3675,315,42,3.649,600,52.1286,30.1006,329,45,4.1171,593,54.2543,28.7892,321,23,2.0628,628,56.3229,29.1892,324,27,2.4324,615,55.4054,30.0347,346,27,2.3438,651,56.5104,30.0847,355,26,2.2034,667,56.5254,366,30.3734,29,2.4066,686,56.9295
530330029002,Greenwood,Seattle,446,42.7613,277,26.558,40.1146,420,35,3.3429,752,71.8243,40.0193,415,35,3.3751,745,71.8419,38.413,426,35,3.156,814,73.3995,40.9331,465,25,2.2007,813,71.5669,40.4273,473,30,2.5641,803,68.6325,41.041,481,30,2.5597,810,69.1126,41.3965,498,29,2.4106,836,69.4929,507,41.4216,32,2.6144,854,69.7712
530330029003,Whittier Heights,Ballard,365,36.2823,192,19.0855,40.3738,432,61,5.7009,639,59.7196,40.5505,442,62,5.6881,652,59.8165,40.965,433,61,5.7711,730,69.0634,45.2359,489,49,4.5328,781,72.2479,44.0109,485,20,1.8149,773,70.1452,44.3656,500,20,1.7746,794,70.4525,44.905,520,20,1.7271,823,71.0708,533,45.1695,21,1.7797,841,71.2712
530330030001,Whittier Heights,Ballard,414,35.4452,208,17.8082,47.1937,597,41,3.2411,831,65.6917,47.4131,614,42,3.2432,855,66.0232,42.429,538,113,8.9117,809,63.8013,49.7678,643,96,7.4303,866,67.0279,47.5721,627,115,8.7253,872,66.1609,48.5714,646,112,8.4211,893,67.1429,48.5798,667,116,8.4487,923,67.2251,679,48.7437,120,8.6145,939,67.4085
530330030002,Whittier Heights,Ballard,316,34.6112,206,22.563,31.7943,303,41,4.3022,432,45.3305,32.1649,312,43,4.433,443,45.6701,33.998,341,30,2.991,487,48.5543,40.0786,408,29,2.8487,535,52.554,49.8051,511,17,1.6569,622,60.6238,50.4699,537,18,1.6917,653,61.3722,50.5097,545,18,1.6682,662,61.3531,547,50.9786,19,1.7707,665,61.9758
530330030003,Whittier Heights,Ballard,334,32.3957,121,11.7362,36.7748,374,59,5.8014,570,56.0472,37.0192,385,60,5.7692,586,56.3462,29.8775,317,61,5.7493,575,54.1942,31.0473,335,49,4.5412,636,58.9435,34.5794,370,76,7.1028,600,56.0748,35.5856,395,75,6.7568,634,57.1171,35.7268,408,77,6.7426,654,57.268,409,36.0035,79,6.9542,656,57.7465
530330030004,Whittier Heights,Ballard,322,34.2553,129,13.7234,40.0203,395,20,2.0263,626,63.4245,40.159,404,20,1.9881,641,63.7177,40.1437,391,46,4.7228,637,65.4004,38.8664,384,49,4.9595,618,62.5506,39.8615,403,51,5.0445,640,63.3037,40.4692,414,51,4.9853,656,64.1251,40.5922,425,51,4.8711,673,64.2789,425,40.6699,53,5.0718,674,64.4976
530330031001,Loyal Heights,Ballard,354,39.1593,122,13.4956,44.0433,366,26,3.1288,566,68.1107,44.2874,376,26,3.0624,580,68.3157,48.2262,435,26,2.8825,641,71.0643,47.2588,431,16,1.7544,639,70.0658,42.5163,392,14,1.5184,589,63.8829,43.0119,397,14,1.5168,596,64.572,43.3824,413,13,1.3655,618,64.916,432,43.8579,14,1.4213,645,65.4822
530330031002,Sunset Hill,Ballard,264,33.4601,96,12.1673,55.3653,485,72,8.2192,571,65.1826,55.7471,485,71,8.1609,571,65.6322,55.4535,483,47,5.3961,615,70.6085,52.1984,463,50,5.637,586,66.0654,43.9866,395,70,7.7951,531,59.1314,44.5055,405,70,7.6923,546,60,44.7508,422,72,7.6352,568,60.2333,423,45.0479,73,7.7742,570,60.7029
530330031003,Loyal Heights,Ballard,288,33.0654,148,16.992,48.622,494,45,4.4291,705,69.3898,48.9614,495,44,4.3521,705,69.7329,41.7417,417,13,1.3013,630,63.0631,39.7073,407,12,1.1707,551,53.7561,33.3018,352,32,3.0274,534,50.5203,33.6423,363,33,3.0584,552,51.1585,33.8813,371,32,2.9224,563,51.4155,383,34.1051,35,3.1167,579,51.5583
530330031004,Sunset Hill,Ballard,320,30.7102,171,16.4107,25.7843,263,63,6.1765,389,38.1373,25.9843,264,62,6.1024,390,38.3858,21.537,227,73,6.926,395,37.4763,24.6198,259,72,6.8441,487,46.2928,28.0261,301,126,11.7318,520,48.4171,29.0118,320,128,11.6047,549,49.7733,29.1117,331,131,11.5215,567,49.8681,329,29.1408,134,11.8689,565,50.0443
530330031005,Sunset Hill,Ballard,317,34.6827,129,14.1138,31.4757,305,60,6.192,551,56.8627,31.887,316,61,6.1554,568,57.3158,34.3225,347,59,5.8358,655,64.7873,37.9921,386,72,7.0866,667,65.6496,42.8296,445,54,5.1973,712,68.5274,43.5728,461,50,4.7259,735,69.4707,43.7385,475,51,4.6961,757,69.7053,479,44.0257,53,4.8713,759,69.761
530330032001,Sunset Hill,Ballard,196,28.1609,56,8.046,49.9184,306,24,3.9152,398,64.9266,49.8387,309,25,4.0323,403,65,46.5177,354,15,1.9711,487,63.9947,36.7949,287,15,1.9231,446,57.1795,38.6852,306,0,0,471,59.5449,39.3484,314,0,0,483,60.5263,39.6364,327,0,0,501,60.7273,337,40.0713,0,0,518,61.5933
530330032002,Adams,Ballard,251,28.7185,100,11.4416,43.8596,425,29,2.9928,472,48.71,44.0201,438,29,2.9146,486,48.8442,31.02,295,21,2.2082,457,48.0547,29.5267,287,18,1.8519,451,46.3992,24.7144,238,18,1.8692,450,46.729,25.2485,254,18,1.7893,479,47.6143,25.5632,261,17,1.665,490,47.9922,267,25.5992,19,1.8217,501,48.0345
530330032003,Interbay,Interbay,186,25.7975,11,1.5257,48.9173,497,44,4.3307,666,65.5512,49.1089,496,43,4.2574,664,65.7426,45.7,457,42,4.2,670,67,46.0861,471,40,3.9139,719,70.3523,51.6602,529,20,1.9531,755,73.7305,52.6316,560,19,1.7857,794,74.6241,52.8267,570,19,1.7609,807,74.7915,586,53.176,20,1.8149,828,75.1361
530330032004,Sunset Hill,Ballard,305,30.4695,172,17.1828,34.0517,316,13,1.4009,389,41.9181,34.1676,314,14,1.5234,386,42.0022,41.7548,395,16,1.6913,517,54.6512,46.2176,446,13,1.3472,628,65.0777,45.4816,458,17,1.6882,676,67.1301,45.9245,462,17,1.6899,681,67.6938,46.1983,480,18,1.7324,705,67.8537,493,46.3346,19,1.7857,724,68.0451
530330032005,Sunset Hill,Ballard,198,35.8047,135,24.4123,45.1128,240,0,0,339,63.7218,45.4044,247,0,0,349,64.1544,41.1661,233,14,2.4735,335,59.1873,42.732,244,14,2.4518,340,59.5447,43.3566,248,15,2.6224,368,64.3357,44.1077,262,15,2.5253,386,64.9832,44.5364,269,14,2.3179,396,65.5629,273,44.7541,15,2.459,401,65.7377
530330032006,Sunset Hill,Ballard,379,35.223,174,16.171,33.1804,434,77,5.8869,654,50,33.3333,446,78,5.8296,673,50.299,35.2853,470,66,4.955,657,49.3243,41.4925,556,41,3.0597,761,56.791,43.7637,600,43,3.1364,880,64.1867,44.4208,625,41,2.914,913,64.8898,44.6853,639,41,2.8671,931,65.1049,637,44.9224,42,2.9619,928,65.4443
530330032007,Sunset Hill,Ballard,318,39.1144,112,13.7761,16.2712,144,112,12.6554,363,41.0169,16.4983,147,113,12.6824,369,41.4141,19.3435,165,143,16.7644,399,46.7761,27.9446,242,172,19.8614,440,50.8083,37.7401,334,116,13.1073,516,58.3051,38.5281,356,117,12.6623,549,59.4156,38.5684,361,116,12.3932,558,59.6154,370,38.6625,122,12.7482,570,59.5611
530330033001,Whittier Heights,Ballard,254,31.6708,154,19.202,29.8947,284,119,12.5263,556,58.5263,30.0106,283,118,12.5133,555,58.8547,35.5049,327,108,11.7264,539,58.5233,35.6614,337,23,2.4339,497,52.5926,33.5736,326,66,6.7971,538,55.4068,34.3343,343,66,6.6066,562,56.2563,34.3905,347,66,6.5411,569,56.3925,354,34.5703,69,6.7383,581,56.7383
530330033002,Whittier Heights,Ballard,358,44.8622,32,4.01,32.2148,288,0,0,524,58.613,32.3851,296,0,0,538,58.8621,26.2258,230,0,0,387,44.1277,31.0962,278,0,0,439,49.1051,40.9677,381,0,0,585,62.9032,41.2698,390,0,0,598,63.2804,41.5094,396,0,0,607,63.6268,412,41.9125,0,0,630,64.0895
530330033003,Whittier Heights,Ballard,380,32.2581,148,12.5637,42.1961,538,0,0,614,48.1569,42.408,553,0,0,630,48.3129,37.5364,515,0,0,734,53.4985,40.1413,568,0,0,824,58.2332,38.541,560,0,0,805,55.4026,39.2833,581,0,0,832,56.2542,39.4526,591,0,0,845,56.4085,594,39.7857,0,0,849,56.8654
530330033004,Loyal Heights,Ballard,264,29.8643,115,13.009,31.3373,314,19,1.8962,405,40.4192,31.6265,315,20,2.008,406,40.7631,28.8344,282,60,6.135,394,40.2863,31.6518,320,89,8.8032,441,43.6202,31.7168,327,99,9.6023,466,45.1988,32.7307,344,98,9.3245,485,46.1465,32.8386,354,100,9.2764,499,46.2894,365,33.0916,106,9.6102,515,46.6908
530330033005,Whittier Heights,Ballard,283,35.5975,94,11.8239,34.4966,257,31,4.1611,397,53.2886,34.9081,266,31,4.0682,410,53.8058,41.8953,336,19,2.3691,525,65.4613,48.3436,394,25,3.0675,598,73.3742,45.0483,373,23,2.7778,549,66.3043,45.9148,399,22,2.5316,584,67.2037,46.084,406,23,2.6107,593,67.3099,421,46.4168,24,2.6461,614,67.6957
530330034001,West Woodland,Ballard,236,29.2079,177,21.9059,37.486,334,52,5.8361,555,62.2896,37.8289,345,53,5.8114,571,62.6096,34.2697,305,40,4.4944,538,60.4494,32.0879,292,32,3.5165,542,59.5604,26.3041,237,31,3.4406,511,56.7148,27.0677,252,31,3.3298,537,57.6799,27.1008,258,31,3.2563,550,57.7731,259,27.2059,33,3.4664,552,57.9832
