Id,neighborhood,larger_neighborhood,Name, Population,Median Household Income,"Housing, Median Value Owner Households",Percentage: Education Attainment Bachelors Degree,"Housing, Median Rent","Percentage: Employment, Public Transportation to Work",Percentage: White Non-Hispanic Population," Housing, Units","Percentage: Housing, Renter Occupied","Percentage: Housing, Occupied Structure w 3-4 Units","Percentage: Housing, Occupied Structure w 5+ Units",Percentage: Households w 3 Vehicles,Percentage: Households w 4+ Vehicles,"Percentage: Families, Married w Children Under 18",Total Households,Year
530330047002,North Queen Anne,Queen Anne,BG0047002,1394,53683,377652,49.1,833,16.81,73.39,758,68.64,29.42,24.14,6.47,1.13,11.59,631,2010
530330047003,West Woodland,Ballard,BG0047003,2203,59774,283468,42.51,837,25.46,85.47,1531,73.66,2.74,86.87,6.43,1.2,0,631,2010
530330047004,West Woodland,Ballard,BG0047004,1939,53849,264610,42.58,875,32.13,82.52,1799,83.4,4.56,80.71,6.37,1.21,0,631,2010
530330048001,Fremont,Seattle,BG0048001,1060,116190,582192,39.41,1202,10.67,85.47,490,25.11,2.65,3.27,9.57,1.49,35.91,630,2010
530330048002,Fremont,Seattle,BG0048002,1231,80208,463636,47.55,981,21.38,84.24,653,40.13,5.36,18.68,9.55,1.62,26.22,629,2010
530330048003,Fremont,Seattle,BG0048003,1075,66369,464118,43.82,871,21.42,82.51,604,46.63,28.64,14.24,9.57,1.6,10.95,629,2010
530330048004,Fremont,Seattle,BG0048004,1173,87370,465086,34.2,1131,16.08,84.83,526,37.96,8.37,0,9.39,1.57,53.25,627,2010
530330049001,Fremont,Seattle,BG0049001,1216,60756,492593,54.86,929,18.36,82.98,637,75.2,2.51,48.98,3.92,0.98,30.08,627,2010
530330049002,Fremont,Seattle,BG0049002,1022,55971,380769,45.29,859,35.62,82.39,694,83.57,12.82,66.43,4.03,0.78,14.43,625,2010
530330049003,Fremont,Seattle,BG0049003,1238,69916,378689,43.96,900,23.31,81.02,817,68.81,11.14,61.57,3.93,0.92,14.13,625,2010
530330049004,Fremont,Seattle,BG0049004,1276,70935,512500,55.14,988,34.9,85.74,751,70.87,12.65,42.48,3.92,0.84,26.95,622,2010
530330049005,Fremont,Seattle,BG0049005,1387,58772,543199,52.77,991,28.42,82.12,828,69.12,10.63,50.72,3.88,0.78,37.2,622,2010
530330050001,Wallingford,Seattle,BG0050001,1358,68952,503125,51.1,857,25.7,82.33,703,62.76,9.53,46.52,5.19,1.63,30.26,622,2010
530330050002,Fremont,Seattle,BG0050002,963,95896,668199,53.94,1067,10.1,82.45,514,54.64,13.04,44.75,5.24,1.61,56.5,621,2010
530330050003,Fremont,Seattle,BG0050003,1279,55506,425641,50.71,963,29.44,78.73,801,87.63,5.12,66.79,5.26,1.32,10.12,620,2010
530330051001,Wallingford,Seattle,BG0051001,1298,83077,602000,45.59,921,15.67,81.12,667,47.27,9.45,24.44,11.74,6.27,24.45,619,2010
530330051002,Wallingford,Seattle,BG0051002,1243,86250,625000,43.26,919,18.22,86.81,525,39.96,13.71,12.95,11.53,6.36,50.22,619,2010
530330051003,Wallingford,Seattle,BG0051003,1121,88105,669903,43.64,1034,19.94,81.98,523,50.3,16.25,12.24,11.92,6.46,49.45,618,2010
530330052001,University District,University District,BG0052001,1088,31818,0,21.4,912,40.21,44.94,515,100,5.63,89.51,3.94,2.19,23.33,615,2010
530330052002,University District,University District,BG0052002,1214,24950,221250,39.62,906,36.51,46.13,653,93.9,1.38,89.13,3.95,1.98,0,613,2010
530330052003,Wallingford,Seattle,BG0052003,971,66570,553309,51.67,1044,8.63,79.4,508,60.3,22.64,26.97,3.86,1.93,37.76,611,2010
530330052004,Wallingford,Seattle,BG0052004,1415,82021,597917,20.78,1275,27.82,80.71,617,50.26,2.11,13.61,3.76,2.22,76.49,611,2010
530330052005,University District,University District,BG0052005,1388,17253,336957,40.66,590,20.96,50.72,866,62.62,0,87.64,3.96,2.11,0,609,2010
530330053011,University District,University District,BG0053011,3246,27500,0,33.8,1141,19.53,75.17,447,100,3.13,77.63,2.57,3.5,0,607,2010
530330053012,University District,University District,BG0053012,1692,23531,193056,60.09,707,31.58,53.43,1107,95.37,0.27,92.23,2.7,3.18,0,606,2010
530330053013,University District,University District,BG0053013,1234,20619,0,36.21,712,41.72,52.84,852,100,9.39,86.5,2.45,3.36,0,605,2010
530330053014,University District,University District,BG0053014,913,18295,0,35.95,688,37.42,34.83,655,100,0,97.25,2.39,3.42,0,601,2010
530330053021,University District,University District,BG0053021,1770,9454,112500,47.33,834,48.81,51.13,195,94.41,0,100,0,0,0,600,2010
530330053022,Montlake,Capitol Hill,BG0053022,1165,202705,1000000,74.76,0,18.33,47.47,18,0,0,0,0,0,0,599,2010
530330053023,Laurelhurst,Seattle,BG0053023,2771,87500,95000,0,1125,10.11,58.53,3,50,0,100,50,0,0,599,2010
530330054001,Wallingford,Seattle,BG0054001,1120,107188,514563,51.88,919,23.09,84.38,517,41.77,8.32,9.86,6.02,1,38.49,598,2010
530330054002,Fremont,Seattle,BG0054002,1316,79561,426887,31.41,1038,10.49,82.9,841,61.27,9.39,54.58,6.09,0.91,11.86,598,2010
530330054003,Fremont,Seattle,BG0054003,1279,71167,405769,52.75,1133,14.99,77.8,703,67.18,5.41,47.37,6.04,0.77,10.32,597,2010
530330054004,Fremont,Seattle,BG0054004,1233,64024,449333,45.69,992,40.02,77.94,758,59.94,8.18,53.03,6.11,0.71,18.58,595,2010
530330056001,Briarcliff,Magnolia,BG0056001,1248,154167,662500,42.12,1750,10.28,89.42,562,6.03,0,0,9.42,7.16,35.97,593,2010
530330056002,Briarcliff,Magnolia,BG0056002,1277,153659,989198,40,1594,5.02,90.13,542,20.2,0,0,9.41,7.06,43.47,592,2010
530330056003,Southeast Magnolia,Magnolia,BG0056003,1289,133824,879630,43.16,1910,7.78,90.77,548,13.04,0,0,9.49,7.11,48.21,592,2010
530330056004,Southeast Magnolia,Magnolia,BG0056004,1205,163095,857609,44.82,2000,7.97,87.14,525,11.18,0,0,9.55,7.11,25.21,591,2010
530330056005,Southeast Magnolia,Magnolia,BG0056005,1363,136563,726351,36.6,1594,6.74,86.79,589,4.67,0,0,9.34,7.18,34.32,589,2010
530330057001,Briarcliff,Magnolia,BG0057001,483,113462,1000000,23.14,1014,20.54,83.44,214,26.32,0,0,8.42,3.68,34.26,586,2010
530330057002,Southeast Magnolia,Magnolia,BG0057002,1163,114063,621189,36.94,754,8.52,86.24,490,20.97,0,13.06,8.47,3.39,29.08,586,2010
530330057003,Southeast Magnolia,Magnolia,BG0057003,909,83571,611000,42.94,654,3.63,85.37,422,26.25,0,17.06,8.5,3.5,56.89,585,2010
530330057004,Briarcliff,Magnolia,BG0057004,1184,83929,480579,38.62,805,18.14,78.46,504,31.32,0,17.26,8.35,3.55,36.15,585,2010
530330057005,Interbay,Interbay,BG0057005,1017,104839,478358,48.79,1063,17.93,83.78,571,17.97,0,11.56,8.4,3.52,39.69,585,2010
530330057006,Lawton Park,Magnolia,BG0057006,1245,73438,470504,41.45,769,22.16,80.96,702,36.62,0,37.18,8.31,3.54,40.71,584,2010
530330058011,Southeast Magnolia,Magnolia,BG0058011,1133,59774,378846,45.99,961,19.65,77.23,578,59.14,10.55,16.09,8.77,1.49,49.2,581,2010
530330058012,Southeast Magnolia,Magnolia,BG0058012,1380,59716,418182,39.73,1039,18.82,82.17,890,65.82,8.31,74.38,8.86,1.52,23.1,580,2010
530330058013,Interbay,Interbay,BG0058013,1161,77590,398438,42,920,18.15,79.5,683,31.26,2.64,54.47,8.77,1.44,12.66,577,2010
530330058014,Interbay,Interbay,BG0058014,1069,57646,497436,29.49,816,16.02,79.23,617,80.95,2.43,60.78,8.82,1.41,40.82,576,2010
530330058021,Southeast Magnolia,Magnolia,BG0058021,1491,73485,566520,49.71,923,15.69,77.73,775,48.62,10.58,28.77,2.77,1.25,26.72,575,2010
530330058022,Lower Queen Anne,Queen Anne,BG0058022,1522,65179,402667,34.41,909,28.92,79.7,1029,59.45,16.52,59.09,2.77,1.17,14.85,574,2010
530330058023,Southeast Magnolia,Magnolia,BG0058023,2046,73878,478947,34.32,823,17.55,71.7,913,57.21,9.75,56.41,2.84,1.3,27.96,574,2010
530330059001,Interbay,Interbay,BG0059001,1645,58224,353448,29.27,863,13.72,79.57,800,64.81,11.13,57.38,8.42,2.72,8.98,573,2010
530330059002,North Queen Anne,Queen Anne,BG0059002,1331,123881,656805,33.62,1085,15.24,86.4,566,27.88,1.24,9.54,8.55,2.97,37.54,573,2010
530330059003,North Queen Anne,Queen Anne,BG0059003,1271,73929,568750,60.43,1138,15.71,81.59,193,58.18,24.35,0,8.48,3.03,24.62,571,2010
530330059004,West Queen Anne,Queen Anne,BG0059004,1433,102690,683594,24.06,959,22.71,87.44,680,27.43,8.82,10.15,8.63,2.77,40.17,571,2010
530330059005,West Queen Anne,Queen Anne,BG0059005,1156,109221,593137,41.15,1189,8.97,83.82,495,35.31,11.52,6.87,8.67,2.96,44.55,569,2010
530330060001,Westlake,Downtown,BG0060001,1416,79306,588235,32.74,1162,24.97,81.64,1037,64.18,12.34,77.05,6.59,0,3.53,567,2010
530330060002,North Queen Anne,Queen Anne,BG0060002,1327,96717,627646,50.3,997,11.65,85.68,545,24.22,2.2,11.56,6.78,0,50.35,567,2010
530330060003,North Queen Anne,Queen Anne,BG0060003,1222,106076,639249,50.65,934,19.24,86.82,532,24.95,4.32,14.47,6.63,0,56.61,567,2010
530330060004,North Queen Anne,Queen Anne,BG0060004,1185,55100,549757,47.71,960,6.58,81.1,620,70.9,8.39,57.42,6.53,0,23.37,565,2010
530330061001,Eastlake,Downtown,BG0061001,1214,108250,646875,52.27,1069,20.51,86.08,683,44.37,12.88,37.34,2.69,0.79,18.15,564,2010
530330061002,North Capitol Hill,Capitol Hill,BG0061002,1099,95759,729430,44.37,964,12.79,80.35,602,36.51,2.82,36.05,2.7,0.72,21.19,564,2010
530330061003,Eastlake,Downtown,BG0061003,1324,69857,441121,51.97,988,29.62,81.87,1000,67.16,3.2,67.9,2.83,0.79,0,563,2010
530330061004,North Capitol Hill,Capitol Hill,BG0061004,1159,56963,784091,37.05,904,17.19,85.07,808,73.99,20.67,49.38,2.78,0.7,0,562,2010
530330062001,Harrison/Denny-Blaine,Central Area,BG0062001,1366,142969,694375,36.48,1635,15.75,80.67,593,6.85,0,0.51,15.5,2.34,46.38,562,2010
530330062002,Montlake,Capitol Hill,BG0062002,1475,126250,706281,41.08,2000,20.36,85.56,583,12.37,0,1.03,15.41,2.15,34.81,562,2010
530330062003,North Capitol Hill,Capitol Hill,BG0062003,1007,177326,909091,33.05,1547,17.46,85.3,421,15.97,0,11.64,15.72,2.21,37.5,559,2010
530330063001,Madison Park,Capitol Hill,BG0063001,1280,71721,496491,44.63,1129,13.56,87.97,941,61.78,6.06,74.92,14.78,2.52,24.43,558,2010
530330063002,Harrison/Denny-Blaine,Central Area,BG0063002,1317,115079,909247,41.11,1393,4.32,93.17,750,32.58,0,52.4,14.7,2.58,53.33,558,2010
530330063003,Harrison/Denny-Blaine,Central Area,BG0063003,1078,137500,1000000,44.11,1125,5.11,88.22,550,18.86,1.64,21.64,14.6,2.64,45.29,557,2010
530330063004,Harrison/Denny-Blaine,Central Area,BG0063004,1287,119063,973485,44.54,950,6.04,89.98,588,11.46,0,2.72,14.6,2.59,33.22,557,2010
530330064001,Stevens,Capitol Hill,BG0064001,1024,130106,715035,42.77,927,16.4,76.86,456,14.81,0,3.29,12.76,4.1,39.14,557,2010
530330064002,North Capitol Hill,Capitol Hill,BG0064002,990,136875,1000000,24.89,1197,14.63,89.6,387,48.48,5.43,20.41,12.74,4.16,55.08,557,2010
530330064003,Stevens,Capitol Hill,BG0064003,1193,140164,872664,29.47,903,15.08,87.43,465,20.05,4.09,7.74,12.61,4.28,35.14,556,2010
530330065001,North Capitol Hill,Capitol Hill,BG0065001,1112,137500,856132,38.73,750,6.73,87.95,535,18.83,6.36,11.59,5.06,1.21,39.71,556,2010
530330065002,North Capitol Hill,Capitol Hill,BG0065002,1490,70216,426282,39.6,935,24.72,82.48,1067,59.55,1.31,72.35,5.2,1.17,26.29,555,2010
530330065003,North Capitol Hill,Capitol Hill,BG0065003,1555,74640,426786,44.78,963,20.26,86.43,918,65.38,7.63,62.2,5.24,1.4,30.59,555,2010
530330066001,North Capitol Hill,Capitol Hill,BG0066001,1789,74607,568421,44.22,984,13.99,74.01,1122,64.21,6.6,64.71,3.58,0,0.42,553,2010
530330066002,North Capitol Hill,Capitol Hill,BG0066002,1751,65509,490789,45.57,863,26.12,80.87,1195,75.66,7.45,80.25,3.46,0,8.42,552,2010
530330067001,South Lake Union,Downtown,BG0067001,1879,66579,347196,44.2,1260,18.71,72.43,1399,69.62,10.65,82.63,2.98,1.41,28.78,550,2010
530330067002,South Lake Union,Downtown,BG0067002,1737,65451,377222,47.4,1074,21.81,78.93,1215,61.5,5.02,78.27,2.81,1.45,17.67,550,2010
530330067003,Westlake,Downtown,BG0067003,1220,75728,444595,44.15,1098,22.22,83.03,811,58.76,7.4,75.34,2.97,1.48,36.36,549,2010
530330067004,Westlake,Downtown,BG0067004,1708,78125,721591,44.79,934,28.64,80.5,946,51.72,8.35,53.59,2.87,1.38,33.44,548,2010
530330068001,East Queen Anne,Queen Anne,BG0068001,1291,114625,698042,37.32,1411,9.7,85.75,697,32.41,7.03,9.9,6.38,3.6,53.45,548,2010
530330068002,Lower Queen Anne,Queen Anne,BG0068002,1543,95089,819620,45.53,1095,21.53,85.55,780,52.6,4.87,32.31,6.3,3.42,39.26,548,2010
530330069001,West Queen Anne,Queen Anne,BG0069001,1042,96479,661913,38.18,1200,32.8,86.76,531,35.69,6.78,13.37,11.9,0,57.76,548,2010
530330069002,Lower Queen Anne,Queen Anne,BG0069002,1021,95787,717172,23.17,921,17.33,90.5,532,37.3,2.82,37.22,11.71,0,33.33,543,2010
530330069003,Lower Queen Anne,Queen Anne,BG0069003,854,102315,843750,47.9,792,12.68,88.52,534,52.93,0.19,52.43,11.72,0,36.29,543,2010
530330069004,West Queen Anne,Queen Anne,BG0069004,1163,93820,389130,26.93,920,19.17,78.85,652,34.45,14.72,44.02,11.87,0,54.92,542,2010
530330070001,Lower Queen Anne,Queen Anne,BG0070001,1083,79058,865854,36.61,1131,34.47,84.76,729,53.38,3.16,57.75,0.45,1.5,26.13,541,2010
530330070002,Lower Queen Anne,Queen Anne,BG0070002,1142,53050,327083,42.45,853,24.23,81.7,930,71.49,3.23,95.7,0.58,1.62,23.98,541,2010
530330070003,Lower Queen Anne,Queen Anne,BG0070003,1559,57113,430769,53.31,893,29.56,82.1,1180,90.46,3.14,90.17,0.65,1.68,17.83,541,2010
530330070004,Lower Queen Anne,Queen Anne,BG0070004,1088,56699,488889,47.07,825,35.81,81.99,828,75,0,92.15,0.53,1.58,10.92,540,2010
530330070005,Lower Queen Anne,Queen Anne,BG0070005,1052,45175,312727,46.38,845,40.58,83.46,897,84.1,0,100,0.6,1.57,17.02,539,2010
530330070006,Lower Queen Anne,Queen Anne,BG0070006,1035,47940,242647,33.19,828,32.75,80.19,760,79.74,0,83.03,0.43,1.59,0,538,2010
530330071001,Belltown,Downtown,BG0071001,1049,46500,344186,37.27,911,29.81,73.02,782,72.71,8.18,89.77,5.2,0,10.88,538,2010
530330071002,South Lake Union,Downtown,BG0071002,2006,66353,279787,40.97,955,24.47,74.98,1489,76.18,8.6,87.51,5.1,0,42.76,538,2010
530330072001,Belltown,Downtown,BG0072001,2640,37105,358696,29.6,751,28.55,66.06,2294,94.53,0,99.3,0,0,0,538,2010
530330072002,Belltown,Downtown,BG0072002,1186,51232,341667,37.66,950,21.79,61.38,1024,92.36,0,98.34,0,0,0,536,2010
530330072003,Belltown,Downtown,BG0072003,1492,53599,345714,37.75,966,21.39,66.42,1359,92.08,0,98.38,0,0,0,536,2010
530330073001,Belltown,Downtown,BG0073001,1685,35422,350000,25.76,805,19.6,62.02,1165,98.97,1.63,97.25,2.24,0.93,0,532,2010
530330073002,Belltown,Downtown,BG0073002,1370,22035,362500,6.19,561,32.91,62.99,1415,95.01,0,93.64,2.33,0.89,25.95,531,2010
530330073003,Belltown,Downtown,BG0073003,1613,77072,473256,36.19,1340,9.96,70.86,1260,94.23,0,95.63,2.38,0.82,7.2,530,2010
530330074011,North Capitol Hill,Capitol Hill,BG0074011,1081,61014,333173,46.79,920,23.27,79.74,822,63.41,0,93.92,1.17,0.65,22.22,530,2010
530330074012,North Capitol Hill,Capitol Hill,BG0074012,917,46157,205000,43.02,853,41.69,76.23,742,91.65,1.08,94.47,1.02,0.73,0,530,2010
530330074013,North Capitol Hill,Capitol Hill,BG0074013,981,67748,333333,46.99,955,20.9,76.96,776,58.05,0,92.78,1.15,0.72,23.53,529,2010
530330074014,North Capitol Hill,Capitol Hill,BG0074014,1136,45850,219355,48.64,850,23.67,76.58,848,83.1,0.47,96.58,1.13,0.76,0,529,2010
530330074021,North Capitol Hill,Capitol Hill,BG0074021,1772,56754,306780,38.47,880,15.76,73.81,1282,79.37,3.2,91.73,1.16,0.66,0,528,2010
530330074022,North Capitol Hill,Capitol Hill,BG0074022,1563,42977,280556,28.82,666,20.16,61.48,1089,80,0,98.53,1.2,0.7,29.01,528,2010
530330074023,North Capitol Hill,Capitol Hill,BG0074023,1586,32150,337987,48.45,756,24.92,69.86,1295,84.14,2.7,96.22,1.08,0.75,0,527,2010
530330075001,North Capitol Hill,Capitol Hill,BG0075001,1136,56208,458462,38.99,914,17.2,79.14,924,79.29,2.16,94.7,0.35,0.35,28.57,527,2010
530330075002,Capitol Hill,Central Area,BG0075002,1295,43791,306154,35.11,754,32.9,75.75,896,85.58,8.37,82.03,0.35,0.35,13.02,527,2010
530330075003,North Capitol Hill,Capitol Hill,BG0075003,1590,54926,496429,45.52,882,27.68,77.55,1108,92.86,20.13,73.1,0.49,0.39,13.91,527,2010
530330075004,Capitol Hill,Central Area,BG0075004,1403,50000,411111,46.58,826,31.95,69.49,986,83.77,7.51,92.49,0.36,0.36,0,527,2010
530330075005,North Capitol Hill,Capitol Hill,BG0075005,858,34610,350000,41.29,727,40.17,76.34,594,91.56,5.89,82.66,0.36,0.18,18.32,526,2010
530330076001,North Capitol Hill,Capitol Hill,BG0076001,1137,62821,475610,40.96,877,20.75,78.01,604,58.9,5.79,60.6,5.31,1.37,28.79,524,2010
530330076002,Stevens,Capitol Hill,BG0076002,1179,51155,455645,38.21,854,20.75,64.89,695,65.24,13.53,50.94,5.36,1.53,38.39,524,2010
530330076003,North Capitol Hill,Capitol Hill,BG0076003,1182,57332,391667,37.54,889,19.34,79.61,695,68.57,6.91,72.81,5.26,1.5,40.96,524,2010
530330077001,Harrison/Denny-Blaine,Central Area,BG0077001,1171,73881,451095,34.69,1539,27.29,59.78,575,13.21,0,3.13,3.21,2.26,28.57,523,2010
530330077002,Harrison/Denny-Blaine,Central Area,BG0077002,963,96745,443750,36.34,1482,27.24,68.22,461,21.51,0,10.63,2.97,2.29,20.08,522,2010
530330077003,Capitol Hill,Central Area,BG0077003,1004,60598,460494,22.86,578,0,57.47,461,39.39,0,25.6,3.26,2.1,47.8,521,2010
530330077004,Harrison/Denny-Blaine,Central Area,BG0077004,1338,51235,463636,34.29,962,23.71,68.98,819,57.41,9.89,46.52,3.04,1.98,12.5,519,2010
530330078001,Harrison/Denny-Blaine,Central Area,BG0078001,1235,204485,1000000,19.65,875,1.19,83.72,589,1.86,0,4.92,15.61,3.9,25.49,519,2010
530330078002,Leschi,Central Area,BG0078002,1527,145833,670245,33.36,2000,14.23,73.74,628,11.6,1.75,8.92,15.8,4.03,31.82,517,2010
530330078003,Madrona,Central Area,BG0078003,1152,88971,784226,43.92,1077,11,69.53,508,36.59,2.36,29.13,15.59,3.74,40.84,516,2010
530330078004,Harrison/Denny-Blaine,Central Area,BG0078004,1231,121825,700758,42.33,625,5.57,75.22,516,2.05,0,0,15.57,3.89,49.15,515,2010
530330079001,Capitol Hill,Central Area,BG0079001,1025,73391,349315,24.88,1168,27.39,60.29,537,47.26,9.31,25.7,5.27,2.03,36.17,515,2010
530330079002,Capitol Hill,Central Area,BG0079002,1116,52191,448000,37.88,934,33.88,46.68,555,80.88,15.14,40,5.16,1.91,19.67,514,2010
530330079003,Capitol Hill,Central Area,BG0079003,872,50000,393182,31.59,915,15.38,68.23,462,82.95,6.93,79.44,5.45,1.82,0,513,2010
530330079004,Capitol Hill,Central Area,BG0079004,967,34588,239706,31.63,695,35.86,74.97,730,84.46,0,93.7,5.13,1.91,0,513,2010
530330079005,North Capitol Hill,Capitol Hill,BG0079005,1167,59652,296500,51.28,892,42.02,69.58,844,80.79,5.21,86.73,5.17,1.85,29.55,513,2010
530330080011,Belltown,Downtown,BG0080011,1471,62500,351802,43.81,1111,15.4,71.52,1312,72.97,0,96.42,1.31,0.28,0,513,2010
530330080012,Belltown,Downtown,BG0080012,830,68943,338235,43.3,1045,19.93,67.11,788,74.74,0,98.1,1.36,0.3,0,512,2010
530330080013,Pike-Market,Downtown,BG0080013,1054,85397,417290,43.51,1415,10.61,67.55,838,61.18,0.72,98.45,1.44,0.39,0,512,2010
530330080014,Belltown,Downtown,BG0080014,1432,83781,416803,43.53,1413,10.6,63.97,1022,61.24,0.59,98.63,1.36,0.45,0,511,2010
530330080015,Belltown,Downtown,BG0080015,801,87191,417532,43.55,1415,10.51,69.66,629,61.2,0.48,99.05,1.28,0.55,0,510,2010
530330080021,Pike-Market,Downtown,BG0080021,1758,22468,808824,35.56,499,17.55,67.8,1260,81.18,0.79,97.86,0,0,0,510,2010
530330080022,Pike-Market,Downtown,BG0080022,1255,56134,397541,51,1001,12.97,70.84,1064,84,0,97.37,0,0,13.46,509,2010
530330081001,Pike-Market,Downtown,BG0081001,1478,75000,458696,44.18,1026,13.87,76.66,1333,71.22,0,97.75,0,0.39,12.93,509,2010
530330081002,Pike-Market,Downtown,BG0081002,1307,13761,295000,16.53,194,54.01,61.59,686,86.98,0,95.19,0,0.48,0,509,2010
530330081003,Pike-Market,Downtown,BG0081003,1285,71366,458475,44.42,1027,13.74,71.75,1081,71.28,0,97.78,0,0.34,13,508,2010
530330082001,Belltown,Downtown,BG0082001,883,40643,252083,30.74,915,23.09,61.04,937,87.8,0,94.24,0,0.65,0,507,2010
530330082002,First Hill,Downtown,BG0082002,1389,37160,252500,36.07,807,25.14,61.41,1013,84.54,0,95.95,0,0.64,0,506,2010
530330082003,North Capitol Hill,Capitol Hill,BG0082003,1008,43138,254878,31.77,741,44.19,85.22,855,73,0,95.91,0,0.69,0,505,2010
530330083001,First Hill,Downtown,BG0083001,933,30693,457143,24.33,789,13.88,72.67,928,78.09,0,78.34,0,0,0,505,2010
530330083002,Belltown,Downtown,BG0083002,1572,66530,543403,40,944,11.08,70.23,1183,74.07,0,100,0,0,0,504,2010
530330084001,North Capitol Hill,Capitol Hill,BG0084001,1258,41537,364706,33.09,811,20.78,68.04,1063,89.3,0.66,97.84,0,0.31,12.22,504,2010
530330084002,First Hill,Downtown,BG0084002,1422,42871,453390,22.65,873,21.78,67.02,1091,74.55,0.28,96.79,0,0.2,2.98,503,2010
530330084003,North Capitol Hill,Capitol Hill,BG0084003,1080,41214,364815,33.15,810,20.73,70.56,817,89.34,0.61,98.04,0,0.26,12.5,501,2010
530330085001,Pioneer Square,Downtown,BG0085001,1127,42771,273810,21.12,743,17.89,62.38,1018,94.39,0,100,0,0.47,6.41,499,2010
530330085002,Yesler Terrace,Downtown,BG0085002,993,22463,342857,23.71,576,17.74,34.54,579,93.93,10.02,79.45,0,0.38,0,499,2010
530330085003,International District,Downtown,BG0085003,2221,10087,0,2.58,182,85.17,43.36,423,100,0,95.04,0,0.26,27.45,499,2010
530330086001,Capitol Hill,Central Area,BG0086001,1207,44167,662500,33.02,862,27.67,61.06,750,81.49,20.53,53.47,1.6,0,5.38,498,2010
530330086002,Capitol Hill,Central Area,BG0086002,2684,36643,228676,35.65,911,14.78,57.75,871,90.79,3.9,83.58,1.51,0,14.29,498,2010
530330086003,Capitol Hill,Central Area,BG0086003,1164,24939,625000,20.83,717,17.86,35.82,602,98.48,12.96,67.11,1.52,0,19.39,496,2010
530330087001,Capitol Hill,Central Area,BG0087001,1404,74844,481553,31.78,775,25.8,59.19,648,51.12,8.49,34.26,7.92,2.41,45.42,496,2010
530330087002,Capitol Hill,Central Area,BG0087002,1112,66463,454054,14.59,857,32.48,40.11,532,59.02,6.39,50.94,7.79,2.46,18.29,495,2010
530330087003,Capitol Hill,Central Area,BG0087003,1327,58942,475714,43.33,995,33.29,45.37,663,58.95,16.74,27.75,7.88,2.63,0,495,2010
530330088001,Capitol Hill,Central Area,BG0088001,1346,71458,361979,35.32,1019,14.23,60.92,591,36.81,2.2,6.94,8.32,2.12,7.28,494,2010
530330088002,Capitol Hill,Central Area,BG0088002,1213,67808,434722,26.16,911,21.39,51.2,559,48.25,2.86,14.67,8.37,2.14,47.15,493,2010
530330088003,Capitol Hill,Central Area,BG0088003,944,62500,409836,24.69,881,11.18,39.72,442,52.66,13.8,17.65,8.21,2.42,20.11,493,2010
530330089001,Mount Baker,Rainier Valley,BG0089001,1162,147256,822917,45.74,1102,0.47,71.6,677,39.94,2.81,48.15,9.02,3.06,27.94,492,2010
530330089002,Atlantic,Central Area,BG0089002,1272,80425,511905,33.33,1022,18.54,43.24,561,38.86,2.67,8.38,8.88,2.96,28.63,492,2010
530330089003,Atlantic,Central Area,BG0089003,1190,52922,393750,22.24,813,34.66,38.49,565,62.7,9.73,16.99,8.79,3.13,28.85,492,2010
530330089004,Atlantic,Central Area,BG0089004,1205,75000,384184,27.14,875,17.23,38.51,478,35.23,7.11,15.27,8.86,2.95,34.25,491,2010
530330090001,Capitol Hill,Central Area,BG0090001,1214,25811,238380,18.67,693,30.23,36.16,711,61.16,8.72,69.2,3.62,1.42,70,491,2010
530330090002,Capitol Hill,Central Area,BG0090002,1711,31923,312903,17.48,330,45.9,27.47,1064,81.07,2.07,72.74,3.39,1.17,13.23,491,2010
530330091001,Atlantic,Central Area,BG0091001,1301,14212,367391,12.08,335,27.31,7.92,664,95.09,0.45,93.52,0,0,19.84,489,2010
530330091002,International District,Downtown,BG0091002,1207,19580,355556,10.92,360,30.86,23.94,896,94.04,0.89,95.2,0,0,16.27,489,2010
530330092001,International District,Downtown,BG0092001,1326,12022,208333,18.74,433,33.67,29.11,1060,97.94,1.42,94.43,0,0.51,0,488,2010
530330092002,Pioneer Square,Downtown,BG0092002,1499,30472,1000000,13.3,568,35.05,54.44,778,92.88,1.8,91.39,0,0.55,43.9,488,2010
530330093001,North Beacon Hill,Beacon Hill,BG0093001,816,60124,275000,40.18,853,23.53,43.5,461,54.13,4.34,90.24,7.28,3.4,0,487,2010
530330093002,International District,Downtown,BG0093002,389,204162,438889,9.43,0,11.81,66.58,152,25.19,25,58.55,7.41,2.96,19.44,483,2010
530330093003,North Beacon Hill,Beacon Hill,BG0093003,1149,73455,443373,19.68,578,5.19,39.16,491,32.89,0,29.74,7.38,3.58,30.39,483,2010
530330094001,North Beacon Hill,Beacon Hill,BG0094001,1133,36184,194853,9.89,697,0,27.54,577,74.76,16.98,71.06,6.07,0,26.24,481,2010
530330094002,North Beacon Hill,Beacon Hill,BG0094002,1189,25256,288679,11.83,677,11,42.39,685,65.96,4.38,27.01,5.85,0,14.02,481,2010
530330094003,North Beacon Hill,Beacon Hill,BG0094003,1173,59529,296930,25.99,607,32.31,23.19,450,9.18,0,4.22,6.12,0,25.08,479,2010
530330094004,North Beacon Hill,Beacon Hill,BG0094004,753,56373,350000,37.21,698,22.47,34.53,334,81.94,55.09,15.27,5.81,0,45.22,479,2010
